date,station_id,icao,tmax_f,tmin_f,tmean_f,dewpoint_mean_f,dewpoint_afternoon_f,wind_speed_mean_mph,wind_speed_max_mph,wind_dir_mean_deg,wind_dir_evening_deg,slp_00z_mb,slp_12z_mb,slp_tendency_24h_mb,cloud_fraction_low,obs_count
1998-01-01,USW00012960,KIAH,68.0,36.0,48.68,41.52,54.333333333333336,6.352305599999999,17.261699999999998,122.91608181947885,132.9288080329452,1031.9,1030.6,,,25
1998-01-02,USW00012960,KIAH,72.0,57.0,62.711999999999996,57.751999999999995,60.25714285714286,11.645893599999999,16.11092,123.84661128868589,131.86848414707134,1026.4,1023.5,-5.5,,25
1998-01-03,USW00012960,KIAH,73.0,59.0,64.15,61.457142857142856,63.5,10.35702,19.56326,123.77235966775424,128.79926590665906,1022.1,1019.8,-4.300000000000068,,28
1998-01-04,USW00012960,KIAH,68.0,63.0,65.27272727272727,64.31818181818181,65.30000000000001,10.226249545454545,14.960139999999999,113.44970058228279,97.97563048223617,1018.5,1017.0,-3.6000000000000227,,44
1998-01-05,USW00012960,KIAH,77.0,64.0,68.26470588235294,66.05882352941177,68.06666666666666,6.1854425,17.261699999999998,139.80715522369985,164.99421418321424,1014.1,1012.1,-4.399999999999977,,34
1998-01-06,USW00012960,KIAH,70.0,64.0,65.92380952380952,65.21428571428571,64.52307692307693,8.356854761904762,14.960139999999999,110.77199526544973,76.65806971627785,1011.3,1009.95,-2.800000000000068,,42
1998-01-07,USW00012960,KIAH,62.6,45.0,53.33157894736842,50.17894736842105,40.355555555555554,13.173402631578947,20.714039999999997,328.03850960169086,310.12732491739143,1003.95,1007.9,-7.349999999999909,,38
1998-01-08,USW00012960,KIAH,58.0,40.0,46.229629629629635,36.007407407407406,31.5,8.225945925925926,14.960139999999999,278.09784107663666,279.07074409901446,1008.8,1008.9,4.849999999999909,,27
1998-01-09,USW00012960,KIAH,63.0,34.0,45.458333333333336,30.791666666666668,29.5,4.890815,13.809359999999998,114.28752268907374,125.86597698427079,1011.1,1015.5,2.300000000000068,,24
1998-01-10,USW00012960,KIAH,73.0,49.0,57.14071428571429,51.66571428571429,57.333333333333336,5.301807857142856,10.357019999999999,129.73141543044437,159.2663127478653,1015.9,1018.1,4.7999999999999545,,28
