date,bucket_label,direction,model_prob,market_prob,entry_price,ev,kelly_frac,n_contracts,cost,outcome,won,pnl,bankroll_after
2022-01-02,14-16,NO,0.000126707181217602,0.1510410740587167,0.886875640016586,0.043006522304881445,0.2493168728847353,10,8.86875640016586,0,1,0.4312435998341382,1000.4312435998341
2022-01-02,16-18,NO,0.00018345791163397278,0.19608271606113173,0.8382306666539777,0.09159871748820259,0.24953520459504624,10,8.382306666539778,0,1,0.9176933334602211,1001.3489369332943
2022-01-02,64-66,NO,0.03506206128882139,0.16212815431498026,0.8749015933398213,0.022490689661574748,0.10204782236393359,10,8.749015933398214,0,1,0.5509840666017851,1001.8999209998962
2022-01-03,38-40,NO,0.00377441076261934,0.13655034372561206,0.902525628776339,0.023964169214425013,0.21805930533714116,10,9.02525628776339,0,1,0.2747437122366083,1002.1746647121328
2022-01-03,58-60,NO,0.02790598516613524,0.17660588379274825,0.8592656455038319,0.04478178829166235,0.15827453509202635,10,8.59265645503832,0,1,0.7073435449616792,1002.8820082570944
2022-01-03,66-68,NO,0.04121305513686696,0.24777860838685778,0.7823991029421936,0.10927275578051998,0.18508145607293378,10,7.823991029421936,0,1,1.4760089705780626,1004.3580172276725
2022-01-04,40-42,NO,0.005025203706642521,0.13731281928854605,0.9017021551683703,0.023624405384452096,0.20871205497287704,10,9.017021551683703,0,1,0.28297844831629604,1004.6409956759887
2022-01-04,56-58,NO,0.024452919236633675,0.20860429927189553,0.8247073567863528,0.08255142832357787,0.19600473927716505,10,8.247073567863527,0,1,1.0529264321364717,1005.6939221081252
2022-01-05,24-26,NO,0.0005373073626910685,0.1504797446129853,0.8874818758179759,0.04201842833472136,0.24706186563426774,10,8.874818758179758,0,1,0.42518124182024053,1006.1191033499455
2022-01-09,26-28,NO,0.0006234724604814188,0.16964874725002735,0.8667793529699704,0.06264081764178175,0.24770712015976232,10,8.667793529699704,0,1,0.6322064703002948,1006.7513098202458
2022-01-09,56-58,NO,0.024802523243239227,0.21369946093069656,0.8192045821948477,0.0877290711889398,0.19795284165817778,10,8.192045821948478,0,1,1.1079541780515214,1007.8592639982973
2022-01-11,42-44,NO,0.004512235185638943,0.20500588135261735,0.8285936481391732,0.09720997313818247,0.23965454666882346,10,8.285936481391733,0,1,1.0140635186082658,1008.8733275169055
2022-01-12,74-76,NO,0.05524206585505487,0.1960416672365732,0.8382749993845009,0.04034987937029799,0.10997514063652125,10,8.382749993845009,0,1,0.9172500061549904,1009.7905775230605
2022-01-12,100-102,NO,0.010702000092220665,0.15179634065063285,0.8860599520973165,0.03398718781691823,0.19337250093691077,10,8.860599520973164,0,1,0.4394004790268351,1010.2299780020874
2022-01-12,102-104,NO,0.008247736838456143,0.14639961920291494,0.8918884112608518,0.0304411934793839,0.19968462668754342,10,8.918884112608518,0,1,0.3811158873914806,1010.6110938894789
2022-01-14,48-50,NO,0.014587906363828507,0.23511427308009877,0.7960765850734933,0.1203566620081461,0.22467441946987834,10,7.9607658507349335,0,1,1.3392341492650655,1011.9503280387439
2022-01-14,98-100,NO,0.02196789343548966,0.1766549627620981,0.859212640216934,0.05035721888806055,0.17784679016982927,10,8.59212640216934,0,1,0.707873597830659,1012.6582016365746
2022-01-18,84-86,NO,0.04113011758985763,0.17843068589212985,0.8572948592364997,0.034454131404932586,0.11847212949152783,10,8.572948592364998,0,1,0.7270514076350008,1013.3852530442097
2022-01-18,94-96,NO,0.02619103736445827,0.15272015720354684,0.8850622302201694,0.020580105030884366,0.1144922474552873,10,8.850622302201694,0,1,0.4493776977983046,1013.834630742008
2022-01-19,8-10,NO,0.0001,0.1397035406837488,0.8991201760615513,0.03078682393844867,0.24924708119948025,10,8.991201760615512,0,1,0.3087982393844868,1014.1434289813925
2022-01-20,20-22,NO,0.0001859268151316939,0.16173631940186411,0.8753247750459867,0.05450231301594066,0.2492093679622811,10,8.753247750459867,0,1,0.5467522495401322,1014.6901812309326
2022-01-20,26-28,NO,0.0005885593451929883,0.13433828853788776,0.9049146483790812,0.024537991429889328,0.24454502173917086,10,9.049146483790812,0,1,0.2508535162091867,1014.9410347471418
