date,ticker,bucket_label,model_prob,market_prob,bid_price,ask_price,actual_outcome,volume
2023-05-14,HIGHAUS-23MAY14-B81.5,81-83F,0.03509465731518191,0.3,0.03,0.57,0,22
2023-05-14,HIGHAUS-23MAY14-T82,Above 82F,0.211444362032303,0.5,0.01,0.99,1,8
2023-05-15,HIGHAUS-23MAY15-T79,Below 79F,0.7939980786870495,0.215,0.01,0.43,0,0
2023-05-15,HIGHAUS-23MAY15-B79.5,79-81F,0.03445780478088323,0.23,0.03,0.43,0,0
2023-05-15,HIGHAUS-23MAY15-B81.5,81-83F,0.030533422075770256,0.545,0.51,0.58,0,4
2023-05-15,HIGHAUS-23MAY15-B83.5,83-85F,0.026618884568099688,0.215,0.01,0.43,1,0
2023-05-15,HIGHAUS-23MAY15-B85.5,85-87F,0.022831304135086272,0.215,0.01,0.43,0,25
2023-05-15,HIGHAUS-23MAY15-T86,Above 86F,0.10251465553987926,0.215,0.01,0.43,0,0
2023-05-16,HIGHAUS-23MAY16-B78.5,78-80F,0.03544473486811883,0.145,0.01,0.29,0,0
2023-05-16,HIGHAUS-23MAY16-B80.5,80-82F,0.03269522239034439,0.43,0.28,0.58,0,65
2023-05-16,HIGHAUS-23MAY16-B82.5,82-84F,0.029788173604274326,0.16,0.03,0.29,0,85
2023-05-16,HIGHAUS-23MAY16-B84.5,84-86F,0.026805904926207047,0.29,0.01,0.58,1,15
2023-05-16,HIGHAUS-23MAY16-T85,Above 85F,0.15756043018062682,0.145,0.01,0.29,0,0
2023-05-17,HIGHAUS-23MAY17-B83.5,83-85F,0.02930644393959847,0.635,0.6,0.67,0,300
2023-05-17,HIGHAUS-23MAY17-B85.5,85-87F,0.02615780389456246,0.3,0.03,0.57,0,189
2023-05-17,HIGHAUS-23MAY17-B87.5,87-89F,0.023045276347890442,0.285,0.01,0.57,1,0
2023-05-18,HIGHAUS-23MAY18-B85.5,85-87F,0.02373940373432859,0.04,0.01,0.08,0,9
2023-05-18,HIGHAUS-23MAY18-T85,Below 85F,0.8623228486876151,0.16,0.02,0.3,0,21
2023-05-18,HIGHAUS-23MAY18-B87.5,87-89F,0.020667753909164643,0.085,0.03,0.14,0,208
2023-05-18,HIGHAUS-23MAY18-B89.5,89-91F,0.01775726533997357,0.355,0.31,0.4,1,10
2023-05-18,HIGHAUS-23MAY18-B91.5,91-93F,0.015056298373807842,0.295,0.09,0.5,0,31
2023-05-18,HIGHAUS-23MAY18-T92,Above 92F,0.0676615387419015,0.255,0.01,0.5,0,10
2023-05-19,HIGHAUS-23MAY19-B87.5,87-89F,0.022657305183229393,0.305,0.14,0.47,0,0
2023-05-19,HIGHAUS-23MAY19-T87,Below 87F,0.8519277441588492,0.495,0.01,0.99,0,16
2023-05-19,HIGHAUS-23MAY19-B89.5,89-91F,0.020118148674070246,0.305,0.2,0.41,1,2
2023-05-19,HIGHAUS-23MAY19-B91.5,91-93F,0.01767302005797433,0.285,0.13,0.44,0,1
2023-05-19,HIGHAUS-23MAY19-B93.5,93-95F,0.015359480435801043,0.255,0.06,0.45,0,0
2023-05-19,HIGHAUS-23MAY19-T94,Above 94F,0.07966430509493416,0.075,0.02,0.13,0,24
2023-05-20,HIGHAUS-23MAY20-B79.5,79-81F,0.034807719676203774,0.19,0.08,0.3,0,0
2023-05-20,HIGHAUS-23MAY20-B81.5,81-83F,0.03213000540522448,0.275,0.15,0.4,0,134
2023-05-20,HIGHAUS-23MAY20-B83.5,83-85F,0.029304091197734028,0.3,0.03,0.57,1,33
2023-05-20,HIGHAUS-23MAY20-B85.5,85-87F,0.026407540103170035,0.19,0.01,0.38,0,18
2023-05-20,HIGHAUS-23MAY20-T86,Above 86F,0.15748826849358533,0.15,0.01,0.3,0,19
2023-05-21,HIGHAUS-23MAY21-B74.5,74-76F,0.04195896816541589,0.29,0.09,0.49,1,0
2023-05-21,HIGHAUS-23MAY21-B76.5,76-78F,0.03933367367294993,0.25,0.08,0.42,0,0
2023-05-21,HIGHAUS-23MAY21-B78.5,78-80F,0.03635941916601659,0.25,0.1,0.4,0,0
2023-05-21,HIGHAUS-23MAY21-B80.5,80-82F,0.033142256813747495,0.22,0.06,0.38,0,0
2023-05-21,HIGHAUS-23MAY21-T81,Above 81F,0.19983422181214583,0.275,0.07,0.48,0,0
2023-05-22,HIGHAUS-23MAY22-B83.5,83-85F,0.028399166726070235,0.335,0.2,0.47,0,0
2023-05-22,HIGHAUS-23MAY22-T83,Below 83F,0.8277339480556852,0.015,0.01,0.03,0,7
2023-05-22,HIGHAUS-23MAY22-B85.5,85-87F,0.025058403902878057,0.37,0.24,0.5,1,0
2023-05-22,HIGHAUS-23MAY22-B87.5,87-89F,0.021805980779868728,0.285,0.1,0.47,0,5
2023-05-22,HIGHAUS-23MAY22-B89.5,89-91F,0.018714242619590427,0.285,0.01,0.57,0,16
2023-05-22,HIGHAUS-23MAY22-T90,Above 90F,0.08727135133041308,0.495,0.01,0.99,0,0
2023-05-23,HIGHAUS-23MAY23-B85.5,85-87F,0.02458553493094251,0.195,0.11,0.28,0,0
2023-05-23,HIGHAUS-23MAY23-T85,Below 85F,0.8606629539019259,0.5,0.01,0.99,0,16
2023-05-23,HIGHAUS-23MAY23-B87.5,87-89F,0.02133022695843223,0.28,0.18,0.38,0,196
2023-05-23,HIGHAUS-23MAY23-B89.5,89-91F,0.018248897635608996,0.325,0.25,0.4,1,137
2023-05-23,HIGHAUS-23MAY23-B91.5,91-93F,0.015395831042155583,0.2,0.09,0.31,0,576
2023-05-23,HIGHAUS-23MAY23-T92,Above 92F,0.06713375979549796,0.1,0.04,0.16,0,248
2023-05-24,HIGHAUS-23MAY24-B84.5,84-86F,0.026379801136508618,0.15,0.13,0.17,0,432
2023-05-24,HIGHAUS-23MAY24-T84,Below 84F,0.8437154459459504,0.5,0.01,0.99,1,16
2023-05-24,HIGHAUS-23MAY24-B86.5,86-88F,0.02312498037378763,0.325,0.31,0.34,0,112
2023-05-24,HIGHAUS-23MAY24-B88.5,88-90F,0.019996472692269673,0.3,0.28,0.32,0,318
2023-05-24,HIGHAUS-23MAY24-B90.5,90-92F,0.017056408180655014,0.105,0.09,0.12,0,120
2023-05-24,HIGHAUS-23MAY24-T91,Above 91F,0.07790136131022307,0.495,0.01,0.99,0,6
2023-05-25,HIGHAUS-23MAY25-B83.5,83-85F,0.029110297886683068,0.07,0.06,0.08,0,153
2023-05-25,HIGHAUS-23MAY25-T83,Below 83F,0.8239914314951418,0.345,0.01,0.69,0,32
2023-05-25,HIGHAUS-23MAY25-B85.5,85-87F,0.02569142533744917,0.2,0.18,0.22,1,266
2023-05-25,HIGHAUS-23MAY25-B87.5,87-89F,0.02235485869435694,0.265,0.25,0.28,0,84
2023-05-25,HIGHAUS-23MAY25-B89.5,89-91F,0.01917775815784073,0.245,0.23,0.26,0,201
2023-05-25,HIGHAUS-23MAY25-T90,Above 90F,0.08887850200427394,0.16,0.15,0.17,0,202
2023-05-26,HIGHAUS-23MAY26-B85.5,85-87F,0.023650256043078466,0.16,0.14,0.18,1,226
2023-05-26,HIGHAUS-23MAY26-T85,Below 85F,0.874684763465797,0.495,0.01,0.99,0,14
2023-05-26,HIGHAUS-23MAY26-B87.5,87-89F,0.020220910026145233,0.295,0.27,0.32,0,117
2023-05-26,HIGHAUS-23MAY26-B89.5,89-91F,0.017028293960474006,0.29,0.27,0.31,0,18
2023-05-26,HIGHAUS-23MAY26-B91.5,91-93F,0.014123657288292013,0.155,0.14,0.17,0,305
2023-05-26,HIGHAUS-23MAY26-T92,Above 92F,0.05701030474381008,0.495,0.01,0.99,0,4
2023-05-27,HIGHAUS-23MAY27-T84,Below 84F,0.8478167752460841,0.075,0.06,0.09,0,0
2023-05-27,HIGHAUS-23MAY27-B84.5,84-86F,0.02576466714719361,0.095,0.08,0.11,0,35
2023-05-27,HIGHAUS-23MAY27-B86.5,86-88F,0.02255791380514882,0.235,0.22,0.25,1,54
2023-05-27,HIGHAUS-23MAY27-B88.5,88-90F,0.0194849225009337,0.3,0.28,0.32,0,71
2023-05-27,HIGHAUS-23MAY27-T91,Above 91F,0.07572734984250329,0.145,0.14,0.15,0,180
2023-05-28,HIGHAUS-23MAY28-B82.5,82-84F,0.02961180998257873,0.135,0.13,0.14,0,11
2023-05-28,HIGHAUS-23MAY28-B84.5,84-86F,0.026444858640255142,0.28,0.27,0.29,1,6
2023-05-28,HIGHAUS-23MAY28-B86.5,86-88F,0.023309144442581697,0.305,0.28,0.33,0,15
2023-05-28,HIGHAUS-23MAY28-B88.5,88-90F,0.020277770460153333,0.17,0.15,0.19,0,271
2023-05-28,HIGHAUS-23MAY28-T89,Above 89F,0.10115919148944907,0.055,0.04,0.07,0,202
2023-05-29,HIGHAUS-23MAY29-B78.5,78-80F,0.0352592056424601,0.445,0.01,0.89,0,0
2023-05-29,HIGHAUS-23MAY29-B80.5,80-82F,0.03218865622187361,0.495,0.01,0.99,0,0
2023-05-29,HIGHAUS-23MAY29-B82.5,82-84F,0.028996265721719316,0.495,0.01,0.99,0,227
2023-05-29,HIGHAUS-23MAY29-B84.5,84-86F,0.02577449684856903,0.495,0.01,0.99,0,425
2023-05-29,HIGHAUS-23MAY29-T85,Above 85F,0.1404475360896229,0.51,0.02,0.99,1,384
2023-05-30,HIGHAUS-23MAY30-T85,Below 85F,0.853360290703051,0.025,0.01,0.05,0,7
2023-05-30,HIGHAUS-23MAY30-B85.5,85-87F,0.02444057807230593,0.09,0.07,0.11,0,8
2023-05-30,HIGHAUS-23MAY30-B87.5,87-89F,0.021428442412131377,0.24,0.22,0.26,0,133
2023-05-30,HIGHAUS-23MAY30-B89.5,89-91F,0.018548955154429114,0.325,0.31,0.34,1,112
2023-05-30,HIGHAUS-23MAY30-B91.5,91-93F,0.015852509187240682,0.205,0.19,0.22,0,498
2023-05-30,HIGHAUS-23MAY30-T92,Above 92F,0.0739714632757934,0.12,0.1,0.14,0,369
2023-05-31,HIGHAUS-23MAY31-B85.5,85-87F,0.024990788718531665,0.075,0.01,0.15,0,0
2023-05-31,HIGHAUS-23MAY31-B87.5,87-89F,0.02188169297856435,0.275,0.01,0.55,0,256
2023-05-31,HIGHAUS-23MAY31-B89.5,89-91F,0.01890873741286081,0.28,0.01,0.56,1,444
2023-05-31,HIGHAUS-23MAY31-B91.5,91-93F,0.016125930864365312,0.28,0.01,0.56,0,450
2023-05-31,HIGHAUS-23MAY31-T92,Above 92F,0.0741718129723673,0.5,0.01,0.99,0,402
2023-06-01,HIGHAUS-23JUN01-B85.5,85-87F,0.02187220110549115,0.5,0.01,0.99,0,0
2023-06-01,HIGHAUS-23JUN01-B87.5,87-89F,0.018701336502517596,0.5,0.01,0.99,0,945
2023-06-01,HIGHAUS-23JUN01-B89.5,89-91F,0.01576290652523593,0.69,0.38,0.99,0,6612
2023-06-01,HIGHAUS-23JUN01-B91.5,91-93F,0.01309735064836437,0.5,0.01,0.99,1,2034
2023-06-01,HIGHAUS-23JUN01-T92,Above 92F,0.05379100341325749,0.5,0.01,0.99,0,1644
2023-06-02,HIGHAUS-23JUN02-B88.5,88-90F,0.018599447623205312,0.5,0.01,0.99,1,519
2023-06-02,HIGHAUS-23JUN02-B90.5,90-92F,0.01593049306466121,0.5,0.01,0.99,0,1171
2023-06-02,HIGHAUS-23JUN02-B92.5,92-94F,0.01347396484581942,0.62,0.24,0.99,0,593
2023-06-02,HIGHAUS-23JUN02-T93,Above 93F,0.060555076842037425,0.515,0.03,0.99,0,531
2023-06-03,HIGHAUS-23JUN03-B87.5,87-89F,0.020915032507610065,0.29,0.01,0.58,0,131
2023-06-03,HIGHAUS-23JUN03-B89.5,89-91F,0.017953594501297188,0.29,0.01,0.58,0,781
2023-06-03,HIGHAUS-23JUN03-B91.5,91-93F,0.015205888568580295,0.305,0.03,0.58,1,722
2023-06-03,HIGHAUS-23JUN03-B93.5,93-95F,0.012706903072561282,0.305,0.03,0.58,0,549
2023-06-03,HIGHAUS-23JUN03-T94,Above 94F,0.053907658245073264,0.5,0.01,0.99,0,407
2023-06-04,HIGHAUS-23JUN04-B86.5,86-88F,0.019864008169167113,0.29,0.01,0.58,0,1090
2023-06-04,HIGHAUS-23JUN04-T86,Below 86F,0.8996227664958358,0.5,0.01,0.99,1,1618
2023-06-04,HIGHAUS-23JUN04-B88.5,88-90F,0.01674017992208976,0.305,0.03,0.58,0,198
2023-06-04,HIGHAUS-23JUN04-B90.5,90-92F,0.013898686514552283,0.155,0.12,0.19,0,197
2023-06-04,HIGHAUS-23JUN04-B92.5,92-94F,0.011368621225288256,0.29,0.01,0.58,0,3
2023-06-04,HIGHAUS-23JUN04-T93,Above 93F,0.04389389163876689,0.5,0.01,0.99,0,63
2023-06-05,HIGHAUS-23JUN05-T81,Below 81F,0.8134139649236867,0.495,0.01,0.99,0,15
2023-06-05,HIGHAUS-23JUN05-B81.5,81-83F,0.03038298337957157,0.32,0.07,0.57,0,1167
2023-06-05,HIGHAUS-23JUN05-B83.5,83-85F,0.02692807001393749,0.3,0.27,0.33,0,1274
2023-06-05,HIGHAUS-23JUN05-B85.5,85-87F,0.023527251256121318,0.3,0.28,0.32,0,620
2023-06-05,HIGHAUS-23JUN05-B87.5,87-89F,0.02026414585363634,0.285,0.27,0.3,1,780
2023-06-05,HIGHAUS-23JUN05-T88,Above 88F,0.09521920342929824,0.08,0.06,0.1,0,520
2023-06-06,HIGHAUS-23JUN06-B83.5,83-85F,0.026088019291477194,0.29,0.01,0.58,0,582
2023-06-06,HIGHAUS-23JUN06-B85.5,85-87F,0.022321282947039278,0.14,0.12,0.16,0,1869
2023-06-06,HIGHAUS-23JUN06-B87.5,87-89F,0.018789403988345943,0.47,0.45,0.49,1,639
2023-06-06,HIGHAUS-23JUN06-B89.5,89-91F,0.015560468148004714,0.3,0.28,0.32,0,1230
2023-06-06,HIGHAUS-23JUN06-T90,Above 90F,0.06162452502112403,0.055,0.04,0.07,0,255
2023-06-07,HIGHAUS-23JUN07-B86.5,86-88F,0.01863216378617427,0.08,0.06,0.1,0,208
2023-06-07,HIGHAUS-23JUN07-B88.5,88-90F,0.01559599330545347,0.275,0.26,0.29,1,286
2023-06-07,HIGHAUS-23JUN07-B90.5,90-92F,0.012859781238986456,0.38,0.36,0.4,0,207
2023-06-07,HIGHAUS-23JUN07-B92.5,92-94F,0.01044539608331363,0.18,0.16,0.2,0,220
2023-06-07,HIGHAUS-23JUN07-T93,Above 93F,0.039345151447643056,0.065,0.05,0.08,0,103
2023-06-08,HIGHAUS-23JUN08-B88.5,88-90F,0.019145700272935606,0.29,0.01,0.58,1,728
2023-06-08,HIGHAUS-23JUN08-T88,Below 88F,0.8855340492525727,0.045,0.01,0.09,0,3
2023-06-08,HIGHAUS-23JUN08-B90.5,90-92F,0.016677255644435562,0.305,0.03,0.58,0,135
2023-06-08,HIGHAUS-23JUN08-B92.5,92-94F,0.014366203326455662,0.425,0.27,0.58,0,339
2023-06-08,HIGHAUS-23JUN08-B94.5,94-96F,0.012238368422777035,0.29,0.01,0.58,0,469
2023-06-08,HIGHAUS-23JUN08-T95,Above 95F,0.05790382887951284,0.14,0.01,0.28,0,1
2023-06-09,HIGHAUS-23JUN09-B92.5,92-94F,0.014385627459148065,0.11,0.06,0.16,0,2
2023-06-09,HIGHAUS-23JUN09-B94.5,94-96F,0.012229401609437862,0.145,0.12,0.17,0,410
2023-06-09,HIGHAUS-23JUN09-B96.5,96-98F,0.010279136806019107,0.43,0.28,0.58,1,359
2023-06-09,HIGHAUS-23JUN09-B98.5,98-100F,0.008542463364172193,0.29,0.01,0.58,0,156
2023-06-09,HIGHAUS-23JUN09-T99,Above 99F,0.036568759764653236,0.5,0.01,0.99,0,567
2023-06-10,HIGHAUS-23JUN10-B92.5,92-94F,0.013563565144365741,0.5,0.01,0.99,0,452
2023-06-10,HIGHAUS-23JUN10-T92,Below 92F,0.9273638385375603,0.045,0.01,0.09,0,10
2023-06-10,HIGHAUS-23JUN10-B94.5,94-96F,0.01149186244890854,0.5,0.01,0.99,1,1056
2023-06-10,HIGHAUS-23JUN10-B96.5,96-98F,0.009627556331057052,0.5,0.01,0.99,0,146
2023-06-10,HIGHAUS-23JUN10-B98.5,98-100F,0.007975369342028693,0.5,0.01,0.99,0,422
2023-06-10,HIGHAUS-23JUN10-T99,Above 99F,0.03377220295756089,0.04,0.01,0.08,0,66
2023-06-11,HIGHAUS-23JUN11-B96.5,96-98F,0.011313816235439145,0.37,0.16,0.58,1,1985
2023-06-11,HIGHAUS-23JUN11-T96,Below 96F,0.9379571719592382,0.505,0.02,0.99,0,1513
2023-06-11,HIGHAUS-23JUN11-B98.5,98-100F,0.00960626470253878,0.29,0.01,0.58,0,861
2023-06-11,HIGHAUS-23JUN11-B100.5,100-102F,0.008075373361163707,0.305,0.03,0.58,0,721
2023-06-11,HIGHAUS-23JUN11-B102.5,102-104F,0.006720990844776398,0.325,0.07,0.58,0,873
2023-06-11,HIGHAUS-23JUN11-T103,Above 103F,0.02952846875179893,0.05,0.01,0.09,0,150
2023-06-12,HIGHAUS-23JUN12-B94.5,94-96F,0.012563035855950977,0.155,0.13,0.18,1,1147
2023-06-12,HIGHAUS-23JUN12-T94,Below 94F,0.929316599626475,0.54,0.08,0.99,0,311
2023-06-12,HIGHAUS-23JUN12-B96.5,96-98F,0.01073777545470056,0.265,0.25,0.28,0,897
2023-06-12,HIGHAUS-23JUN12-B98.5,98-100F,0.009086405621150484,0.325,0.31,0.34,0,1028
2023-06-12,HIGHAUS-23JUN12-B100.5,100-102F,0.007612512259890125,0.17,0.15,0.19,0,289
2023-06-12,HIGHAUS-23JUN12-T101,Above 101F,0.03431676828899588,0.06,0.04,0.08,0,280
2023-06-13,HIGHAUS-23JUN13-B95.5,95-97F,0.012660543575475414,0.35,0.12,0.58,0,481
2023-06-13,HIGHAUS-23JUN13-T95,Below 95F,0.9259499602524145,0.53,0.06,0.99,1,1672
2023-06-13,HIGHAUS-23JUN13-B97.5,97-99F,0.010902702685305021,0.315,0.05,0.58,0,462
2023-06-13,HIGHAUS-23JUN13-B99.5,99-101F,0.009301180769095474,0.31,0.04,0.58,0,488
2023-06-13,HIGHAUS-23JUN13-B101.5,101-103F,0.00786075208411352,0.32,0.06,0.58,0,13
2023-06-13,HIGHAUS-23JUN13-T102,Above 102F,0.03708529940918637,0.51,0.02,0.99,0,14
2023-06-14,HIGHAUS-23JUN14-B95.5,95-97F,0.011865993298629252,0.355,0.33,0.38,0,1026
2023-06-14,HIGHAUS-23JUN14-T95,Below 95F,0.9335012402843131,0.255,0.23,0.28,1,1185
2023-06-14,HIGHAUS-23JUN14-B97.5,97-99F,0.010125628433729772,0.235,0.22,0.25,0,731
2023-06-14,HIGHAUS-23JUN14-B99.5,99-101F,0.008556117547757092,0.12,0.1,0.14,0,272
2023-06-14,HIGHAUS-23JUN14-B101.5,101-103F,0.007159263805673444,0.495,0.01,0.99,0,182
2023-06-14,HIGHAUS-23JUN14-T102,Above 102F,0.03220750242734638,0.06,0.03,0.09,0,0
2023-06-15,HIGHAUS-23JUN15-T95,Below 95F,0.9244788234351915,0.075,0.03,0.12,0,12
2023-06-15,HIGHAUS-23JUN15-B95.5,95-97F,0.012573753075771577,0.105,0.09,0.12,0,646
2023-06-15,HIGHAUS-23JUN15-B97.5,97-99F,0.010879542386817542,0.345,0.32,0.37,1,445
2023-06-15,HIGHAUS-23JUN15-B99.5,99-101F,0.009329748354582001,0.335,0.31,0.36,0,448
2023-06-15,HIGHAUS-23JUN15-B101.5,101-103F,0.007929445732648088,0.175,0.16,0.19,0,50
2023-06-15,HIGHAUS-23JUN15-T102,Above 102F,0.03860778804591647,0.08,0.01,0.15,0,2
2023-06-16,HIGHAUS-23JUN16-T99,Below 99F,0.9434678426096609,0.14,0.11,0.17,0,1105
2023-06-16,HIGHAUS-23JUN16-B99.5,99-101F,0.009720141950830374,0.29,0.27,0.31,1,544
2023-06-16,HIGHAUS-23JUN16-B101.5,101-103F,0.00833146675129226,0.33,0.28,0.38,0,124
2023-06-16,HIGHAUS-23JUN16-B103.5,103-105F,0.007081021448044789,0.16,0.13,0.19,0,216
2023-06-16,HIGHAUS-23JUN16-B105.5,105-107F,0.0059675482616246,0.06,0.01,0.12,0,130
2023-06-17,HIGHAUS-23JUN17-T98,Below 98F,0.9368949442679657,0.68,0.66,0.7,1,971
2023-06-17,HIGHAUS-23JUN17-B98.5,98-100F,0.010729767760673248,0.26,0.24,0.28,0,240
2023-06-17,HIGHAUS-23JUN17-B100.5,100-102F,0.009227770268509516,0.085,0.04,0.13,0,46
2023-06-17,HIGHAUS-23JUN17-B102.5,102-104F,0.007867694949883264,0.015,0.01,0.03,0,5
2023-06-17,HIGHAUS-23JUN17-B104.5,104-106F,0.006650319928942716,0.015,0.01,0.03,0,0
2023-06-17,HIGHAUS-23JUN17-T105,Above 105F,0.031811339716985576,0.015,0.01,0.03,0,17
2023-06-18,HIGHAUS-23JUN18-B98.5,98-100F,0.00957986558338575,0.29,0.01,0.58,0,918
2023-06-18,HIGHAUS-23JUN18-T98,Below 98F,0.9486755851096528,0.5,0.01,0.99,0,8
2023-06-18,HIGHAUS-23JUN18-B100.5,100-102F,0.008077381508110437,0.305,0.03,0.58,0,346
2023-06-18,HIGHAUS-23JUN18-B102.5,102-104F,0.006744645585901932,0.29,0.01,0.58,1,1493
2023-06-18,HIGHAUS-23JUN18-B104.5,104-106F,0.005577313130191275,0.055,0.01,0.11,0,90
2023-06-19,HIGHAUS-23JUN19-B99.5,99-101F,0.009008186461894052,0.31,0.04,0.58,0,1044
2023-06-19,HIGHAUS-23JUN19-T99,Below 99F,0.950207786174664,0.495,0.01,0.99,0,140
2023-06-19,HIGHAUS-23JUN19-B101.5,101-103F,0.007638255702985708,0.29,0.01,0.58,1,510
2023-06-19,HIGHAUS-23JUN19-B103.5,103-105F,0.006418771568296511,0.35,0.12,0.58,0,989
2023-06-19,HIGHAUS-23JUN19-B105.5,105-107F,0.005345773434518919,0.325,0.07,0.58,0,267
2023-06-19,HIGHAUS-23JUN19-T106,Above 106F,0.02392890367861622,0.04,0.01,0.08,0,10
2023-06-20,HIGHAUS-23JUN20-T101,Below 101F,0.9465022839113241,0.13,0.11,0.15,0,534
2023-06-20,HIGHAUS-23JUN20-B101.5,101-103F,0.008889837865031391,0.24,0.16,0.32,1,495
2023-06-20,HIGHAUS-23JUN20-B103.5,103-105F,0.007659514557749714,0.3,0.2,0.4,0,633
2023-06-20,HIGHAUS-23JUN20-B105.5,105-107F,0.006548928830841905,0.185,0.11,0.26,0,1361
2023-06-20,HIGHAUS-23JUN20-B107.5,107-109F,0.00555649483225773,0.07,0.03,0.11,0,0
2023-06-20,HIGHAUS-23JUN20-T108,Above 108F,0.027504390504351273,0.04,0.01,0.08,0,0
2023-06-21,HIGHAUS-23JUN21-B96.5,96-98F,0.013159881277006624,0.105,0.09,0.12,0,22
2023-06-21,HIGHAUS-23JUN21-T96,Below 96F,0.9067293898969291,0.515,0.03,0.99,0,0
2023-06-21,HIGHAUS-23JUN21-B98.5,98-100F,0.011705449101264698,0.27,0.25,0.29,0,420
2023-06-21,HIGHAUS-23JUN21-B100.5,100-102F,0.01033955389871144,0.36,0.35,0.37,0,715
2023-06-21,HIGHAUS-23JUN21-B102.5,102-104F,0.00906970440399757,0.21,0.19,0.23,1,1052
2023-06-21,HIGHAUS-23JUN21-T103,Above 103F,0.05337836145272057,0.51,0.03,0.99,0,143
2023-06-22,HIGHAUS-23JUN22-T95,Below 95F,0.897267457028635,0.39,0.37,0.41,1,1295
2023-06-22,HIGHAUS-23JUN22-B95.5,95-97F,0.014317742869948469,0.29,0.27,0.31,0,595
2023-06-22,HIGHAUS-23JUN22-B97.5,97-99F,0.012775310689497998,0.3,0.27,0.33,0,1163
2023-06-22,HIGHAUS-23JUN22-B99.5,99-101F,0.011318089499108175,0.16,0.04,0.28,0,160
2023-06-22,HIGHAUS-23JUN22-B101.5,101-103F,0.009955876892770443,0.045,0.01,0.09,0,0
2023-06-22,HIGHAUS-23JUN22-T102,Above 102F,0.05917942120444075,0.035,0.01,0.07,0,0
2023-06-23,HIGHAUS-23JUN23-B95.5,95-97F,0.013075407992627852,0.325,0.07,0.58,1,389
2023-06-23,HIGHAUS-23JUN23-T95,Below 95F,0.9165203470078023,0.5,0.01,0.99,0,35
2023-06-23,HIGHAUS-23JUN23-B97.5,97-99F,0.011440669258741654,0.315,0.05,0.58,0,99
2023-06-23,HIGHAUS-23JUN23-B99.5,99-101F,0.009928272143317263,0.295,0.01,0.58,0,606
2023-06-24,HIGHAUS-23JUN24-B94.5,94-96F,0.014020878936161218,0.2,0.09,0.31,0,120
2023-06-24,HIGHAUS-23JUN24-T94,Below 94F,0.9065332491648105,0.175,0.04,0.31,0,0
2023-06-24,HIGHAUS-23JUN24-B96.5,96-98F,0.012367853442120769,0.275,0.25,0.3,0,694
2023-06-24,HIGHAUS-23JUN24-B98.5,98-100F,0.010823497950546823,0.35,0.33,0.37,1,331
2023-06-24,HIGHAUS-23JUN24-B100.5,100-102F,0.00939712851109098,0.215,0.2,0.23,0,553
2023-06-24,HIGHAUS-23JUN24-T101,Above 101F,0.05138529196640551,0.06,0.04,0.08,0,123
2023-06-25,HIGHAUS-23JUN25-B97.5,97-99F,0.011938133016939134,0.5,0.01,0.99,1,297
2023-06-25,HIGHAUS-23JUN25-T97,Below 97F,0.9213776119687427,0.5,0.01,0.99,0,0
2023-06-25,HIGHAUS-23JUN25-B99.5,99-101F,0.01048462811908879,0.5,0.01,0.99,0,270
