epoch,train_loss,val_loss,val_mae,lr
1,56.61029987335205,41.84206275939941,42.028804779052734,0.001
2,31.36189184188843,26.680853271484374,25.483154296875,0.001
3,24.628287410736085,24.708896827697753,23.15352439880371,0.001
4,23.432298183441162,24.22820873260498,22.49521255493164,0.001
5,22.374266815185546,23.472476196289062,21.788671493530273,0.001
6,21.050569534301758,22.449336433410643,20.919281005859375,0.001
7,19.124679279327392,20.69706802368164,19.4249267578125,0.001
8,16.225782775878905,17.836291885375978,17.004907608032227,0.001
9,12.660862255096436,13.850394248962402,13.05234146118164,0.001
10,9.326824426651001,10.266564559936523,9.780498504638672,0.001
11,6.89257652759552,7.632823085784912,7.399899005889893,0.001
12,5.719759750366211,6.705609130859375,6.699532985687256,0.001
13,5.397536730766296,6.356771183013916,6.249881744384766,0.001
14,5.216083312034607,6.251641321182251,6.155592441558838,0.001
15,4.901713037490845,6.72885684967041,6.737523078918457,0.001
16,4.591918957233429,6.165886497497558,6.035471439361572,0.001
17,4.426833629608154,6.84634838104248,6.865273952484131,0.001
18,4.429637444019318,6.802125072479248,6.796133518218994,0.001
19,4.654299235343933,6.358660697937012,6.344507694244385,0.001
20,4.258070611953736,6.2896246910095215,6.281795978546143,0.001
21,4.171447014808654,6.315870094299316,6.271472930908203,0.001
22,4.381666886806488,6.2546995162963865,6.217977523803711,0.001
23,4.074220979213715,6.216021776199341,6.118017673492432,0.0005
24,4.057892644405365,6.284255933761597,6.193539142608643,0.0005
25,4.046520018577576,6.04727840423584,5.993228435516357,0.0005
26,3.993172800540924,6.375822925567627,6.383709907531738,0.0005
27,3.9392408967018127,6.171038389205933,6.116543292999268,0.0005
28,3.944703483581543,6.09061918258667,6.029412269592285,0.0005
29,4.097040188312531,6.423134708404541,6.413898944854736,0.0005
30,3.9515405654907227,5.97502965927124,5.923289775848389,0.0005
31,3.828248381614685,6.0331097602844235,5.959370136260986,0.0005
32,3.8298983335494996,5.997021198272705,5.92624568939209,0.0005
33,3.8062632203102114,6.061407375335693,5.986155033111572,0.0005
34,3.8174468159675596,5.981221437454224,5.909287452697754,0.0005
35,3.8256784677505493,6.06852388381958,6.0222272872924805,0.0005
36,3.8002559185028075,6.052332401275635,6.001578330993652,0.0005
37,3.748222124576569,6.070107746124267,6.00846004486084,0.00025
38,3.7345224976539613,6.033254766464234,5.963954925537109,0.00025
39,3.6848404884338377,5.948369026184082,5.883889675140381,0.00025
40,3.7140803217887877,6.048354864120483,5.971266269683838,0.00025
41,3.7100526094436646,5.95766134262085,5.889723777770996,0.00025
42,3.685848593711853,5.984844207763672,5.920244216918945,0.00025
43,3.6624804496765138,5.986230850219727,5.9101338386535645,0.00025
44,3.672213840484619,5.978198909759522,5.905009746551514,0.00025
45,3.668865919113159,6.004888820648193,5.9388017654418945,0.00025
46,3.641557538509369,5.972995901107788,5.898594856262207,0.000125
47,3.631926167011261,5.967592334747314,5.892773151397705,0.000125
48,3.6497851967811585,5.997803449630737,5.922512531280518,0.000125
49,3.65730961561203,5.975086688995361,5.910357475280762,0.000125
50,3.6368595480918886,5.996249008178711,5.92515754699707,0.000125
51,3.634256660938263,5.975850296020508,5.900966644287109,0.000125
52,3.616419780254364,5.9616443634033205,5.889681339263916,6.25e-05
53,3.6052366971969603,5.958759784698486,5.886740207672119,6.25e-05
54,3.605501186847687,5.97789831161499,5.901758193969727,6.25e-05
