epoch,train_nll,val_nll,val_mae,lr
1,135.7205279648304,6.020271818978446,60.41952133178711,0.001
2,6.189269885420799,5.644103159223284,58.28329849243164,0.001
3,5.725473713874817,5.531345149448939,55.56605529785156,0.001
4,5.566622048616409,5.4525463649204795,52.265052795410156,0.001
5,5.47161865234375,5.375286538260323,48.243003845214844,0.001
6,5.386999779939652,5.295642771039691,43.54936218261719,0.001
7,5.313168469071388,5.214869213104248,38.32267379760742,0.001
8,5.232655653357506,5.140571907588414,32.80896759033203,0.001
9,5.165859457850456,5.081206812177386,27.370607376098633,0.001
10,5.111536517739296,5.042105756487165,22.42892074584961,0.001
11,5.080473139882088,5.023225103105817,19.22490119934082,0.001
12,5.064097872376442,5.01483678817749,17.999786376953125,0.001
13,5.051455655694008,5.011894280569894,17.682878494262695,0.001
14,5.04644230902195,5.010339518955775,17.55057716369629,0.001
15,5.0472310990095135,5.008729239872523,17.400253295898438,0.001
16,5.040932381153107,5.0066934585571286,17.215679168701172,0.001
17,5.0407853603363035,5.005370099203927,17.034866333007812,0.001
18,5.037362226843834,5.003181334904262,16.79548454284668,0.001
19,5.032409682869911,5.001526628221784,16.559772491455078,0.001
20,5.026458889245987,4.999361392429897,16.27159309387207,0.001
21,5.022412744164467,4.997576086861747,16.00602912902832,0.001
22,5.023219382762909,4.9966879708426335,15.70260238647461,0.001
23,5.014621406793594,4.995397526877267,15.379562377929688,0.001
24,5.009871637821197,4.994666181291852,15.037456512451172,0.001
25,5.007377082109452,4.9939712660653255,14.734601020812988,0.001
26,5.001483961939812,4.993295342581613,14.405247688293457,0.001
27,4.999301654100418,4.989145060947963,14.052423477172852,0.001
28,4.993291240930557,4.988071496146066,13.697933197021484,0.001
29,4.9892397910356525,4.9872041566031315,13.381001472473145,0.001
30,4.983628407120705,4.986842346191406,13.03630256652832,0.001
31,4.980274793505669,4.986811964852469,12.743066787719727,0.001
32,4.97657477259636,4.9869989395141605,12.50716781616211,0.001
33,4.976908928155899,4.984961686815534,12.277901649475098,0.001
34,4.9688835680484775,4.983061913081578,12.014326095581055,0.001
35,4.963210725784302,4.986126327514649,11.88447093963623,0.001
36,4.962319043278694,4.981584467206683,11.557833671569824,0.001
37,4.956007206439972,4.981962353842599,11.445062637329102,0.001
38,4.949621465802193,4.985194792066301,11.35851764678955,0.001
39,4.9426930248737335,4.988465581621442,11.26915454864502,0.001
40,4.932472905516624,4.987969793592181,11.363115310668945,0.001
41,4.921834245324135,4.982690756661551,10.959999084472656,0.001
42,4.7577772557735445,4.747291810171944,16.49509620666504,0.001
43,4.22609361410141,4.394224078314645,16.386011123657227,0.001
44,3.938686041533947,4.1698420660836355,13.824252128601074,0.001
45,3.858753611147404,4.078913927078247,12.80520248413086,0.001
46,3.785930299758911,4.275429596219744,13.177881240844727,0.001
47,3.747118902206421,3.8724535124642507,9.964997291564941,0.001
48,3.71076879799366,4.1207724911826,11.619918823242188,0.001
49,3.677897422015667,3.7813996110643657,9.348251342773438,0.001
50,3.671499451994896,3.7100931099482946,7.132317066192627,0.001
51,3.673558546602726,3.695272806712559,8.21325969696045,0.001
52,3.6555938586592673,3.7107521533966064,7.932860851287842,0.001
53,3.64998497068882,3.589905050822667,7.031294822692871,0.001
54,3.6085206001996992,3.739509425844465,7.81721830368042,0.001
55,3.6311791464686394,3.6568152155194964,7.4419355392456055,0.001
56,3.5970100343227385,3.5975718566349575,7.347445964813232,0.001
