strategy_name,n_trades,n_days,total_pnl,roi,sharpe_ratio,max_drawdown,win_rate,avg_ev
S0477_ev0.03_proportional_kf0.10_fee0.10_mp0.05_br5000,333,1095,1331.5696791424446,0.2663139358284889,3.119369006991516,177.03565337036514,0.4624624624624625,0.0655706175502909
S0478_ev0.03_proportional_kf0.10_fee0.10_mp0.05_br10000,333,1095,1331.5696791424446,0.13315696791424445,3.119369006991516,177.03565337036514,0.4624624624624625,0.0655706175502909
S0479_ev0.03_proportional_kf0.10_fee0.10_mp0.05_br25000,333,1095,1331.5696791424446,0.05326278716569778,3.119369006991516,177.03565337036514,0.4624624624624625,0.0655706175502909
S0480_ev0.03_proportional_kf0.10_fee0.10_mp0.10_br5000,333,1095,1331.5696791424446,0.2663139358284889,3.119369006991516,177.03565337036514,0.4624624624624625,0.0655706175502909
S0481_ev0.03_proportional_kf0.10_fee0.10_mp0.10_br10000,333,1095,1331.5696791424446,0.13315696791424445,3.119369006991516,177.03565337036514,0.4624624624624625,0.0655706175502909
S0482_ev0.03_proportional_kf0.10_fee0.10_mp0.10_br25000,333,1095,1331.5696791424446,0.05326278716569778,3.119369006991516,177.03565337036514,0.4624624624624625,0.0655706175502909
S0483_ev0.03_proportional_kf0.10_fee0.10_mp0.15_br5000,333,1095,1331.5696791424446,0.2663139358284889,3.119369006991516,177.03565337036514,0.4624624624624625,0.0655706175502909
S0484_ev0.03_proportional_kf0.10_fee0.10_mp0.15_br10000,333,1095,1331.5696791424446,0.13315696791424445,3.119369006991516,177.03565337036514,0.4624624624624625,0.0655706175502909
S0485_ev0.03_proportional_kf0.10_fee0.10_mp0.15_br25000,333,1095,1331.5696791424446,0.05326278716569778,3.119369006991516,177.03565337036514,0.4624624624624625,0.0655706175502909
S0450_ev0.03_fixed_kf0.10_fee0.10_mp0.05_br5000,333,1095,133.15696791424446,0.026631393582848894,3.119369006991516,17.703565337036515,0.4624624624624625,0.0655706175502909
