strategy_name,n_trades,n_days,total_pnl,roi,sharpe_ratio,max_drawdown,win_rate,avg_ev
S0297_ev0.02_fractional_kelly_kf0.20_fee0.05_mp0.05_br5000,600,1095,2256.652900220638,0.4513305800441276,2.926264493978685,205.48679466868998,0.49166666666666664,0.06472610906851266
S0300_ev0.02_fractional_kelly_kf0.20_fee0.05_mp0.10_br5000,600,1095,2256.652900220638,0.4513305800441276,2.926264493978685,205.48679466868998,0.49166666666666664,0.06472610906851266
S0303_ev0.02_fractional_kelly_kf0.20_fee0.05_mp0.15_br5000,600,1095,2256.652900220638,0.4513305800441276,2.926264493978685,205.48679466868998,0.49166666666666664,0.06472610906851266
S0243_ev0.02_proportional_kf0.10_fee0.05_mp0.05_br5000,600,1095,2245.965625380757,0.4491931250761514,2.865181978430841,216.6396132280879,0.49166666666666664,0.06472610906851266
S0246_ev0.02_proportional_kf0.10_fee0.05_mp0.10_br5000,600,1095,2245.965625380757,0.4491931250761514,2.865181978430841,216.6396132280879,0.49166666666666664,0.06472610906851266
S0249_ev0.02_proportional_kf0.10_fee0.05_mp0.15_br5000,600,1095,2245.965625380757,0.4491931250761514,2.865181978430841,216.6396132280879,0.49166666666666664,0.06472610906851266
S0351_ev0.02_capped_kelly_kf0.10_fee0.05_mp0.05_br5000,600,1095,2245.965625380757,0.4491931250761514,2.865181978430841,216.6396132280879,0.49166666666666664,0.06472610906851266
S0354_ev0.02_capped_kelly_kf0.10_fee0.05_mp0.10_br5000,600,1095,2245.965625380757,0.4491931250761514,2.865181978430841,216.6396132280879,0.49166666666666664,0.06472610906851266
S0357_ev0.02_capped_kelly_kf0.10_fee0.05_mp0.15_br5000,600,1095,2245.965625380757,0.4491931250761514,2.865181978430841,216.6396132280879,0.49166666666666664,0.06472610906851266
S0378_ev0.02_capped_kelly_kf0.20_fee0.05_mp0.05_br5000,600,1095,2245.965625380757,0.4491931250761514,2.865181978430841,216.6396132280879,0.49166666666666664,0.06472610906851266
