name,ev_threshold,sizing_method,kelly_fraction,max_position_frac,total_pnl,sharpe_ratio,n_trades,win_rate,max_drawdown_pct
S0028_ev0.05_fractional_kelly_kf0.10_fee0.07_mp0.05_br1000,0.05,fractional_kelly,0.1,0.05,42.11000000000013,1.7373061128921206,86,0.43023255813953487,-2.414255604521943
S0029_ev0.05_fractional_kelly_kf0.10_fee0.07_mp0.10_br1000,0.05,fractional_kelly,0.1,0.1,42.11000000000013,1.7373061128921206,86,0.43023255813953487,-2.414255604521943
S0030_ev0.05_fractional_kelly_kf0.20_fee0.07_mp0.05_br1000,0.05,fractional_kelly,0.2,0.05,41.590000000000146,1.7151794013054147,86,0.43023255813953487,-2.414255604521943
S0031_ev0.05_fractional_kelly_kf0.20_fee0.07_mp0.10_br1000,0.05,fractional_kelly,0.2,0.1,41.590000000000146,1.7151794013054147,86,0.43023255813953487,-2.414255604521943
S0032_ev0.05_fractional_kelly_kf0.25_fee0.07_mp0.05_br1000,0.05,fractional_kelly,0.25,0.05,41.330000000000155,1.7039990982996358,86,0.43023255813953487,-2.414255604521943
S0033_ev0.05_fractional_kelly_kf0.25_fee0.07_mp0.10_br1000,0.05,fractional_kelly,0.25,0.1,41.330000000000155,1.7039990982996358,86,0.43023255813953487,-2.414255604521943
S0034_ev0.05_capped_kelly_kf0.10_fee0.07_mp0.05_br1000,0.05,capped_kelly,0.1,0.05,41.20000000000027,1.698380469358273,86,0.43023255813953487,-2.414255604521943
S0035_ev0.05_capped_kelly_kf0.10_fee0.07_mp0.10_br1000,0.05,capped_kelly,0.1,0.1,41.20000000000027,1.698380469358273,86,0.43023255813953487,-2.414255604521943
S0036_ev0.05_capped_kelly_kf0.20_fee0.07_mp0.05_br1000,0.05,capped_kelly,0.2,0.05,41.20000000000027,1.698380469358273,86,0.43023255813953487,-2.414255604521943
S0037_ev0.05_capped_kelly_kf0.20_fee0.07_mp0.10_br1000,0.05,capped_kelly,0.2,0.1,41.20000000000027,1.698380469358273,86,0.43023255813953487,-2.414255604521943
S0038_ev0.05_capped_kelly_kf0.25_fee0.07_mp0.05_br1000,0.05,capped_kelly,0.25,0.05,41.20000000000027,1.698380469358273,86,0.43023255813953487,-2.414255604521943
S0039_ev0.05_capped_kelly_kf0.25_fee0.07_mp0.10_br1000,0.05,capped_kelly,0.25,0.1,41.20000000000027,1.698380469358273,86,0.43023255813953487,-2.414255604521943
S0040_ev0.05_proportional_kf0.10_fee0.07_mp0.05_br1000,0.05,proportional,0.1,0.05,41.20000000000027,1.698380469358273,86,0.43023255813953487,-2.414255604521943
