date,ticker,event_ticker,bucket,threshold,threshold_low,threshold_high,direction,strike_type,market_prob,actual_outcome,actual_tmax,result,settlement_value,volume,bid_price,ask_price
2025-01-04,KXHIGHNY-25JAN04-B33.5,KXHIGHNY-25JAN04,33-35F,33.0,33.0,35.0,between,between,0.99,1,33.08,yes,100,32949,0.99,1.0
2025-01-04,KXHIGHNY-25JAN04-B35.5,KXHIGHNY-25JAN04,35-37F,35.0,35.0,37.0,between,between,0.01,0,33.08,no,0,17189,0.0,0.01
2025-01-04,KXHIGHNY-25JAN04-B37.5,KXHIGHNY-25JAN04,37-39F,37.0,37.0,39.0,between,between,0.01,0,33.08,no,0,5113,0.0,0.01
2025-01-04,KXHIGHNY-25JAN04-T38,KXHIGHNY-25JAN04,Above 38F,38.0,38.0,,above,greater,0.01,0,33.08,no,0,758,0.0,0.01
2025-01-05,KXHIGHNY-25JAN05-B30.5,KXHIGHNY-25JAN05,30-32F,30.0,30.0,32.0,between,between,0.01,0,33.08,no,0,2365,0.0,0.01
2025-01-05,KXHIGHNY-25JAN05-T30,KXHIGHNY-25JAN05,Below 30F,30.0,,30.0,below,less,0.01,0,33.08,no,0,60,0.0,0.01
2025-01-05,KXHIGHNY-25JAN05-B32.5,KXHIGHNY-25JAN05,32-34F,32.0,32.0,34.0,between,between,0.99,1,33.08,yes,100,56940,0.99,1.0
2025-01-05,KXHIGHNY-25JAN05-B34.5,KXHIGHNY-25JAN05,34-36F,34.0,34.0,36.0,between,between,0.01,0,33.08,no,0,29464,0.0,0.01
2025-01-05,KXHIGHNY-25JAN05-B36.5,KXHIGHNY-25JAN05,36-38F,36.0,36.0,38.0,between,between,0.01,0,33.08,no,0,8466,0.0,0.01
2025-01-05,KXHIGHNY-25JAN05-T37,KXHIGHNY-25JAN05,Above 37F,37.0,37.0,,above,greater,0.01,0,33.08,no,0,3788,0.0,0.01
2025-01-06,KXHIGHNY-25JAN06-B28.5,KXHIGHNY-25JAN06,28-30F,28.0,28.0,30.0,between,between,0.01,0,30.2,no,0,10628,0.0,0.01
2025-01-06,KXHIGHNY-25JAN06-T28,KXHIGHNY-25JAN06,Below 28F,28.0,,28.0,below,less,0.01,0,30.2,no,0,62,0.0,0.01
2025-01-06,KXHIGHNY-25JAN06-B30.5,KXHIGHNY-25JAN06,30-32F,30.0,30.0,32.0,between,between,0.99,1,30.2,yes,100,28785,0.99,1.0
2025-01-06,KXHIGHNY-25JAN06-B32.5,KXHIGHNY-25JAN06,32-34F,32.0,32.0,34.0,between,between,0.01,0,30.2,no,0,13008,0.0,0.01
2025-01-06,KXHIGHNY-25JAN06-B34.5,KXHIGHNY-25JAN06,34-36F,34.0,34.0,36.0,between,between,0.01,0,30.2,no,0,4068,0.0,0.01
2025-01-06,KXHIGHNY-25JAN06-T35,KXHIGHNY-25JAN06,Above 35F,35.0,35.0,,above,greater,0.02,0,30.2,no,0,1466,0.0,0.01
2025-01-07,KXHIGHNY-25JAN07-B26.5,KXHIGHNY-25JAN07,26-28F,26.0,26.0,28.0,between,between,0.01,0,33.08,no,0,5300,0.0,0.01
2025-01-07,KXHIGHNY-25JAN07-T26,KXHIGHNY-25JAN07,Below 26F,26.0,,26.0,below,less,0.02,0,33.08,no,0,96,0.0,0.01
2025-01-07,KXHIGHNY-25JAN07-B28.5,KXHIGHNY-25JAN07,28-30F,28.0,28.0,30.0,between,between,0.01,0,33.08,no,0,28035,0.0,0.01
2025-01-07,KXHIGHNY-25JAN07-B30.5,KXHIGHNY-25JAN07,30-32F,30.0,30.0,32.0,between,between,0.01,0,33.08,no,0,20347,0.0,0.01
2025-01-07,KXHIGHNY-25JAN07-B32.5,KXHIGHNY-25JAN07,32-34F,32.0,32.0,34.0,between,between,0.99,1,33.08,yes,100,31861,0.99,1.0
2025-01-07,KXHIGHNY-25JAN07-T33,KXHIGHNY-25JAN07,Above 33F,33.0,33.0,,above,greater,0.01,0,33.08,no,0,28335,0.0,0.01
2025-01-08,KXHIGHNY-25JAN08-T23,KXHIGHNY-25JAN08,Below 23F,23.0,,23.0,below,less,0.01,0,30.2,no,0,50,0.0,0.01
2025-01-08,KXHIGHNY-25JAN08-B23.5,KXHIGHNY-25JAN08,23-25F,23.0,23.0,25.0,between,between,0.03,0,30.2,no,0,1290,0.0,0.01
2025-01-08,KXHIGHNY-25JAN08-B25.5,KXHIGHNY-25JAN08,25-27F,25.0,25.0,27.0,between,between,0.01,0,30.2,no,0,24170,0.0,0.01
2025-01-08,KXHIGHNY-25JAN08-B27.5,KXHIGHNY-25JAN08,27-29F,27.0,27.0,29.0,between,between,0.01,0,30.2,no,0,27642,0.0,0.01
2025-01-08,KXHIGHNY-25JAN08-B29.5,KXHIGHNY-25JAN08,29-31F,29.0,29.0,31.0,between,between,0.99,1,30.2,yes,100,23686,0.99,1.0
2025-01-08,KXHIGHNY-25JAN08-T30,KXHIGHNY-25JAN08,Above 30F,30.0,30.0,,above,greater,0.01,0,30.2,no,0,11382,0.0,0.01
2025-01-09,KXHIGHNY-25JAN09-T26,KXHIGHNY-25JAN09,Below 26F,26.0,,26.0,below,less,0.04,0,33.08,no,0,1,0.0,0.01
2025-01-09,KXHIGHNY-25JAN09-B26.5,KXHIGHNY-25JAN09,26-28F,26.0,26.0,28.0,between,between,0.0,0,33.08,no,0,0,0.0,0.01
2025-01-09,KXHIGHNY-25JAN09-B28.5,KXHIGHNY-25JAN09,28-30F,28.0,28.0,30.0,between,between,0.01,0,33.08,no,0,8863,0.0,0.01
2025-01-09,KXHIGHNY-25JAN09-B30.5,KXHIGHNY-25JAN09,30-32F,30.0,30.0,32.0,between,between,0.01,0,33.08,no,0,27321,0.0,0.01
2025-01-09,KXHIGHNY-25JAN09-B32.5,KXHIGHNY-25JAN09,32-34F,32.0,32.0,34.0,between,between,0.99,1,33.08,yes,100,20502,0.99,1.0
