date,ticker,event_ticker,threshold,threshold_low,threshold_high,direction,strike_type,market_prob,actual_outcome,actual_tmax,result,settlement_value,volume,bid_price,ask_price
2023-08-18,HIGHNY-23AUG18-B84.5,HIGHNY-23AUG18,84.0,84.0,86.0,between,between,0.03,0,80.06,no,0,489,0.0,0.03
2023-08-18,HIGHNY-23AUG18-B86.5,HIGHNY-23AUG18,86.0,86.0,88.0,between,between,0.03,0,80.06,no,0,113,0.0,0.75
2023-08-18,HIGHNY-23AUG18-T87,HIGHNY-23AUG18,87.0,87.0,,above,greater,0.0,0,80.06,no,0,0,0.0,0.95
2023-08-19,HIGHNY-23AUG19-B76.5,HIGHNY-23AUG19,76.0,76.0,78.0,between,between,0.0,0,78.08,no,0,0,0.0,0.01
2023-08-19,HIGHNY-23AUG19-T76,HIGHNY-23AUG19,76.0,,76.0,below,less,0.0,0,78.08,no,0,0,0.0,0.01
2023-08-19,HIGHNY-23AUG19-B78.5,HIGHNY-23AUG19,78.0,78.0,80.0,between,between,0.95,1,78.08,yes,100,767,0.97,1.0
2023-08-19,HIGHNY-23AUG19-B80.5,HIGHNY-23AUG19,80.0,80.0,82.0,between,between,0.28,0,78.08,no,0,530,0.0,0.03
2023-08-19,HIGHNY-23AUG19-B82.5,HIGHNY-23AUG19,82.0,82.0,84.0,between,between,0.03,0,78.08,no,0,309,0.0,0.03
2023-08-19,HIGHNY-23AUG19-T83,HIGHNY-23AUG19,83.0,83.0,,above,greater,0.0,0,78.08,no,0,0,0.0,0.03
2023-08-20,HIGHNY-23AUG20-B82.5,HIGHNY-23AUG20,82.0,82.0,84.0,between,between,0.01,0,84.91999999999999,no,0,15,0.0,0.03
2023-08-20,HIGHNY-23AUG20-T82,HIGHNY-23AUG20,82.0,,82.0,below,less,0.0,0,84.91999999999999,no,0,0,0.0,0.03
2023-08-20,HIGHNY-23AUG20-B84.5,HIGHNY-23AUG20,84.0,84.0,86.0,between,between,0.21,1,84.91999999999999,yes,100,402,0.01,1.0
2023-08-20,HIGHNY-23AUG20-B86.5,HIGHNY-23AUG20,86.0,86.0,88.0,between,between,0.54,0,84.91999999999999,no,0,288,0.0,0.99
2023-08-20,HIGHNY-23AUG20-B88.5,HIGHNY-23AUG20,88.0,88.0,90.0,between,between,0.18,0,84.91999999999999,no,0,87,0.0,1.0
2023-08-20,HIGHNY-23AUG20-T89,HIGHNY-23AUG20,89.0,89.0,,above,greater,0.07,0,84.91999999999999,no,0,91,0.0,1.0
2023-08-21,HIGHNY-23AUG21-T85,HIGHNY-23AUG21,85.0,,85.0,below,less,0.0,0,87.98,no,0,0,0.0,0.01
2023-08-21,HIGHNY-23AUG21-B85.5,HIGHNY-23AUG21,85.0,85.0,87.0,between,between,0.0,0,87.98,no,0,0,0.0,0.01
2023-08-21,HIGHNY-23AUG21-B87.5,HIGHNY-23AUG21,87.0,87.0,89.0,between,between,0.95,1,87.98,yes,100,845,0.91,1.0
2023-08-21,HIGHNY-23AUG21-B89.5,HIGHNY-23AUG21,89.0,89.0,91.0,between,between,0.53,0,87.98,no,0,221,0.0,0.09
2023-08-21,HIGHNY-23AUG21-B91.5,HIGHNY-23AUG21,91.0,91.0,93.0,between,between,0.15,0,87.98,no,0,250,0.0,0.03
2023-08-21,HIGHNY-23AUG21-T92,HIGHNY-23AUG21,92.0,92.0,,above,greater,0.09,0,87.98,no,0,1,0.0,0.03
2023-08-22,HIGHNY-23AUG22-B74.5,HIGHNY-23AUG22,74.0,74.0,76.0,between,between,0.0,0,78.98,no,0,0,0.0,0.01
2023-08-22,HIGHNY-23AUG22-T74,HIGHNY-23AUG22,74.0,,74.0,below,less,0.05,0,78.98,no,0,1,0.0,0.01
2023-08-22,HIGHNY-23AUG22-B76.5,HIGHNY-23AUG22,76.0,76.0,78.0,between,between,0.01,0,78.98,no,0,1336,0.0,0.01
2023-08-22,HIGHNY-23AUG22-B78.5,HIGHNY-23AUG22,78.0,78.0,80.0,between,between,0.95,1,78.98,yes,100,349,0.99,1.0
2023-08-22,HIGHNY-23AUG22-B80.5,HIGHNY-23AUG22,80.0,80.0,82.0,between,between,0.2,0,78.98,no,0,7,0.0,0.93
2023-08-22,HIGHNY-23AUG22-T81,HIGHNY-23AUG22,81.0,81.0,,above,greater,0.04,0,78.98,no,0,500,0.0,0.02
2023-08-23,HIGHNY-23AUG23-B73.5,HIGHNY-23AUG23,73.0,73.0,75.0,between,between,0.0,0,80.06,no,0,0,0.0,0.01
2023-08-23,HIGHNY-23AUG23-T73,HIGHNY-23AUG23,73.0,,73.0,below,less,0.0,0,80.06,no,0,0,0.0,0.01
2023-08-23,HIGHNY-23AUG23-B75.5,HIGHNY-23AUG23,75.0,75.0,77.0,between,between,0.03,0,80.06,no,0,660,0.0,0.01
2023-08-23,HIGHNY-23AUG23-B77.5,HIGHNY-23AUG23,77.0,77.0,79.0,between,between,0.01,0,80.06,no,0,192,0.0,0.01
2023-08-23,HIGHNY-23AUG23-B79.5,HIGHNY-23AUG23,79.0,79.0,81.0,between,between,0.83,1,80.06,yes,100,167,0.9,1.0
2023-08-23,HIGHNY-23AUG23-T80,HIGHNY-23AUG23,80.0,80.0,,above,greater,0.21,0,80.06,no,0,509,0.0,0.1
2023-08-24,HIGHNY-23AUG24-T72,HIGHNY-23AUG24,72.0,,72.0,below,less,0.05,0,73.04,no,0,460,0.0,0.01
2023-08-24,HIGHNY-23AUG24-B72.5,HIGHNY-23AUG24,72.0,72.0,74.0,between,between,0.99,1,73.04,yes,100,241,0.5,1.0
2023-08-24,HIGHNY-23AUG24-B74.5,HIGHNY-23AUG24,74.0,74.0,76.0,between,between,0.49,0,73.04,no,0,172,0.0,0.13
2023-08-24,HIGHNY-23AUG24-B76.5,HIGHNY-23AUG24,76.0,76.0,78.0,between,between,0.23,0,73.04,no,0,7,0.0,0.01
2023-08-24,HIGHNY-23AUG24-B78.5,HIGHNY-23AUG24,78.0,78.0,80.0,between,between,0.0,0,73.04,no,0,0,0.0,0.01
2023-08-24,HIGHNY-23AUG24-T79,HIGHNY-23AUG24,79.0,79.0,,above,greater,0.0,0,73.04,no,0,0,0.0,0.01
2023-08-25,HIGHNY-23AUG25-B73.5,HIGHNY-23AUG25,73.0,73.0,75.0,between,between,0.01,0,78.08,no,0,743,0.0,0.01
2023-08-25,HIGHNY-23AUG25-T73,HIGHNY-23AUG25,73.0,,73.0,below,less,0.01,0,78.08,no,0,10,0.0,0.01
2023-08-25,HIGHNY-23AUG25-B75.5,HIGHNY-23AUG25,75.0,75.0,77.0,between,between,0.24,0,78.08,no,0,117,0.0,0.01
2023-08-25,HIGHNY-23AUG25-B77.5,HIGHNY-23AUG25,77.0,77.0,79.0,between,between,0.98,1,78.08,yes,100,209,0.55,1.0
2023-08-25,HIGHNY-23AUG25-B79.5,HIGHNY-23AUG25,79.0,79.0,81.0,between,between,0.73,0,78.08,no,0,737,0.0,0.47
2023-08-25,HIGHNY-23AUG25-T80,HIGHNY-23AUG25,80.0,80.0,,above,greater,0.03,0,78.08,no,0,247,0.0,0.04
2023-08-26,HIGHNY-23AUG26-B81.5,HIGHNY-23AUG26,81.0,81.0,83.0,between,between,0.01,0,84.02,no,0,1711,0.0,0.01
2023-08-26,HIGHNY-23AUG26-T81,HIGHNY-23AUG26,81.0,,81.0,below,less,0.03,0,84.02,no,0,231,0.0,0.01
2023-08-26,HIGHNY-23AUG26-B83.5,HIGHNY-23AUG26,83.0,83.0,85.0,between,between,0.5,1,84.02,yes,100,178,0.61,1.0
2023-08-26,HIGHNY-23AUG26-B85.5,HIGHNY-23AUG26,85.0,85.0,87.0,between,between,0.58,0,84.02,no,0,440,0.0,0.57
2023-08-26,HIGHNY-23AUG26-B87.5,HIGHNY-23AUG26,87.0,87.0,89.0,between,between,0.01,0,84.02,no,0,873,0.0,0.01
2023-08-26,HIGHNY-23AUG26-T88,HIGHNY-23AUG26,88.0,88.0,,above,greater,0.01,0,84.02,no,0,3,0.0,0.01
2023-08-27,HIGHNY-23AUG27-B76.5,HIGHNY-23AUG27,76.0,76.0,78.0,between,between,0.0,0,84.02,no,0,0,0.0,0.01
2023-08-27,HIGHNY-23AUG27-T76,HIGHNY-23AUG27,76.0,,76.0,below,less,0.0,0,84.02,no,0,0,0.0,0.01
2023-08-27,HIGHNY-23AUG27-B78.5,HIGHNY-23AUG27,78.0,78.0,80.0,between,between,0.0,0,84.02,no,0,0,0.0,0.01
2023-08-27,HIGHNY-23AUG27-B80.5,HIGHNY-23AUG27,80.0,80.0,82.0,between,between,0.3,0,84.02,no,0,323,0.0,0.01
2023-08-27,HIGHNY-23AUG27-B82.5,HIGHNY-23AUG27,82.0,82.0,84.0,between,between,0.83,0,84.02,no,0,404,0.0,0.01
2023-08-27,HIGHNY-23AUG27-T83,HIGHNY-23AUG27,83.0,83.0,,above,greater,0.98,1,84.02,yes,100,213,0.99,1.0
2023-08-28,HIGHNY-23AUG28-B73.5,HIGHNY-23AUG28,73.0,73.0,75.0,between,between,0.14,0,75.92,no,0,52,0.0,0.01
2023-08-28,HIGHNY-23AUG28-T73,HIGHNY-23AUG28,73.0,,73.0,below,less,0.01,0,75.92,no,0,30,0.0,0.01
2023-08-28,HIGHNY-23AUG28-B75.5,HIGHNY-23AUG28,75.0,75.0,77.0,between,between,0.99,1,75.92,yes,100,420,0.26,0.99
2023-08-28,HIGHNY-23AUG28-B77.5,HIGHNY-23AUG28,77.0,77.0,79.0,between,between,0.15,0,75.92,no,0,769,0.0,0.99
2023-08-28,HIGHNY-23AUG28-B79.5,HIGHNY-23AUG28,79.0,79.0,81.0,between,between,0.03,0,75.92,no,0,689,0.0,0.03
2023-08-28,HIGHNY-23AUG28-T80,HIGHNY-23AUG28,80.0,80.0,,above,greater,0.01,0,75.92,no,0,41,0.0,0.01
2023-08-29,HIGHNY-23AUG29-B73.5,HIGHNY-23AUG29,73.0,73.0,75.0,between,between,0.1,0,80.06,no,0,105,0.0,0.01
2023-08-29,HIGHNY-23AUG29-T73,HIGHNY-23AUG29,73.0,,73.0,below,less,0.01,0,80.06,no,0,525,0.0,0.01
2023-08-29,HIGHNY-23AUG29-B75.5,HIGHNY-23AUG29,75.0,75.0,77.0,between,between,0.08,0,80.06,no,0,1219,0.0,0.01
2023-08-29,HIGHNY-23AUG29-B77.5,HIGHNY-23AUG29,77.0,77.0,79.0,between,between,0.32,0,80.06,no,0,585,0.0,0.01
2023-08-29,HIGHNY-23AUG29-B79.5,HIGHNY-23AUG29,79.0,79.0,81.0,between,between,0.49,1,80.06,yes,100,394,0.51,1.0
2023-08-29,HIGHNY-23AUG29-T80,HIGHNY-23AUG29,80.0,80.0,,above,greater,0.01,0,80.06,no,0,1025,0.0,0.98
2023-08-30,HIGHNY-23AUG30-B79.5,HIGHNY-23AUG30,79.0,79.0,81.0,between,between,0.03,0,82.94,no,0,127,0.0,0.01
2023-08-30,HIGHNY-23AUG30-T79,HIGHNY-23AUG30,79.0,,79.0,below,less,0.02,0,82.94,no,0,10,0.0,0.01
2023-08-30,HIGHNY-23AUG30-B81.5,HIGHNY-23AUG30,81.0,81.0,83.0,between,between,0.39,0,82.94,no,0,23,0.0,0.01
2023-08-30,HIGHNY-23AUG30-B83.5,HIGHNY-23AUG30,83.0,83.0,85.0,between,between,0.76,1,82.94,yes,100,211,0.48,0.96
2023-08-30,HIGHNY-23AUG30-B85.5,HIGHNY-23AUG30,85.0,85.0,87.0,between,between,0.39,0,82.94,no,0,300,0.0,1.0
2023-08-30,HIGHNY-23AUG30-T86,HIGHNY-23AUG30,86.0,86.0,,above,greater,0.06,0,82.94,no,0,239,0.0,0.06
2023-08-31,HIGHNY-23AUG31-B73.5,HIGHNY-23AUG31,73.0,73.0,75.0,between,between,0.01,0,77.0,no,0,391,0.0,0.01
2023-08-31,HIGHNY-23AUG31-T73,HIGHNY-23AUG31,73.0,,73.0,below,less,0.01,0,77.0,no,0,20,0.0,0.01
2023-08-31,HIGHNY-23AUG31-B75.5,HIGHNY-23AUG31,75.0,75.0,77.0,between,between,0.56,0,77.0,no,0,77,0.0,0.01
2023-08-31,HIGHNY-23AUG31-B77.5,HIGHNY-23AUG31,77.0,77.0,79.0,between,between,0.51,1,77.0,yes,100,827,0.96,1.0
2023-08-31,HIGHNY-23AUG31-B79.5,HIGHNY-23AUG31,79.0,79.0,81.0,between,between,0.01,0,77.0,no,0,355,0.0,0.01
2023-08-31,HIGHNY-23AUG31-T80,HIGHNY-23AUG31,80.0,80.0,,above,greater,0.07,0,77.0,no,0,10,0.0,0.01
2023-09-01,HIGHNY-23SEP01-B73.5,HIGHNY-23SEP01,73.0,73.0,75.0,between,between,0.15,0,75.92,no,0,220,0.0,0.01
2023-09-01,HIGHNY-23SEP01-T73,HIGHNY-23SEP01,73.0,,73.0,below,less,0.03,0,75.92,no,0,10,0.0,0.01
2023-09-01,HIGHNY-23SEP01-B75.5,HIGHNY-23SEP01,75.0,75.0,77.0,between,between,0.5,1,75.92,yes,100,383,0.51,1.0
2023-09-01,HIGHNY-23SEP01-B77.5,HIGHNY-23SEP01,77.0,77.0,79.0,between,between,0.99,0,75.92,no,0,584,0.0,0.49
2023-09-01,HIGHNY-23SEP01-B79.5,HIGHNY-23SEP01,79.0,79.0,81.0,between,between,0.03,0,75.92,no,0,358,0.0,0.03
2023-09-01,HIGHNY-23SEP01-T80,HIGHNY-23SEP01,80.0,80.0,,above,greater,0.03,0,75.92,no,0,10,0.0,0.03
2023-09-02,HIGHNY-23SEP02-T76,HIGHNY-23SEP02,76.0,,76.0,below,less,0.0,0,78.98,no,0,0,0.0,0.01
2023-09-02,HIGHNY-23SEP02-B76.5,HIGHNY-23SEP02,76.0,76.0,78.0,between,between,0.1,0,78.98,no,0,2,0.0,0.01
2023-09-02,HIGHNY-23SEP02-B78.5,HIGHNY-23SEP02,78.0,78.0,80.0,between,between,0.99,1,78.98,yes,100,284,0.97,1.0
2023-09-02,HIGHNY-23SEP02-B80.5,HIGHNY-23SEP02,80.0,80.0,82.0,between,between,0.51,0,78.98,no,0,166,0.0,0.01
2023-09-02,HIGHNY-23SEP02-B82.5,HIGHNY-23SEP02,82.0,82.0,84.0,between,between,0.09,0,78.98,no,0,261,0.0,0.01
2023-09-02,HIGHNY-23SEP02-T83,HIGHNY-23SEP02,83.0,83.0,,above,greater,0.02,0,78.98,no,0,14,0.0,0.01
2023-09-03,HIGHNY-23SEP03-T85,HIGHNY-23SEP03,85.0,,85.0,below,less,0.0,0,87.98,no,0,0,0.0,0.01
2023-09-03,HIGHNY-23SEP03-B85.5,HIGHNY-23SEP03,85.0,85.0,87.0,between,between,0.0,0,87.98,no,0,0,0.0,0.01
2023-09-03,HIGHNY-23SEP03-B87.5,HIGHNY-23SEP03,87.0,87.0,89.0,between,between,0.38,1,87.98,yes,100,132,0.97,1.0
2023-09-03,HIGHNY-23SEP03-B89.5,HIGHNY-23SEP03,89.0,89.0,91.0,between,between,0.5,0,87.98,no,0,240,0.0,0.03
2023-09-03,HIGHNY-23SEP03-B91.5,HIGHNY-23SEP03,91.0,91.0,93.0,between,between,0.49,0,87.98,no,0,655,0.0,0.98
2023-09-03,HIGHNY-23SEP03-T92,HIGHNY-23SEP03,92.0,92.0,,above,greater,0.07,0,87.98,no,0,128,0.0,0.44
2023-09-04,HIGHNY-23SEP04-B88.5,HIGHNY-23SEP04,88.0,88.0,90.0,between,between,0.48,1,89.0,yes,100,1269,0.99,1.0
2023-09-04,HIGHNY-23SEP04-T88,HIGHNY-23SEP04,88.0,,88.0,below,less,0.09,0,89.0,no,0,29,0.0,0.01
2023-09-04,HIGHNY-23SEP04-B90.5,HIGHNY-23SEP04,90.0,90.0,92.0,between,between,0.4,0,89.0,no,0,622,0.0,0.02
2023-09-04,HIGHNY-23SEP04-B92.5,HIGHNY-23SEP04,92.0,92.0,94.0,between,between,0.12,0,89.0,no,0,1048,0.0,0.02
2023-09-04,HIGHNY-23SEP04-B94.5,HIGHNY-23SEP04,94.0,94.0,96.0,between,between,0.01,0,89.0,no,0,572,0.0,0.01
2023-09-04,HIGHNY-23SEP04-T95,HIGHNY-23SEP04,95.0,95.0,,above,greater,0.01,0,89.0,no,0,1,0.0,0.01
2023-09-05,HIGHNY-23SEP05-B87.5,HIGHNY-23SEP05,87.0,87.0,89.0,between,between,0.03,0,91.94,no,0,4,0.0,0.01
2023-09-05,HIGHNY-23SEP05-T87,HIGHNY-23SEP05,87.0,,87.0,below,less,0.01,0,91.94,no,0,10,0.0,0.01
2023-09-05,HIGHNY-23SEP05-B89.5,HIGHNY-23SEP05,89.0,89.0,91.0,between,between,0.01,0,91.94,no,0,929,0.0,0.01
2023-09-05,HIGHNY-23SEP05-B91.5,HIGHNY-23SEP05,91.0,91.0,93.0,between,between,0.69,1,91.94,yes,100,431,0.69,1.0
2023-09-05,HIGHNY-23SEP05-B93.5,HIGHNY-23SEP05,93.0,93.0,95.0,between,between,0.03,0,91.94,no,0,1442,0.0,0.1
2023-09-05,HIGHNY-23SEP05-T94,HIGHNY-23SEP05,94.0,94.0,,above,greater,0.01,0,91.94,no,0,928,0.0,0.12
2023-09-06,HIGHNY-23SEP06-B88.5,HIGHNY-23SEP06,88.0,88.0,90.0,between,between,0.0,0,93.02,no,0,0,0.0,0.01
2023-09-06,HIGHNY-23SEP06-T88,HIGHNY-23SEP06,88.0,,88.0,below,less,0.01,0,93.02,no,0,10,0.0,0.01
2023-09-06,HIGHNY-23SEP06-B90.5,HIGHNY-23SEP06,90.0,90.0,92.0,between,between,0.01,0,93.02,no,0,1081,0.0,0.01
2023-09-06,HIGHNY-23SEP06-B92.5,HIGHNY-23SEP06,92.0,92.0,94.0,between,between,0.96,1,93.02,yes,100,287,0.97,1.0
2023-09-06,HIGHNY-23SEP06-B94.5,HIGHNY-23SEP06,94.0,94.0,96.0,between,between,0.03,0,93.02,no,0,683,0.0,0.05
2023-09-06,HIGHNY-23SEP06-T95,HIGHNY-23SEP06,95.0,95.0,,above,greater,0.01,0,93.02,no,0,911,0.0,0.99
2023-09-07,HIGHNY-23SEP07-B88.5,HIGHNY-23SEP07,88.0,88.0,90.0,between,between,0.0,0,93.02,no,0,0,0.0,0.01
2023-09-07,HIGHNY-23SEP07-T88,HIGHNY-23SEP07,88.0,,88.0,below,less,0.0,0,93.02,no,0,0,0.0,0.01
2023-09-07,HIGHNY-23SEP07-B90.5,HIGHNY-23SEP07,90.0,90.0,92.0,between,between,0.01,0,93.02,no,0,1270,0.0,0.01
2023-09-07,HIGHNY-23SEP07-B92.5,HIGHNY-23SEP07,92.0,92.0,94.0,between,between,0.65,1,93.02,yes,100,592,0.97,1.0
2023-09-07,HIGHNY-23SEP07-B94.5,HIGHNY-23SEP07,94.0,94.0,96.0,between,between,0.1,0,93.02,no,0,710,0.0,0.03
2023-09-07,HIGHNY-23SEP07-T95,HIGHNY-23SEP07,95.0,95.0,,above,greater,0.01,0,93.02,no,0,2842,0.0,0.03
2023-09-08,HIGHNY-23SEP08-B83.5,HIGHNY-23SEP08,83.0,83.0,85.0,between,between,0.06,0,89.96000000000001,no,0,5,0.0,0.01
2023-09-08,HIGHNY-23SEP08-T83,HIGHNY-23SEP08,83.0,,83.0,below,less,0.0,0,89.96000000000001,no,0,0,0.0,0.01
2023-09-08,HIGHNY-23SEP08-B85.5,HIGHNY-23SEP08,85.0,85.0,87.0,between,between,0.01,0,89.96000000000001,no,0,4122,0.0,0.01
2023-09-08,HIGHNY-23SEP08-B87.5,HIGHNY-23SEP08,87.0,87.0,89.0,between,between,0.03,0,89.96000000000001,no,0,4961,0.0,0.01
2023-09-08,HIGHNY-23SEP08-B89.5,HIGHNY-23SEP08,89.0,89.0,91.0,between,between,0.58,1,89.96000000000001,yes,100,575,0.7,1.0
2023-09-08,HIGHNY-23SEP08-T90,HIGHNY-23SEP08,90.0,90.0,,above,greater,0.15,0,89.96000000000001,no,0,585,0.0,0.99
2023-09-09,HIGHNY-23SEP09-T80,HIGHNY-23SEP09,80.0,,80.0,below,less,0.01,0,84.02,no,0,86,0.0,0.01
2023-09-09,HIGHNY-23SEP09-B80.5,HIGHNY-23SEP09,80.0,80.0,82.0,between,between,0.01,0,84.02,no,0,179,0.0,0.01
2023-09-09,HIGHNY-23SEP09-B82.5,HIGHNY-23SEP09,82.0,82.0,84.0,between,between,0.37,0,84.02,no,0,296,0.0,0.01
2023-09-09,HIGHNY-23SEP09-B84.5,HIGHNY-23SEP09,84.0,84.0,86.0,between,between,0.68,1,84.02,yes,100,318,0.75,0.99
2023-09-09,HIGHNY-23SEP09-B86.5,HIGHNY-23SEP09,86.0,86.0,88.0,between,between,0.31,0,84.02,no,0,86,0.0,0.99
2023-09-09,HIGHNY-23SEP09-T87,HIGHNY-23SEP09,87.0,87.0,,above,greater,0.01,0,84.02,no,0,87,0.0,0.99
2023-09-10,HIGHNY-23SEP10-B77.5,HIGHNY-23SEP10,77.0,77.0,79.0,between,between,0.21,1,77.0,yes,100,539,0.55,1.0
2023-09-10,HIGHNY-23SEP10-T77,HIGHNY-23SEP10,77.0,,77.0,below,less,0.14,0,77.0,no,0,182,0.0,0.02
2023-09-10,HIGHNY-23SEP10-B79.5,HIGHNY-23SEP10,79.0,79.0,81.0,between,between,0.33,0,77.0,no,0,173,0.0,0.58
2023-09-10,HIGHNY-23SEP10-B81.5,HIGHNY-23SEP10,81.0,81.0,83.0,between,between,0.03,0,77.0,no,0,397,0.0,0.01
2023-09-10,HIGHNY-23SEP10-B83.5,HIGHNY-23SEP10,83.0,83.0,85.0,between,between,0.01,0,77.0,no,0,285,0.0,0.03
2023-09-10,HIGHNY-23SEP10-T84,HIGHNY-23SEP10,84.0,84.0,,above,greater,0.01,0,77.0,no,0,10,0.0,0.03
2023-09-11,HIGHNY-23SEP11-B77.5,HIGHNY-23SEP11,77.0,77.0,79.0,between,between,0.01,0,82.04,no,0,227,0.0,0.01
2023-09-11,HIGHNY-23SEP11-T77,HIGHNY-23SEP11,77.0,,77.0,below,less,0.0,0,82.04,no,0,0,0.0,0.01
2023-09-11,HIGHNY-23SEP11-B79.5,HIGHNY-23SEP11,79.0,79.0,81.0,between,between,0.01,0,82.04,no,0,2491,0.0,0.01
2023-09-11,HIGHNY-23SEP11-B81.5,HIGHNY-23SEP11,81.0,81.0,83.0,between,between,0.99,1,82.04,yes,100,359,0.99,1.0
2023-09-11,HIGHNY-23SEP11-B83.5,HIGHNY-23SEP11,83.0,83.0,85.0,between,between,0.02,0,82.04,no,0,355,0.0,0.02
2023-09-11,HIGHNY-23SEP11-T84,HIGHNY-23SEP11,84.0,84.0,,above,greater,0.08,0,82.04,no,0,4,0.0,0.01
2023-09-12,HIGHNY-23SEP12-T78,HIGHNY-23SEP12,78.0,,78.0,below,less,0.01,0,82.04,no,0,10,0.0,0.01
2023-09-12,HIGHNY-23SEP12-B78.5,HIGHNY-23SEP12,78.0,78.0,80.0,between,between,0.01,0,82.04,no,0,1248,0.0,0.01
2023-09-12,HIGHNY-23SEP12-B80.5,HIGHNY-23SEP12,80.0,80.0,82.0,between,between,0.21,0,82.04,no,0,1270,0.0,0.01
2023-09-12,HIGHNY-23SEP12-B82.5,HIGHNY-23SEP12,82.0,82.0,84.0,between,between,0.97,1,82.04,yes,100,442,0.97,1.0
2023-09-12,HIGHNY-23SEP12-B84.5,HIGHNY-23SEP12,84.0,84.0,86.0,between,between,0.01,0,82.04,no,0,1959,0.0,0.03
2023-09-12,HIGHNY-23SEP12-T85,HIGHNY-23SEP12,85.0,85.0,,above,greater,0.0,0,82.04,no,0,0,0.0,0.01
2023-09-13,HIGHNY-23SEP13-B70.5,HIGHNY-23SEP13,70.0,70.0,72.0,between,between,0.08,0,78.98,no,0,250,0.0,0.01
2023-09-13,HIGHNY-23SEP13-T70,HIGHNY-23SEP13,70.0,,70.0,below,less,0.0,0,78.98,no,0,0,0.0,0.01
2023-09-13,HIGHNY-23SEP13-B72.5,HIGHNY-23SEP13,72.0,72.0,74.0,between,between,0.01,0,78.98,no,0,366,0.0,0.01
2023-09-13,HIGHNY-23SEP13-B74.5,HIGHNY-23SEP13,74.0,74.0,76.0,between,between,0.12,0,78.98,no,0,516,0.0,0.01
2023-09-13,HIGHNY-23SEP13-B76.5,HIGHNY-23SEP13,76.0,76.0,78.0,between,between,0.01,0,78.98,no,0,1943,0.0,0.01
2023-09-13,HIGHNY-23SEP13-T77,HIGHNY-23SEP13,77.0,77.0,,above,greater,0.95,1,78.98,yes,100,967,0.99,1.0
2023-09-14,HIGHNY-23SEP14-B70.5,HIGHNY-23SEP14,70.0,70.0,72.0,between,between,0.0,0,77.0,no,0,0,0.0,0.01
2023-09-14,HIGHNY-23SEP14-T70,HIGHNY-23SEP14,70.0,,70.0,below,less,0.0,0,77.0,no,0,0,0.0,0.01
2023-09-14,HIGHNY-23SEP14-B72.5,HIGHNY-23SEP14,72.0,72.0,74.0,between,between,0.01,0,77.0,no,0,646,0.0,0.01
2023-09-14,HIGHNY-23SEP14-B74.5,HIGHNY-23SEP14,74.0,74.0,76.0,between,between,0.01,0,77.0,no,0,485,0.0,0.01
2023-09-14,HIGHNY-23SEP14-B76.5,HIGHNY-23SEP14,76.0,76.0,78.0,between,between,0.99,1,77.0,yes,100,676,0.97,1.0
2023-09-14,HIGHNY-23SEP14-T77,HIGHNY-23SEP14,77.0,77.0,,above,greater,0.03,0,77.0,no,0,661,0.0,0.03
2023-09-15,HIGHNY-23SEP15-B69.5,HIGHNY-23SEP15,69.0,69.0,71.0,between,between,0.34,1,69.0,yes,100,554,0.34,1.0
2023-09-15,HIGHNY-23SEP15-T69,HIGHNY-23SEP15,69.0,,69.0,below,less,0.01,0,69.0,no,0,20,0.0,0.01
2023-09-15,HIGHNY-23SEP15-B71.5,HIGHNY-23SEP15,71.0,71.0,73.0,between,between,0.51,0,69.0,no,0,31,0.0,0.99
2023-09-15,HIGHNY-23SEP15-B73.5,HIGHNY-23SEP15,73.0,73.0,75.0,between,between,0.21,0,69.0,no,0,847,0.03,0.15
2023-09-15,HIGHNY-23SEP15-B75.5,HIGHNY-23SEP15,75.0,75.0,77.0,between,between,0.04,0,69.0,no,0,581,0.0,0.03
2023-09-15,HIGHNY-23SEP15-T76,HIGHNY-23SEP15,76.0,76.0,,above,greater,0.0,0,69.0,no,0,0,0.0,0.01
2023-09-16,HIGHNY-23SEP16-B72.5,HIGHNY-23SEP16,72.0,72.0,74.0,between,between,0.01,0,75.02,no,0,984,0.0,0.01
2023-09-16,HIGHNY-23SEP16-T72,HIGHNY-23SEP16,72.0,,72.0,below,less,0.02,0,75.02,no,0,144,0.0,0.01
2023-09-16,HIGHNY-23SEP16-B74.5,HIGHNY-23SEP16,74.0,74.0,76.0,between,between,0.32,1,75.02,yes,100,585,0.0,1.0
2023-09-16,HIGHNY-23SEP16-B76.5,HIGHNY-23SEP16,76.0,76.0,78.0,between,between,0.05,0,75.02,no,0,257,0.0,0.5
2023-09-16,HIGHNY-23SEP16-B78.5,HIGHNY-23SEP16,78.0,78.0,80.0,between,between,0.03,0,75.02,no,0,91,0.0,0.22
2023-09-16,HIGHNY-23SEP16-T79,HIGHNY-23SEP16,79.0,79.0,,above,greater,0.0,0,75.02,no,0,0,0.0,0.01
2023-09-17,HIGHNY-23SEP17-T73,HIGHNY-23SEP17,73.0,,73.0,below,less,0.0,0,77.0,no,0,0,0.0,0.01
2023-09-17,HIGHNY-23SEP17-B73.5,HIGHNY-23SEP17,73.0,73.0,75.0,between,between,0.0,0,77.0,no,0,0,0.0,0.01
2023-09-17,HIGHNY-23SEP17-B75.5,HIGHNY-23SEP17,75.0,75.0,77.0,between,between,0.5,0,77.0,no,0,422,0.0,0.01
