station_id,latitude,longitude,elevation,state,name,distance_mi,bearing,ring,sector,has_tmin,is_usw,priority
USW00014736,40.3,-78.3167,446.5,PA,ALTOONA BLAIR CO AP,165.96306435339545,281.22455012408085,Ring4_Far,W,True,True,3
USW00013731,39.0,-78.2333,207.9,VA,FRONT ROYAL 6 NNW,171.39198763412145,250.3477442383481,Ring4_Far,W,True,True,3
USW00014748,42.1567,-76.9028,285.3,NY,ELMIRA CORNING RGNL AP,180.33704671057578,331.5693461569495,Ring4_Far,NW,True,True,3
USW00013702,37.0833,-76.35,3.0,VA,LANGLEY AFB,202.11247114714126,197.84285500818697,Ring4_Far,S,True,True,3
USW00093735,37.1333,-76.6,7.0,VA,FT EUSTIS FELKER AAF,203.348021414498,201.844039573208,Ring4_Far,S,True,True,3
USW00013750,36.9375,-76.2892,5.2,VA,NORFOLK NAS,210.83843429116112,196.1630043761937,Ring4_Far,S,True,True,3
USW00013737,36.9036,-76.1928,3.4,VA,NORFOLK INTL AP,211.74751604101957,194.6041079144049,Ring4_Far,S,True,True,3
USW00014735,42.7472,-73.7992,85.3,NY,ALBANY INTL AP,211.93470190482074,19.994868261755983,Ring4_Far,N,True,True,3
USW00004787,41.1794,-78.8933,550.5,PA,DUBOIS RGNL AP,212.62888426987138,296.2943330127191,Ring4_Far,NW,True,True,3
USW00004751,41.7983,-78.6356,642.2,PA,BRADFORD RGNL AP,222.32714473452913,307.84381216401187,Ring4_Far,NW,True,True,3
USW00094704,42.5697,-77.7142,196.0,NY,DANSVILLE MUNI AP,226.7333274936284,326.05872823674457,Ring4_Far,NW,True,True,3
USW00014771,43.1111,-76.1039,125.0,NY,SYRACUSE HANCOCK INTL AP,228.26680875596566,348.8199372973958,Ring4_Far,N,True,True,3
USW00013736,39.6497,-79.9206,373.7,WV,MORGANTOWN MUNI AP,249.74841779852392,267.9573390301917,Ring4_Far,W,True,True,3
