date,ticker,bucket,threshold_low,threshold_high,direction,strike_type,presettlement_prob,bid_cents,ask_cents,volume,open_interest,snapshot_time_utc,result,actual_outcome
2026-06-16,KXHIGHNY-26JUN16-B79.5,79-80F,79.0,80.0,between,between,0.17,16.0,18.0,254.26,6383.1,2026-06-16 05:00:00 UTC,no,0
2026-06-16,KXHIGHNY-26JUN16-B77.5,77-78F,77.0,78.0,between,between,0.48,47.0,49.0,928.99,6012.95,2026-06-16 05:00:00 UTC,no,0
2026-06-16,KXHIGHNY-26JUN16-B75.5,75-76F,75.0,76.0,between,between,0.37,36.0,38.0,296.46,7219.86,2026-06-16 05:00:00 UTC,yes,1
2026-06-17,KXHIGHNY-26JUN17-T81,Above 82F,82.0,,above,greater,0.015,1.0,2.0,206.48,1545.68,2026-06-17 05:00:00 UTC,no,0
2026-06-17,KXHIGHNY-26JUN17-T74,Below 73F,,73.0,below,less,0.015,1.0,2.0,614.03,3038.68,2026-06-17 05:00:00 UTC,no,0
2026-06-17,KXHIGHNY-26JUN17-B80.5,80-81F,80.0,81.0,between,between,0.025,2.0,3.0,247.98,1823.15,2026-06-17 05:00:00 UTC,no,0
2026-06-17,KXHIGHNY-26JUN17-B78.5,78-79F,78.0,79.0,between,between,0.205,20.0,21.0,251.78,4908.49,2026-06-17 05:00:00 UTC,yes,1
2026-06-17,KXHIGHNY-26JUN17-B76.5,76-77F,76.0,77.0,between,between,0.415,41.0,42.0,481.56,5562.78,2026-06-17 05:00:00 UTC,no,0
2026-06-17,KXHIGHNY-26JUN17-B74.5,74-75F,74.0,75.0,between,between,0.395,39.0,40.0,525.53,7951.52,2026-06-17 05:00:00 UTC,no,0
2026-06-18,KXHIGHNY-26JUN18-T90,Above 91F,91.0,,above,greater,0.085,8.0,9.0,498.71,2841.62,2026-06-18 05:00:00 UTC,no,0
2026-06-18,KXHIGHNY-26JUN18-T83,Below 82F,,82.0,below,less,0.01,0.0,2.0,558.53,2895.58,2026-06-18 05:00:00 UTC,no,0
2026-06-18,KXHIGHNY-26JUN18-B89.5,89-90F,89.0,90.0,between,between,0.225,22.0,23.0,420.12,3120.01,2026-06-18 05:00:00 UTC,no,0
2026-06-18,KXHIGHNY-26JUN18-B87.5,87-88F,87.0,88.0,between,between,0.395,38.0,41.0,463.09,3574.15,2026-06-18 05:00:00 UTC,no,0
2026-06-18,KXHIGHNY-26JUN18-B85.5,85-86F,85.0,86.0,between,between,0.25,24.0,26.0,476.08,3398.22,2026-06-18 05:00:00 UTC,yes,1
2026-06-18,KXHIGHNY-26JUN18-B83.5,83-84F,83.0,84.0,between,between,0.065,6.0,7.000000000000001,35.13,2191.33,2026-06-18 05:00:00 UTC,no,0
2026-06-19,KXHIGHNY-26JUN19-T88,Above 89F,89.0,,above,greater,0.005,0.0,1.0,0.0,2266.3,2026-06-19 05:00:00 UTC,no,0
2026-06-19,KXHIGHNY-26JUN19-T81,Below 80F,,80.0,below,less,0.205,18.0,23.0,898.89,2955.04,2026-06-19 05:00:00 UTC,no,0
2026-06-19,KXHIGHNY-26JUN19-B87.5,87-88F,87.0,88.0,between,between,0.02,1.0,3.0,258.08,925.18,2026-06-19 05:00:00 UTC,no,0
2026-06-19,KXHIGHNY-26JUN19-B85.5,85-86F,85.0,86.0,between,between,0.09,8.0,10.0,182.66,3079.36,2026-06-19 05:00:00 UTC,no,0
2026-06-19,KXHIGHNY-26JUN19-B83.5,83-84F,83.0,84.0,between,between,0.345,32.0,37.0,251.06,3481.35,2026-06-19 05:00:00 UTC,no,0
2026-06-19,KXHIGHNY-26JUN19-B81.5,81-82F,81.0,82.0,between,between,0.375,35.0,40.0,124.25,3160.78,2026-06-19 05:00:00 UTC,yes,1
2026-06-20,KXHIGHNY-26JUN20-T89,Above 90F,90.0,,above,greater,0.005,0.0,1.0,0.0,430.43,2026-06-20 05:00:00 UTC,no,0
2026-06-20,KXHIGHNY-26JUN20-T82,Below 81F,,81.0,below,less,0.62,61.0,63.0,865.98,5445.01,2026-06-20 05:00:00 UTC,yes,1
2026-06-20,KXHIGHNY-26JUN20-B88.5,88-89F,88.0,89.0,between,between,0.005,0.0,1.0,1.0,560.43,2026-06-20 05:00:00 UTC,no,0
2026-06-20,KXHIGHNY-26JUN20-B86.5,86-87F,86.0,87.0,between,between,0.005,0.0,1.0,30.0,1212.43,2026-06-20 05:00:00 UTC,no,0
2026-06-20,KXHIGHNY-26JUN20-B84.5,84-85F,84.0,85.0,between,between,0.065,6.0,7.000000000000001,454.73,2986.29,2026-06-20 05:00:00 UTC,no,0
2026-06-20,KXHIGHNY-26JUN20-B82.5,82-83F,82.0,83.0,between,between,0.335,33.0,34.0,341.99,2886.94,2026-06-20 05:00:00 UTC,no,0
2026-06-21,KXHIGHNY-26JUN21-T87,Above 88F,88.0,,above,greater,0.005,0.0,1.0,0.0,1941.7,2026-06-21 05:00:00 UTC,no,0
2026-06-21,KXHIGHNY-26JUN21-T80,Below 79F,,79.0,below,less,0.115,11.0,12.0,69.84,1820.96,2026-06-21 05:00:00 UTC,no,0
2026-06-21,KXHIGHNY-26JUN21-B86.5,86-87F,86.0,87.0,between,between,0.005,0.0,1.0,0.0,1834.86,2026-06-21 05:00:00 UTC,no,0
2026-06-21,KXHIGHNY-26JUN21-B84.5,84-85F,84.0,85.0,between,between,0.07,6.0,8.0,135.48,1301.29,2026-06-21 05:00:00 UTC,no,0
2026-06-21,KXHIGHNY-26JUN21-B82.5,82-83F,82.0,83.0,between,between,0.335,32.0,35.0,131.11,2376.73,2026-06-21 05:00:00 UTC,yes,1
2026-06-21,KXHIGHNY-26JUN21-B80.5,80-81F,80.0,81.0,between,between,0.505,49.0,52.0,169.44,3120.09,2026-06-21 05:00:00 UTC,no,0
2026-06-22,KXHIGHNY-26JUN22-T79,Above 80F,80.0,,above,greater,0.055,5.0,6.0,430.02,2486.52,2026-06-22 05:00:00 UTC,no,0
2026-06-22,KXHIGHNY-26JUN22-T72,Below 71F,,71.0,below,less,0.015,1.0,2.0,420.87,1713.41,2026-06-22 05:00:00 UTC,no,0
2026-06-22,KXHIGHNY-26JUN22-B78.5,78-79F,78.0,79.0,between,between,0.115,9.0,14.000000000000002,57.76,2322.6,2026-06-22 05:00:00 UTC,no,0
2026-06-22,KXHIGHNY-26JUN22-B76.5,76-77F,76.0,77.0,between,between,0.27,25.0,28.999999999999996,322.43,3759.7,2026-06-22 05:00:00 UTC,no,0
2026-06-22,KXHIGHNY-26JUN22-B74.5,74-75F,74.0,75.0,between,between,0.48,45.0,51.0,422.35,3036.63,2026-06-22 05:00:00 UTC,no,0
2026-06-22,KXHIGHNY-26JUN22-B72.5,72-73F,72.0,73.0,between,between,0.13,10.0,16.0,560.21,3735.81,2026-06-22 05:00:00 UTC,yes,1
2026-06-23,KXHIGHNY-26JUN23-T85,Above 86F,86.0,,above,greater,0.005,0.0,1.0,19.0,1209.66,2026-06-23 05:00:00 UTC,no,0
2026-06-23,KXHIGHNY-26JUN23-T78,Below 77F,,77.0,below,less,0.945,94.0,95.0,18.09,2159.96,2026-06-23 05:00:00 UTC,yes,1
2026-06-23,KXHIGHNY-26JUN23-B84.5,84-85F,84.0,85.0,between,between,0.005,0.0,1.0,19.0,1480.48,2026-06-23 05:00:00 UTC,no,0
2026-06-23,KXHIGHNY-26JUN23-B82.5,82-83F,82.0,83.0,between,between,0.005,0.0,1.0,46.0,1642.98,2026-06-23 05:00:00 UTC,no,0
2026-06-23,KXHIGHNY-26JUN23-B80.5,80-81F,80.0,81.0,between,between,0.015,1.0,2.0,6.0,2315.3,2026-06-23 05:00:00 UTC,no,0
2026-06-23,KXHIGHNY-26JUN23-B78.5,78-79F,78.0,79.0,between,between,0.05,4.0,6.0,159.36,1974.57,2026-06-23 05:00:00 UTC,no,0
2026-06-24,KXHIGHNY-26JUN24-T89,Above 90F,90.0,,above,greater,0.005,0.0,1.0,0.0,1902.98,2026-06-24 05:00:00 UTC,no,0
2026-06-24,KXHIGHNY-26JUN24-T82,Below 81F,,81.0,below,less,0.415,41.0,42.0,346.8,6615.42,2026-06-24 05:00:00 UTC,no,0
2026-06-24,KXHIGHNY-26JUN24-B88.5,88-89F,88.0,89.0,between,between,0.005,0.0,1.0,0.0,1297.93,2026-06-24 05:00:00 UTC,no,0
2026-06-24,KXHIGHNY-26JUN24-B86.5,86-87F,86.0,87.0,between,between,0.005,0.0,1.0,47.96,1735.05,2026-06-24 05:00:00 UTC,no,0
2026-06-24,KXHIGHNY-26JUN24-B84.5,84-85F,84.0,85.0,between,between,0.075,7.000000000000001,8.0,194.62,4478.58,2026-06-24 05:00:00 UTC,no,0
2026-06-24,KXHIGHNY-26JUN24-B82.5,82-83F,82.0,83.0,between,between,0.55,54.0,56.00000000000001,345.39,5530.83,2026-06-24 05:00:00 UTC,yes,1
2026-06-25,KXHIGHNY-26JUN25-T86,Above 87F,87.0,,above,greater,0.015,1.0,2.0,472.72,2544.02,2026-06-25 05:00:00 UTC,no,0
2026-06-25,KXHIGHNY-26JUN25-T79,Below 78F,,78.0,below,less,0.015,1.0,2.0,483.13,1483.36,2026-06-25 05:00:00 UTC,no,0
2026-06-25,KXHIGHNY-26JUN25-B85.5,85-86F,85.0,86.0,between,between,0.035,3.0,4.0,465.26,1287.58,2026-06-25 05:00:00 UTC,no,0
2026-06-25,KXHIGHNY-26JUN25-B83.5,83-84F,83.0,84.0,between,between,0.255,25.0,26.0,442.69,2283.95,2026-06-25 05:00:00 UTC,yes,1
2026-06-25,KXHIGHNY-26JUN25-B81.5,81-82F,81.0,82.0,between,between,0.535,51.0,56.00000000000001,813.81,3888.43,2026-06-25 05:00:00 UTC,no,0
2026-06-25,KXHIGHNY-26JUN25-B79.5,79-80F,79.0,80.0,between,between,0.165,16.0,17.0,858.44,3832.2,2026-06-25 05:00:00 UTC,no,0
2026-06-26,KXHIGHNY-26JUN26-T88,Above 89F,89.0,,above,greater,0.005,0.0,1.0,3305.54,4157.57,2026-06-26 05:00:00 UTC,no,0
2026-06-26,KXHIGHNY-26JUN26-T81,Below 80F,,80.0,below,less,0.025,2.0,3.0,146.77,2379.12,2026-06-26 05:00:00 UTC,yes,1
2026-06-26,KXHIGHNY-26JUN26-B87.5,87-88F,87.0,88.0,between,between,0.045,4.0,5.0,57.0,1204.46,2026-06-26 05:00:00 UTC,no,0
2026-06-26,KXHIGHNY-26JUN26-B85.5,85-86F,85.0,86.0,between,between,0.415,41.0,42.0,505.83,2008.32,2026-06-26 05:00:00 UTC,no,0
2026-06-26,KXHIGHNY-26JUN26-B83.5,83-84F,83.0,84.0,between,between,0.365,36.0,37.0,69.85,2110.79,2026-06-26 05:00:00 UTC,no,0
2026-06-26,KXHIGHNY-26JUN26-B81.5,81-82F,81.0,82.0,between,between,0.205,20.0,21.0,280.99,1669.7,2026-06-26 05:00:00 UTC,no,0
2026-06-27,KXHIGHNY-26JUN27-T83,Above 84F,84.0,,above,greater,0.005,0.0,1.0,0.0,3519.1,2026-06-27 05:00:00 UTC,no,0
2026-06-27,KXHIGHNY-26JUN27-T76,Below 75F,,75.0,below,less,0.085,8.0,9.0,558.82,2608.92,2026-06-27 05:00:00 UTC,no,0
2026-06-27,KXHIGHNY-26JUN27-B82.5,82-83F,82.0,83.0,between,between,0.015,1.0,2.0,154.19,1494.58,2026-06-27 05:00:00 UTC,no,0
2026-06-27,KXHIGHNY-26JUN27-B80.5,80-81F,80.0,81.0,between,between,0.225,21.0,24.0,2108.15,3781.81,2026-06-27 05:00:00 UTC,no,0
2026-06-27,KXHIGHNY-26JUN27-B78.5,78-79F,78.0,79.0,between,between,0.315,28.999999999999996,34.0,219.93,2144.19,2026-06-27 05:00:00 UTC,yes,1
2026-06-27,KXHIGHNY-26JUN27-B76.5,76-77F,76.0,77.0,between,between,0.355,35.0,36.0,1535.75,2959.32,2026-06-27 05:00:00 UTC,no,0
2026-06-28,KXHIGHNY-26JUN28-T84,Above 85F,85.0,,above,greater,0.015,1.0,2.0,90.84,1592.43,2026-06-28 05:00:00 UTC,no,0
2026-06-28,KXHIGHNY-26JUN28-T77,Below 76F,,76.0,below,less,0.015,1.0,2.0,357.63,2377.3,2026-06-28 05:00:00 UTC,no,0
2026-06-28,KXHIGHNY-26JUN28-B83.5,83-84F,83.0,84.0,between,between,0.165,16.0,17.0,405.91,2350.03,2026-06-28 05:00:00 UTC,no,0
2026-06-28,KXHIGHNY-26JUN28-B81.5,81-82F,81.0,82.0,between,between,0.545,54.0,55.00000000000001,425.68,2950.16,2026-06-28 05:00:00 UTC,yes,1
2026-06-28,KXHIGHNY-26JUN28-B79.5,79-80F,79.0,80.0,between,between,0.245,24.0,25.0,458.74,3131.06,2026-06-28 05:00:00 UTC,no,0
2026-06-28,KXHIGHNY-26JUN28-B77.5,77-78F,77.0,78.0,between,between,0.065,6.0,7.000000000000001,457.48,3048.08,2026-06-28 05:00:00 UTC,no,0
2026-06-29,KXHIGHNY-26JUN29-T86,Above 87F,87.0,,above,greater,0.255,25.0,26.0,286.63,3873.9,2026-06-29 05:00:00 UTC,yes,1
2026-06-29,KXHIGHNY-26JUN29-T79,Below 78F,,78.0,below,less,0.005,0.0,1.0,0.0,3114.62,2026-06-29 05:00:00 UTC,no,0
2026-06-29,KXHIGHNY-26JUN29-B85.5,85-86F,85.0,86.0,between,between,0.535,53.0,54.0,383.91,4246.24,2026-06-29 05:00:00 UTC,no,0
2026-06-29,KXHIGHNY-26JUN29-B83.5,83-84F,83.0,84.0,between,between,0.22,21.0,23.0,200.7,3928.48,2026-06-29 05:00:00 UTC,no,0
2026-06-29,KXHIGHNY-26JUN29-B81.5,81-82F,81.0,82.0,between,between,0.025,2.0,3.0,456.2,2456.58,2026-06-29 05:00:00 UTC,no,0
2026-06-29,KXHIGHNY-26JUN29-B79.5,79-80F,79.0,80.0,between,between,0.015,1.0,2.0,951.67,3992.92,2026-06-29 05:00:00 UTC,no,0
2026-06-30,KXHIGHNY-26JUN30-T90,Above 91F,91.0,,above,greater,0.245,24.0,25.0,634.08,5206.76,2026-06-30 05:00:00 UTC,no,0
2026-06-30,KXHIGHNY-26JUN30-T83,Below 82F,,82.0,below,less,0.005,0.0,1.0,1.0,2196.61,2026-06-30 05:00:00 UTC,no,0
2026-06-30,KXHIGHNY-26JUN30-B89.5,89-90F,89.0,90.0,between,between,0.425,42.0,43.0,275.51,4443.48,2026-06-30 05:00:00 UTC,no,0
2026-06-30,KXHIGHNY-26JUN30-B87.5,87-88F,87.0,88.0,between,between,0.355,35.0,36.0,311.65,4444.45,2026-06-30 05:00:00 UTC,yes,1
2026-06-30,KXHIGHNY-26JUN30-B85.5,85-86F,85.0,86.0,between,between,0.045,4.0,5.0,850.36,3126.6,2026-06-30 05:00:00 UTC,no,0
2026-06-30,KXHIGHNY-26JUN30-B83.5,83-84F,83.0,84.0,between,between,0.005,0.0,1.0,195.0,3233.35,2026-06-30 05:00:00 UTC,no,0
2026-07-01,KXHIGHNY-26JUL01-T99,Above 100F,100.0,,above,greater,0.005,0.0,1.0,4333.81,6912.49,2026-07-01 05:00:00 UTC,no,0
2026-07-01,KXHIGHNY-26JUL01-T92,Below 91F,,91.0,below,less,0.075,7.000000000000001,8.0,463.48,4711.96,2026-07-01 05:00:00 UTC,no,0
2026-07-01,KXHIGHNY-26JUL01-B98.5,98-99F,98.0,99.0,between,between,0.015,1.0,2.0,159.65,1380.79,2026-07-01 05:00:00 UTC,no,0
2026-07-01,KXHIGHNY-26JUL01-B96.5,96-97F,96.0,97.0,between,between,0.135,13.0,14.000000000000002,402.49,2985.48,2026-07-01 05:00:00 UTC,no,0
2026-07-01,KXHIGHNY-26JUL01-B94.5,94-95F,94.0,95.0,between,between,0.445,44.0,45.0,344.88,3534.4,2026-07-01 05:00:00 UTC,no,0
2026-07-01,KXHIGHNY-26JUL01-B92.5,92-93F,92.0,93.0,between,between,0.365,36.0,37.0,999.09,4231.17,2026-07-01 05:00:00 UTC,yes,1
2026-07-02,KXHIGHNY-26JUL02-T99,Below 98F,,98.0,below,less,0.415,41.0,42.0,1117.68,8708.55,2026-07-02 05:00:00 UTC,no,0
2026-07-02,KXHIGHNY-26JUL02-T106,Above 107F,107.0,,above,greater,0.005,0.0,1.0,0.0,8592.84,2026-07-02 05:00:00 UTC,no,0
2026-07-02,KXHIGHNY-26JUL02-B99.5,99-100F,99.0,100.0,between,between,0.41,40.0,42.0,803.92,5686.82,2026-07-02 05:00:00 UTC,yes,1
2026-07-02,KXHIGHNY-26JUL02-B105.5,105-106F,105.0,106.0,between,between,0.005,0.0,1.0,176.08,9809.1,2026-07-02 05:00:00 UTC,no,0
2026-07-02,KXHIGHNY-26JUL02-B103.5,103-104F,103.0,104.0,between,between,0.05,4.0,6.0,806.89,9499.57,2026-07-02 05:00:00 UTC,no,0
2026-07-02,KXHIGHNY-26JUL02-B101.5,101-102F,101.0,102.0,between,between,0.165,16.0,17.0,1371.61,6640.46,2026-07-02 05:00:00 UTC,no,0
2026-07-03,KXHIGHNY-26JUL03-T98,Below 97F,,97.0,below,less,0.045,4.0,5.0,375.41,3273.22,2026-07-03 05:00:00 UTC,no,0
2026-07-03,KXHIGHNY-26JUL03-T105,Above 106F,106.0,,above,greater,0.005,0.0,1.0,0.0,2697.17,2026-07-03 05:00:00 UTC,no,0
2026-07-03,KXHIGHNY-26JUL03-B98.5,98-99F,98.0,99.0,between,between,0.35,34.0,36.0,167.45,4716.91,2026-07-03 05:00:00 UTC,yes,1
2026-07-03,KXHIGHNY-26JUL03-B104.5,104-105F,104.0,105.0,between,between,0.025,2.0,3.0,546.18,2082.39,2026-07-03 05:00:00 UTC,no,0
2026-07-03,KXHIGHNY-26JUL03-B102.5,102-103F,102.0,103.0,between,between,0.125,12.0,13.0,115.66,3033.18,2026-07-03 05:00:00 UTC,no,0
2026-07-03,KXHIGHNY-26JUL03-B100.5,100-101F,100.0,101.0,between,between,0.455,45.0,46.0,256.53,4954.88,2026-07-03 05:00:00 UTC,no,0
2026-07-04,KXHIGHNY-26JUL04-T98,Below 97F,,97.0,below,less,0.915,91.0,92.0,254.23,4835.55,2026-07-04 05:00:00 UTC,yes,1
2026-07-04,KXHIGHNY-26JUL04-T105,Above 106F,106.0,,above,greater,0.005,0.0,1.0,0.0,1620.5,2026-07-04 05:00:00 UTC,no,0
2026-07-04,KXHIGHNY-26JUL04-B98.5,98-99F,98.0,99.0,between,between,0.085,8.0,9.0,1324.14,3744.55,2026-07-04 05:00:00 UTC,no,0
2026-07-04,KXHIGHNY-26JUL04-B104.5,104-105F,104.0,105.0,between,between,0.005,0.0,1.0,0.0,1970.7,2026-07-04 05:00:00 UTC,no,0
2026-07-04,KXHIGHNY-26JUL04-B102.5,102-103F,102.0,103.0,between,between,0.005,0.0,1.0,13.0,2005.0,2026-07-04 05:00:00 UTC,no,0
2026-07-04,KXHIGHNY-26JUL04-B100.5,100-101F,100.0,101.0,between,between,0.01,0.0,2.0,408.21,4473.22,2026-07-04 05:00:00 UTC,no,0
2026-07-05,KXHIGHNY-26JUL05-T91,Above 92F,92.0,,above,greater,0.005,0.0,1.0,0.0,3683.54,2026-07-05 05:00:00 UTC,no,0
2026-07-05,KXHIGHNY-26JUL05-T84,Below 83F,,83.0,below,less,0.69,68.0,70.0,1403.89,4291.12,2026-07-05 05:00:00 UTC,yes,1
2026-07-05,KXHIGHNY-26JUL05-B90.5,90-91F,90.0,91.0,between,between,0.015,1.0,2.0,196.36,1539.54,2026-07-05 05:00:00 UTC,no,0
2026-07-05,KXHIGHNY-26JUL05-B88.5,88-89F,88.0,89.0,between,between,0.015,1.0,2.0,193.36,743.73,2026-07-05 05:00:00 UTC,no,0
2026-07-05,KXHIGHNY-26JUL05-B86.5,86-87F,86.0,87.0,between,between,0.065,6.0,7.000000000000001,715.35,2243.79,2026-07-05 05:00:00 UTC,no,0
2026-07-05,KXHIGHNY-26JUL05-B84.5,84-85F,84.0,85.0,between,between,0.245,24.0,25.0,1097.33,3127.59,2026-07-05 05:00:00 UTC,no,0
2026-07-06,KXHIGHNY-26JUL06-T82,Above 83F,83.0,,above,greater,0.005,0.0,1.0,0.0,3663.81,2026-07-06 05:00:00 UTC,no,0
2026-07-06,KXHIGHNY-26JUL06-T75,Below 74F,,74.0,below,less,0.895,89.0,90.0,692.39,8436.74,2026-07-06 05:00:00 UTC,yes,1
2026-07-06,KXHIGHNY-26JUL06-B81.5,81-82F,81.0,82.0,between,between,0.005,0.0,1.0,187.03,2505.59,2026-07-06 05:00:00 UTC,no,0
2026-07-06,KXHIGHNY-26JUL06-B79.5,79-80F,79.0,80.0,between,between,0.005,0.0,1.0,0.0,1516.17,2026-07-06 05:00:00 UTC,no,0
2026-07-06,KXHIGHNY-26JUL06-B77.5,77-78F,77.0,78.0,between,between,0.015,1.0,2.0,377.15,2407.75,2026-07-06 05:00:00 UTC,no,0
2026-07-06,KXHIGHNY-26JUL06-B75.5,75-76F,75.0,76.0,between,between,0.105,10.0,11.0,779.98,3222.82,2026-07-06 05:00:00 UTC,no,0
2026-07-07,KXHIGHNY-26JUL07-T82,Above 83F,83.0,,above,greater,0.005,0.0,1.0,0.0,2267.9,2026-07-07 05:00:00 UTC,no,0
2026-07-07,KXHIGHNY-26JUL07-T75,Below 74F,,74.0,below,less,0.915,91.0,92.0,1184.54,7679.26,2026-07-07 05:00:00 UTC,yes,1
2026-07-07,KXHIGHNY-26JUL07-B81.5,81-82F,81.0,82.0,between,between,0.005,0.0,1.0,0.0,2526.07,2026-07-07 05:00:00 UTC,no,0
2026-07-07,KXHIGHNY-26JUL07-B79.5,79-80F,79.0,80.0,between,between,0.005,0.0,1.0,0.0,1626.8,2026-07-07 05:00:00 UTC,no,0
2026-07-07,KXHIGHNY-26JUL07-B77.5,77-78F,77.0,78.0,between,between,0.015,1.0,2.0,312.24,2139.97,2026-07-07 05:00:00 UTC,no,0
2026-07-07,KXHIGHNY-26JUL07-B75.5,75-76F,75.0,76.0,between,between,0.075,7.000000000000001,8.0,373.17,2378.61,2026-07-07 05:00:00 UTC,no,0
