date,ticker,bucket,threshold_low,threshold_high,direction,strike_type,presettlement_prob,bid_cents,ask_cents,volume,open_interest,snapshot_time_utc
2023-01-05,HIGHNY-23JAN05-T52,Above 52F,52.0,,above,greater,0.015,1,2,2241,3473,2023-01-05 05:00:00 UTC
2023-01-05,HIGHNY-23JAN05-B58.5,58-59F,58.0,59.0,between,between,0.065,6,7,25,2607,2023-01-05 05:00:00 UTC
2023-01-05,HIGHNY-23JAN05-B56.5,56-57F,56.0,57.0,between,between,0.285,27,30,85,1312,2023-01-05 05:00:00 UTC
2023-01-05,HIGHNY-23JAN05-B54.5,54-55F,54.0,55.0,between,between,0.51,49,53,23,1570,2023-01-05 05:00:00 UTC
2023-01-05,HIGHNY-23JAN05-B52.5,52-53F,52.0,53.0,between,between,0.1,8,12,2133,5340,2023-01-05 05:00:00 UTC
2023-01-06,HIGHNY-23JAN06-T50,Above 50F,50.0,,above,greater,0.045,0,9,0,681,2023-01-06 04:00:00 UTC
2023-01-06,HIGHNY-23JAN06-T43,Above 43F,43.0,,above,greater,0.17,1,33,0,120,2023-01-06 02:00:00 UTC
2023-01-06,HIGHNY-23JAN06-B49.5,49-50F,49.0,50.0,between,between,0.185,14,23,0,476,2023-01-06 04:00:00 UTC
2023-01-06,HIGHNY-23JAN06-B47.5,47-48F,47.0,48.0,between,between,0.355,32,39,0,358,2023-01-06 04:00:00 UTC
2023-01-06,HIGHNY-23JAN06-B45.5,45-46F,45.0,46.0,between,between,0.57,30,84,0,1160,2023-01-06 04:00:00 UTC
2023-01-06,HIGHNY-23JAN06-B43.5,43-44F,43.0,44.0,between,between,0.055,3,8,0,811,2023-01-06 04:00:00 UTC
2023-01-07,HIGHNY-23JAN07-T47,Above 47F,47.0,,above,greater,0.04,3,5,0,736,2023-01-07 05:00:00 UTC
2023-01-07,HIGHNY-23JAN07-T40,Above 40F,40.0,,above,greater,0.07,0,14,0,0,2023-01-06 22:00:00 UTC
2023-01-07,HIGHNY-23JAN07-B46.5,46-47F,46.0,47.0,between,between,0.3,28,32,0,567,2023-01-07 05:00:00 UTC
2023-01-07,HIGHNY-23JAN07-B44.5,44-45F,44.0,45.0,between,between,0.425,40,45,50,152,2023-01-07 05:00:00 UTC
2023-01-07,HIGHNY-23JAN07-B42.5,42-43F,42.0,43.0,between,between,0.225,20,25,225,1061,2023-01-07 05:00:00 UTC
2023-01-07,HIGHNY-23JAN07-B40.5,40-41F,40.0,41.0,between,between,0.135,2,25,0,771,2023-01-07 04:00:00 UTC
2023-01-08,HIGHNY-23JAN08-T43,Above 43F,43.0,,above,greater,0.045,4,5,174,1840,2023-01-08 00:00:00 UTC
2023-01-08,HIGHNY-23JAN08-T36,Above 36F,36.0,,above,greater,,,,,,
2023-01-08,HIGHNY-23JAN08-B42.5,42-43F,42.0,43.0,between,between,0.225,20,25,307,1081,2023-01-08 03:00:00 UTC
2023-01-08,HIGHNY-23JAN08-B40.5,40-41F,40.0,41.0,between,between,0.48,45,51,0,161,2023-01-08 03:00:00 UTC
2023-01-08,HIGHNY-23JAN08-B38.5,38-39F,38.0,39.0,between,between,0.21,19,23,0,50,2023-01-08 03:00:00 UTC
2023-01-08,HIGHNY-23JAN08-B36.5,36-37F,36.0,37.0,between,between,0.02,0,4,0,0,2023-01-08 00:00:00 UTC
2023-01-09,HIGHNY-23JAN09-T47,Above 47F,47.0,,above,greater,0.06,4,8,73,2036,2023-01-09 05:00:00 UTC
2023-01-09,HIGHNY-23JAN09-T40,Above 40F,40.0,,above,greater,0.025,0,5,0,0,2023-01-09 04:00:00 UTC
2023-01-09,HIGHNY-23JAN09-B46.5,46-47F,46.0,47.0,between,between,0.345,33,36,78,213,2023-01-09 05:00:00 UTC
2023-01-09,HIGHNY-23JAN09-B44.5,44-45F,44.0,45.0,between,between,0.405,38,43,21,817,2023-01-09 05:00:00 UTC
2023-01-09,HIGHNY-23JAN09-B42.5,42-43F,42.0,43.0,between,between,0.175,15,20,351,786,2023-01-09 05:00:00 UTC
2023-01-09,HIGHNY-23JAN09-B40.5,40-41F,40.0,41.0,between,between,0.115,0,23,0,0,2023-01-09 03:00:00 UTC
2023-01-10,HIGHNY-23JAN10-T47,Above 47F,47.0,,above,greater,0.02,0,4,0,853,2023-01-10 00:00:00 UTC
2023-01-10,HIGHNY-23JAN10-T40,Above 40F,40.0,,above,greater,0.025,0,5,0,0,2023-01-09 22:00:00 UTC
