variant,model_brier,market_brier,brier_edge,total_pnl,return_pct,sharpe_ratio,win_rate,n_trades,max_drawdown,max_drawdown_pct,avg_pnl_per_trade,avg_ev_traded
U3_mlp,0.11448860682705492,0.12530385352760737,0.01081524670055245,1832.5500000000025,183.25500000000025,4.327449871258296,0.6702838063439065,2396,-223.7499999999991,-7.355962850332834,0.7648372287145233,0.13137202952825766
U5_regime,0.11475858014850862,0.12530385352760737,0.010545273379098746,1979.7999999999993,197.97999999999993,4.5853233239754685,0.6902439024390243,2460,-294.4000000000001,-8.991509376336209,0.8047967479674788,0.1329210411429558
U7_extended,0.10913273710448786,0.12530385352760737,0.01617111642311951,2405.9500000000016,240.59500000000017,6.068667173332187,0.7105778648383937,2042,-108.25000000000227,-3.0843531406266202,1.178232125367286,0.13816685009682478
U8_cv,0.1094323745446263,0.12530385352760737,0.015871478982981066,2391.2000000000075,239.12000000000074,6.492805599503865,0.7204125950054289,1842,-140.19999999999982,-4.005542619602003,1.2981541802388699,0.13490816620582483
U9_kitchen,0.10992691021359874,0.12530385352760737,0.015376943314008629,2328.2999999999997,232.82999999999996,5.5626090882426835,0.7033651848774408,2407,-128.9000000000019,-3.749490953516838,0.9673036975488153,0.12104654512502586
