date,station_id,icao,tmax_f,tmin_f,tmean_f,dewpoint_mean_f,dewpoint_afternoon_f,wind_speed_mean_mph,wind_speed_max_mph,wind_dir_mean_deg,wind_dir_evening_deg,slp_00z_mb,slp_12z_mb,slp_tendency_24h_mb,cloud_fraction_low,obs_count
2020-04-27,USW00013743,KDCA,59.0,45.0,51.26222222222223,44.86666666666667,38.0,14.129214259818731,25.317159999999998,344.7168423409111,326.84667084278107,1007.0,1015.2,-9.299999999999955,,331
2020-04-28,USW00013743,KDCA,57.0,45.0,51.6,41.36,46.333333333333336,4.327373993610223,12.658579999999999,172.84065541274265,162.67251529411544,1019.5,1023.2,12.5,,313
2020-04-29,USW00013743,KDCA,74.0,48.0,59.75,50.083333333333336,55.5,6.01208782051282,21.864819999999998,109.86786231033443,125.92477347955361,1020.1,1017.8,0.6000000000000227,,312
2020-04-30,USW00013743,KDCA,68.0,58.0,62.18181818181818,57.93181818181818,57.72222222222222,12.718042796352583,25.317159999999998,152.29452443411128,168.18333477197598,1013.3,1008.7,-6.800000000000068,,329
2020-05-01,USW00013743,KDCA,66.0,53.0,58.54545454545455,51.18181818181818,43.333333333333336,9.383005579937302,21.864819999999998,313.42944262192725,311.424626162774,1006.4,1008.6,-6.899999999999977,,319
2020-05-02,USW00013743,KDCA,72.0,52.0,61.166666666666664,43.375,43.333333333333336,9.66507189710611,17.261699999999998,290.28805200843624,178.58495010913248,1011.9,1020.4,5.5,,312
2020-05-03,USW00013743,KDCA,77.0,60.0,64.5,54.166666666666664,61.5,8.125539551282051,16.11092,193.12636464158243,211.8396610126532,1015.2,1012.1,3.300000000000068,,312
2020-05-04,USW00013743,KDCA,75.0,63.0,67.57142857142857,53.82857142857143,35.666666666666664,13.255547124999998,28.769499999999997,309.21385414892484,320.37869310272544,1006.1,1008.6,-9.100000000000023,,322
2020-05-05,USW00013743,KDCA,62.0,50.0,55.56521739130435,36.69565217391305,39.833333333333336,7.93335151125402,19.56326,346.25201301743596,173.543161162984,1014.4,,8.299999999999955,,311
2020-05-06,USW00013743,KDCA,57.0,49.0,52.12692307692308,48.05384615384616,42.57142857142857,7.5632384660766965,21.864819999999998,277.2135266688157,326.04118177256464,1012.5,1008.9,-1.8999999999999773,,339
2020-05-07,USW00013743,KDCA,68.0,45.0,54.25,36.19375,27.275,11.35942899371069,19.56326,313.9265418949085,281.79790681290103,1010.1,1013.6,-2.3999999999999773,,319
2020-05-08,USW00013743,KDCA,68.0,52.0,59.0,39.592,47.5,8.419444728434504,26.46794,226.22476630529104,234.67610158006556,1011.6,1010.6,1.5,,313
2020-05-09,USW00013743,KDCA,51.0,37.0,44.888888888888886,26.22962962962963,20.95,16.437593032258064,29.920279999999998,306.9350347592207,294.2910035928465,1004.8,1017.8,-6.800000000000068,,313
2020-05-10,USW00013743,KDCA,65.0,38.0,50.75,27.6375,32.46666666666667,9.86646314102564,19.56326,203.8904601458985,188.69397451468916,1023.1,1024.6,18.300000000000068,,312
2020-05-11,USW00013743,KDCA,62.0,51.0,55.791666666666664,38.36666666666667,32.13333333333333,11.459850833333332,25.317159999999998,267.6854436100716,292.4312797326854,1015.7,1013.9,-7.399999999999977,,312
2020-05-12,USW00013743,KDCA,63.0,44.0,52.75,30.354166666666668,27.016666666666666,12.19753032051282,23.0156,290.1661487254256,286.03936334839995,1018.5,1022.6,2.7999999999999545,,312
2020-05-13,USW00013743,KDCA,70.0,45.0,57.625,33.65,34.65,5.825120912052117,16.11092,237.35958435054198,216.04338589689075,1022.3,1027.9,3.7999999999999545,,310
2020-05-14,USW00013743,KDCA,70.0,52.0,60.083333333333336,48.541666666666664,55.5,5.8350447435897435,14.960139999999999,181.09438887297546,176.47003841124229,1024.7,1026.3,2.400000000000091,,312
2020-05-15,USW00013743,KDCA,85.0,62.0,71.58333333333333,59.291666666666664,56.666666666666664,10.880772435897436,23.0156,183.34670182734047,191.64405840387184,1019.4,1018.8,-5.300000000000068,,312
2020-05-16,USW00013743,KDCA,83.0,66.0,75.08333333333333,57.125,52.5,8.752567115384615,16.11092,176.73080009263913,82.25032084504926,1012.2,1017.4,-7.199999999999932,,312
2020-05-17,USW00013743,KDCA,71.0,61.0,65.43846153846154,55.63076923076923,56.57142857142857,8.000486433121019,12.658579999999999,83.31754661872736,91.95923860986204,1019.5,1022.2,7.2999999999999545,,314
2020-05-18,USW00013743,KDCA,68.0,57.0,61.470588235294116,54.59411764705882,56.74285714285714,11.647180186335403,21.864819999999998,55.19851230889236,56.69618051683557,1020.2,1018.1,0.7000000000000455,,322
2020-05-19,USW00013743,KDCA,69.0,57.0,62.958333333333336,43.208333333333336,35.0,16.40968019230769,29.920279999999998,71.14228953486179,90.3234380153973,1016.1,1019.7,-4.100000000000023,,312
2020-05-20,USW00013743,KDCA,64.0,53.0,57.833333333333336,40.083333333333336,46.166666666666664,16.721462443729905,23.0156,71.14990436408516,79.73073602918436,1024.2,1026.6,8.100000000000023,,311
2020-05-21,USW00013743,KDCA,71.0,51.0,58.888888888888886,49.592592592592595,56.0,11.394548634920634,19.56326,69.38736365472232,103.80783958360115,1027.8,1027.7,3.599999999999909,,315
2020-05-22,USW00013743,KDCA,77.0,60.0,65.73469387755102,62.40816326530612,67.44444444444444,6.577872386706948,12.658579999999999,66.26166677690787,340.41523357479394,1023.3,1019.2,-4.5,,331
2020-05-23,USW00013743,KDCA,83.0,64.0,71.83333333333333,62.96666666666667,59.833333333333336,6.199013018867924,16.11092,331.8984697738995,322.6216931067785,1015.3,1016.5,-8.0,,318
2020-05-24,USW00013743,KDCA,77.0,60.0,65.8125,60.09375,58.0,8.397097812499998,17.261699999999998,66.10267469771065,90.67987362201268,1015.9,1023.2,0.6000000000000227,,320
2020-05-25,USW00013743,KDCA,78.0,62.0,67.0,58.333333333333336,61.0,3.770174476190476,11.5078,91.71978639632948,97.86780479120176,1022.6,1023.3,6.7000000000000455,,315
2020-05-26,USW00013743,KDCA,79.0,62.0,70.1923076923077,61.69230769230769,64.66666666666667,3.4450101910828024,11.5078,150.49976144571235,161.12194828225483,1021.3,1023.3,-1.3000000000000682,,314
2020-05-27,USW00013743,KDCA,80.0,66.0,72.15625,64.8125,65.5,5.5525135,12.658579999999999,147.89865916608835,143.5096987145123,1021.4,1023.3,0.10000000000002274,,320
2020-05-28,USW00013743,KDCA,79.0,71.6,74.78378378378379,70.61621621621622,72.875,10.517345386996903,17.261699999999998,159.963701209413,178.19429260180982,1020.6,1018.8,-0.7999999999999545,,323
2020-05-29,USW00013743,KDCA,86.0,74.0,77.9470588235294,71.92941176470588,71.0,11.54353850931677,19.56326,188.40906111265002,197.89751343003445,1016.0,1017.2,-4.600000000000023,,322
2020-05-30,USW00013743,KDCA,83.0,69.0,75.95833333333333,59.291666666666664,50.0,8.257877328990228,21.864819999999998,293.12210654317767,320.69545379371306,1012.4,1015.6,-3.6000000000000227,,312
2020-05-31,USW00013743,KDCA,78.0,61.0,70.08333333333333,44.583333333333336,42.0,12.49997891025641,21.864819999999998,336.2577630872703,328.00172633169825,1014.1,1021.4,1.7000000000000455,,312
2020-06-01,USW00013743,KDCA,75.0,56.0,65.70833333333333,39.333333333333336,39.666666666666664,8.426558436482084,17.261699999999998,332.1382325235869,298.76491390146805,1020.1,1027.9,6.0,,312
2020-06-02,USW00013743,KDCA,77.0,58.0,66.29166666666667,49.416666666666664,54.0,7.800960576923076,14.960139999999999,189.39375194306558,173.0115977140523,1021.4,1020.7,1.2999999999999545,,312
2020-06-03,USW00013743,KDCA,92.0,68.0,78.91666666666667,62.541666666666664,64.16666666666667,9.6377825,19.56326,213.38122812353396,221.24529375798917,1011.6,1008.4,-9.799999999999955,,312
2020-06-04,USW00013743,KDCA,91.0,74.0,82.848,66.28,67.42857142857143,5.86787501597444,14.960139999999999,181.2375935912471,168.27687999008913,1006.4,1012.6,-5.2000000000000455,,313
2020-06-05,USW00013743,KDCA,87.0,71.0,74.81403508771929,69.36491228070176,70.83333333333333,8.683466784660768,35.67418,184.26160863980445,166.1034510371495,1011.0,1013.7,4.600000000000023,,343
2020-06-06,USW00013743,KDCA,91.0,72.0,78.75862068965517,69.37931034482759,64.16666666666667,6.68617746835443,19.56326,296.5382529942876,299.4697034998053,1011.4,1011.8,0.39999999999997726,,317
2020-06-07,USW00013743,KDCA,84.0,68.0,76.91666666666667,53.958333333333336,51.833333333333336,10.25743326923077,18.41248,333.74803344745027,322.3029639216185,1008.9,1015.3,-2.5,,312
2020-06-08,USW00013743,KDCA,82.0,64.0,73.75,52.583333333333336,52.0,6.575357106109324,14.960139999999999,20.257993705295632,3.105203624663318,1014.4,1019.0,5.5,,312
2020-06-09,USW00013743,KDCA,88.0,67.0,77.08333333333333,63.791666666666664,72.66666666666667,5.964138653846153,14.960139999999999,169.72358702359656,173.39256232312152,1016.0,1016.2,1.6000000000000227,,312
2020-06-10,USW00013743,KDCA,89.0,76.0,82.00714285714285,73.43571428571428,75.02857142857144,11.50415829113924,20.714039999999997,182.23662199971648,178.02471590425796,1012.8,1014.3,-3.2000000000000455,,316
2020-06-11,USW00013743,KDCA,86.0,74.0,79.6046511627907,72.09302325581395,64.85714285714286,12.435398424242422,25.317159999999998,195.0285619364099,336.3636806239714,1011.9,1015.4,-0.8999999999999773,,330
2020-06-12,USW00013743,KDCA,87.0,69.0,79.54166666666667,56.125,52.666666666666664,8.760776774193548,17.261699999999998,324.9006577596624,307.0309479230958,1018.4,1021.6,6.5,,312
2020-06-13,USW00013743,KDCA,81.0,65.0,73.70833333333333,50.708333333333336,53.166666666666664,9.120859548387095,16.11092,4.869673296467624,353.0617073610069,1018.2,1022.8,-0.1999999999999318,,312
2020-06-14,USW00013743,KDCA,78.0,63.0,70.41666666666667,49.375,51.833333333333336,9.098932540192926,16.11092,56.788137173242944,90.39143602493317,1022.3,1027.8,4.099999999999909,,312
2020-06-15,USW00013743,KDCA,77.0,63.0,70.16666666666667,52.708333333333336,51.833333333333336,10.670533782051281,18.41248,63.21430470287157,77.2871839765524,1026.2,1029.0,3.900000000000091,,312
2020-06-16,USW00013743,KDCA,78.0,65.0,70.125,52.875,52.666666666666664,13.049550128205126,21.864819999999998,59.05552248329559,67.76775904549197,1026.9,1027.8,0.7000000000000455,,312
2020-06-17,USW00013743,KDCA,72.0,65.0,68.53023255813955,62.8046511627907,66.19166666666666,13.51726599388379,21.864819999999998,48.50901741076194,44.491527592295824,1023.9,1022.5,-3.0000000000001137,,327
2020-06-18,USW00013743,KDCA,81.0,68.0,71.18181818181819,66.35000000000001,64.5,9.493934999999999,18.41248,88.1400751230234,145.32009907964493,1019.4,1019.9,-4.5,,332
2020-06-19,USW00013743,KDCA,82.0,69.0,75.23076923076923,66.84615384615384,67.75,7.684122044728435,13.809359999999998,183.00058202930325,197.03364491143728,1018.6,1020.5,-0.7999999999999545,,314
2020-06-20,USW00013743,KDCA,79.0,69.0,73.475,67.6,68.25,4.656396851851851,16.11092,138.16373912751123,93.48223131348266,1018.0,1018.1,-0.6000000000000227,,324
2020-06-21,USW00013743,KDCA,85.0,70.0,75.50555555555555,68.47777777777777,68.025,3.953142407407407,16.11092,97.84973635839151,127.43477786007611,1016.0,1016.9,-2.0,,324
2020-06-22,USW00013743,KDCA,89.0,71.0,78.88461538461539,69.76923076923077,69.25,8.13975280254777,20.714039999999997,175.8408731742901,183.16077338152522,1014.7,1015.5,-1.2999999999999545,,314
2020-06-23,USW00013743,KDCA,88.0,71.0,77.6,70.12,72.33333333333333,7.162042939297124,16.11092,180.38779617989636,176.4058519810343,1013.6,1010.2,-1.1000000000000227,,313
2020-06-24,USW00013743,KDCA,86.0,75.0,80.45833333333333,61.833333333333336,55.5,9.978376258064516,17.261699999999998,267.9616749439416,246.50063794385363,1004.9,1010.7,-8.700000000000045,,312
2020-06-25,USW00013743,KDCA,85.0,72.0,78.57692307692308,62.80769230769231,65.125,5.258580453074433,24.166379999999997,183.3598720329867,170.9184544645516,1010.7,1015.4,5.800000000000068,,310
2020-06-26,USW00013743,KDCA,89.0,67.0,77.42307692307692,60.15384615384615,58.666666666666664,7.269831346153846,19.56326,256.61783476142125,237.73602849140414,1015.5,1018.0,4.7999999999999545,,314
2020-06-27,USW00013743,KDCA,92.0,75.0,82.48148148148148,66.14814814814815,68.77777777777777,9.063762476190476,19.56326,211.7934068707357,251.12040131662627,1014.1,1012.3,-1.3999999999999773,,315
2020-06-28,USW00013743,KDCA,90.0,76.0,82.20833333333333,69.125,68.33333333333333,6.107986153846154,14.960139999999999,293.6812327982274,268.4382189502982,1008.5,1009.6,-5.600000000000023,,312
2020-06-29,USW00013743,KDCA,92.0,76.0,83.58333333333333,65.0,60.5,10.098001993569131,18.41248,326.7827190292504,330.4200426688749,1007.5,1011.9,-1.0,,312
2020-06-30,USW00013743,KDCA,91.0,73.0,82.875,62.166666666666664,58.5,6.152390161812297,13.809359999999998,343.7763809604657,342.7437979431043,1011.2,1013.3,3.7000000000000455,,312
2020-07-01,USW00013743,KDCA,86.0,73.0,79.57142857142857,67.75,69.1,6.1607043949044575,16.11092,79.61974755338309,132.17544512432448,1011.0,1012.4,-0.20000000000004547,,314
