period,strategy_name,n_trades,n_days,total_pnl,roi,sharpe_ratio,max_drawdown,win_rate,avg_ev
IS (2023-2024),S0396_ev0.15_proportional_kf0.05_fee0.07_mp0.05_br10000,346,4377,3275.878747303879,0.3275878747303879,6.958937011819653,124.25091858573535,0.6069364161849711,0.2546606556858531
OOS (2025),S0396_ev0.15_proportional_kf0.05_fee0.07_mp0.05_br10000,159,2165,1401.1317129937743,0.14011317129937742,6.793060255254841,64.93294045251719,0.5849056603773585,0.25355093464456824
