strategy_name,n_trades,n_days,total_pnl,roi,sharpe_ratio,max_drawdown,win_rate,avg_ev
S0004_ev0.01_proportional_kf0.05_fee0.07_mp0.05_br10000,2431,4377,12740.003220518329,1.2740003220518328,4.184261643690044,190.50280357882912,0.3747429041546689,0.07295287129428851
S0005_ev0.01_proportional_kf0.05_fee0.07_mp0.10_br10000,2431,4377,12740.003220518329,1.2740003220518328,4.184261643690044,190.50280357882912,0.3747429041546689,0.07295287129428851
S0006_ev0.01_proportional_kf0.05_fee0.07_mp0.15_br10000,2431,4377,12740.003220518329,1.2740003220518328,4.184261643690044,190.50280357882912,0.3747429041546689,0.07295287129428851
S0007_ev0.01_proportional_kf0.05_fee0.07_mp0.20_br10000,2431,4377,12740.003220518329,1.2740003220518328,4.184261643690044,190.50280357882912,0.3747429041546689,0.07295287129428851
S0028_ev0.01_fractional_kelly_kf0.50_fee0.07_mp0.05_br10000,2431,4377,12740.003220518329,1.2740003220518328,4.184261643690044,190.50280357882912,0.3747429041546689,0.07295287129428851
S0029_ev0.01_fractional_kelly_kf0.50_fee0.07_mp0.10_br10000,2431,4377,12740.003220518329,1.2740003220518328,4.184261643690044,190.50280357882912,0.3747429041546689,0.07295287129428851
S0030_ev0.01_fractional_kelly_kf0.50_fee0.07_mp0.15_br10000,2431,4377,12740.003220518329,1.2740003220518328,4.184261643690044,190.50280357882912,0.3747429041546689,0.07295287129428851
S0031_ev0.01_fractional_kelly_kf0.50_fee0.07_mp0.20_br10000,2431,4377,12740.003220518329,1.2740003220518328,4.184261643690044,190.50280357882912,0.3747429041546689,0.07295287129428851
S0032_ev0.01_capped_kelly_kf0.05_fee0.07_mp0.05_br10000,2431,4377,12740.003220518329,1.2740003220518328,4.184261643690044,190.50280357882912,0.3747429041546689,0.07295287129428851
S0033_ev0.01_capped_kelly_kf0.05_fee0.07_mp0.10_br10000,2431,4377,12740.003220518329,1.2740003220518328,4.184261643690044,190.50280357882912,0.3747429041546689,0.07295287129428851
S0034_ev0.01_capped_kelly_kf0.05_fee0.07_mp0.15_br10000,2431,4377,12740.003220518329,1.2740003220518328,4.184261643690044,190.50280357882912,0.3747429041546689,0.07295287129428851
