station_id,icao,overlap_days,mean_bias_f,mae_f,rmse_f,corr
USW00003887,KIKK,8472.0,-1.8374268177525968,3.571789423984892,4.995659201677115,0.974929397475564
USW00014819,KMDW,9845.0,0.1288918232605381,1.379321482986288,2.7578219079515733,0.9912842926663067
USW00014821,KDNV,8443.0,-0.34985905483832785,4.218152315527656,5.6108173681338664,0.961561113717574
USW00014826,KBMI,9858.0,3.02490160275918,5.2670480827754105,7.1048348518072295,0.9519321557859038
USW00014827,KPNT,8385.0,1.6546380441264161,3.7713846153846156,5.021264164568089,0.9740760269405299
USW00014834,KGRB,0.0,,,,
USW00014836,KLSE,9806.0,-0.1974852131348155,5.359851111564348,7.008774975496695,0.9508121356768913
USW00014837,KMSN,9859.0,0.11064611015315949,1.2378598235115126,2.471519147660249,0.9935938285464874
USW00014838,KJVL,9213.0,8.564228807120374,9.80956908715945,12.349817269262513,0.9088017744255231
USW00014839,KMKE,9859.0,0.17584744903134186,1.4422274064306728,3.1163649920651375,0.9882971759306737
USW00014840,KMKG,9854.0,-0.4413821798254516,1.2882098640146136,2.2177691814240466,0.9938865129256798
USW00014841,KGRR,9855.0,3.956878741755455,5.1028188736681885,6.818696516317007,0.9650289355088636
USW00014842,KPIA,9858.0,0.13299857983363741,1.2707181984175295,2.5539955212053895,0.9927590739672871
USW00014847,KATW,9824.0,3.8306799674267107,5.700451954397395,7.689132856697684,0.9507989446841368
USW00014848,KSBN,9857.0,-0.05124885867911153,1.1070427107639245,2.181674346050918,0.9944709746099598
USW00014850,KOSH,9841.0,-0.48181079158622103,3.589413677471802,4.758380948291137,0.975447099706065
USW00014855,KARR,0.0,,,,
USW00014880,KJOT,8486.0,4.1214140938015555,4.67707282583078,6.4022893545586985,0.9718807147857942
USW00014891,KRPJ,8396.0,-0.9009528346831827,5.587008099094808,7.571541871228449,0.9371824421496985
USW00014898,KLAF,9853.0,6.99963462904699,7.990723637470822,10.509154395757726,0.9331773837163111
USW00014920,KDBQ,9859.0,-1.0283842174662747,3.816792778172229,4.932431046862382,0.978165550803675
USW00014922,KMCW,9857.0,0.8218037942578876,3.588162726996044,4.918535691120995,0.9787354402321128
USW00014923,KMLI,9858.0,0.08804017041996322,1.2639744370054784,2.5077877080160444,0.993352303386692
USW00014933,KALO,9849.0,-2.4381642806376287,3.8812387044369996,5.170579455709766,0.9792583928450344
USW00093817,KHUF,9854.0,-3.221816521209661,3.911514105946824,4.979602555171351,0.980741734421931
USW00093819,KIND,9859.0,-0.12406126381986024,1.1357013895932655,2.1498754802514184,0.9942779208352069
USW00094822,KRFD,9859.0,-0.007509889441119912,1.246864793589614,2.496381980831155,0.9934317294389977
USW00094830,KFWA,9836.0,-0.020746238308255636,2.3951911346075647,3.4585903507519884,0.986055205410877
USW00094846,KORD,9859.0,0.14235317983568294,1.3248625621259766,2.6190786662771486,0.9922823207273795
USW00094847,KGYY,9830.0,1.2812817904374365,4.371104781281791,5.9922128714393095,0.9580716298963278
USW00094849,KAZO,9852.0,4.541175395858709,5.7267214778725135,7.671404429412533,0.9558836104654946
USW00094850,KTVC,9858.0,5.987356461756948,6.8302617163724895,8.558012669308347,0.96138941649623
USW00094860,KENW,9849.0,-0.3451233627779471,3.2879236470707687,4.310663404477223,0.9783654379797709
USW00094870,KCMI,9813.0,-0.11480485070824432,1.1380311831244272,2.3106827617030934,0.9939611584063301
USW00094871,KDKB,8396.0,-0.20570509766555511,3.6380967127203427,4.813913340350448,0.9741459220121859
USW00094892,KDPA,9781.0,-0.0006768224107965722,1.2206093446477873,2.4936764929902306,0.9931116335587037
USW00094910,KCID,9857.0,-0.018892157857360464,2.7329755503702953,3.841728104651603,0.9863354594186821
