variant,model_brier,market_brier,brier_edge,total_pnl,return_pct,sharpe_ratio,win_rate,n_trades,max_drawdown,max_drawdown_pct,avg_pnl_per_trade,avg_ev_traded
U3_mlp,0.11269222457328185,0.10992065054368202,-0.0027715740295998215,28.150000000000773,2.815000000000077,0.16579116833974675,0.3776150627615063,956,-149.84999999999945,-12.817003806183932,0.029445606694560134,0.08441979406220715
U5_regime,0.1107316049072749,0.10992065054368202,-0.0008109543635928806,48.400000000001455,4.8400000000001455,0.3901048263202323,0.3257042253521127,568,-116.14999999999918,-10.920972215692656,0.08521126760563343,0.06064834741177356
U7_extended,0.11120027150333439,0.10992065054368202,-0.0012796209596523667,-91.74999999999841,-9.17499999999984,-0.603173978540146,0.354978354978355,693,-173.1499999999985,-16.25592639534324,-0.13239538239538287,0.07370555359537584
U8_cv,0.11012257267220744,0.10992065054368202,-0.00020192212852541969,97.60000000000105,9.760000000000105,0.7023380374812137,0.34328358208955223,536,-109.74999999999943,-10.443429441431102,0.1820895522388055,0.06566859314952807
U9_kitchen,0.10601204888355323,0.10992065054368202,0.0039086016601287965,339.6000000000031,33.960000000000306,2.7577361678582553,0.46169354838709675,496,-118.24999999999943,-10.85609364241445,0.6846774193548381,0.06892435931878772
