date,bucket_label,direction,model_prob,market_prob,entry_price,ev,kelly_frac,n_contracts,cost,outcome,won,pnl,bankroll_after
2026-01-29,18-20,NO,0.0001,0.13664051026272217,0.9024282489162601,0.027478751083739872,0.24915674561512674,10,9.024282489162601,0,1,0.2757175108373975,1000.2757175108374
2026-01-29,28-30,NO,0.0001,0.136237246162307,0.9028637741447084,0.02704322585529151,0.2491432117301801,10,9.028637741447085,0,1,0.27136225855291407,1000.5470797693903
2026-01-29,30-32,NO,0.0001,0.1305937908515432,0.9089587058803333,0.02094829411966659,0.24889502994123033,10,9.089587058803334,0,1,0.21041294119666532,1000.7574927105869
2026-01-29,54-56,NO,0.012372064888923492,0.1477955255272558,0.8903808324305638,0.028113147222737278,0.1773961250792718,10,8.903808324305638,0,1,0.39619167569436087,1001.1536843862813
2026-01-29,62-64,YES,0.11068730897546902,0.01,0.0592,0.043739197347186176,0.012557188030312983,10,0.5920000000000001,0,0,-0.5920000000000001,1000.5616843862813
2026-01-29,64-66,YES,0.13642195283444697,0.013647596192313366,0.0625557884969283,0.06431662763910737,0.018536243249482918,10,0.6255578849692831,0,0,-0.6255578849692831,999.936126501312
2026-01-29,68-70,YES,0.13801362318243593,0.017584348399427446,0.06617760052747325,0.06217506903219215,0.017994170176114307,10,0.6617760052747325,0,0,-0.6617760052747325,999.2743504960372
2026-01-29,70-72,YES,0.1132852395127627,0.01,0.0592,0.0461552727468693,0.013250824743589028,10,0.5920000000000001,0,0,-0.5920000000000001,998.6823504960372
2026-01-29,78-80,NO,0.013263925563752776,0.1632101499953771,0.8737330380049927,0.043931511220717145,0.1951923014104411,10,8.737330380049928,0,1,0.5626696199500714,999.2450201159872
2026-01-30,14-16,NO,0.0001,0.14655824167531462,0.8917170989906602,0.03818990100933972,0.24939267925400102,10,8.917170989906602,0,1,0.3828290100933973,999.6278491260806
2026-01-30,18-20,NO,0.0001,0.1686619078054145,0.8678451395701523,0.062061860429847626,0.2496259343221237,10,8.678451395701522,0,1,0.6215486042984768,1000.2493977303791
2026-01-30,20-22,NO,0.0001,0.14334329301157347,0.8951892435475006,0.034717756452499304,0.24933210299432237,10,8.951892435475006,1,0,-8.951892435475006,991.2975052949041
2026-01-30,22-24,NO,0.0001,0.17705268121733125,0.8587831042852823,0.07112389571471767,0.2496735325267036,10,8.587831042852823,0,1,0.7121689571471759,992.0096742520512
2026-01-30,26-28,NO,0.0001,0.19960468563687928,0.8344269395121704,0.09548006048782953,0.24975673061131112,10,8.344269395121703,0,1,0.9557306048782959,992.9654048569296
2026-01-30,62-64,YES,0.1105607701758668,0.024187160228832497,0.0722521874105259,0.03056932885303021,0.00890976590215479,10,0.722521874105259,0,0,-0.722521874105259,992.2428829828243
2026-01-30,64-66,YES,0.136562719608466,0.021995894844112705,0.07023622325658369,0.05676710597928969,0.016506599694834256,10,0.7023622325658369,0,0,-0.7023622325658369,991.5405207502585
2026-01-30,66-68,YES,0.14720264611859607,0.01,0.0592,0.07769846089029434,0.022306632088394104,10,0.5920000000000001,0,0,-0.5920000000000001,990.9485207502585
2026-01-30,68-70,YES,0.13846886831337502,0.01,0.0592,0.06957604753143876,0.01997474952096887,10,0.5920000000000001,0,0,-0.5920000000000001,990.3565207502585
2026-01-30,70-72,YES,0.11366876920548574,0.01,0.0592,0.046511955361101726,0.013353225585984651,10,0.5920000000000001,0,0,-0.5920000000000001,989.7645207502585
2026-01-31,12-14,NO,0.0001,0.1332443640345083,0.906096086842731,0.02381091315726891,0.24902735590415548,10,9.06096086842731,0,1,0.23903913157268875,990.0035598818312
2026-01-31,18-20,NO,0.0001,0.20848093020295144,0.8248405953808124,0.10506640461918748,0.24977890707840927,10,8.248405953808124,0,1,1.051594046191875,991.0551539280231
2026-01-31,20-22,NO,0.0001,0.2699750838408747,0.7584269094518553,0.17148009054814461,0.24986448923939228,10,7.584269094518553,0,1,1.715730905481446,992.7708848335045
2026-01-31,22-24,NO,0.0001,0.16173731004088926,0.8753237051558396,0.05458329484416036,0.2495747700156665,10,8.753237051558395,0,1,0.5467629484416037,993.3176477819461
2026-01-31,24-26,NO,0.0001,0.18054877496377236,0.8550073230391259,0.07489967696087407,0.2496899697284826,10,8.55007323039126,1,0,-8.55007323039126,984.7675745515548
2026-01-31,40-42,NO,0.0001,0.15662355888959487,0.8808465563992376,0.04906044360076234,0.24952699143138699,10,8.808465563992376,0,1,0.4915344360076226,985.2591089875625
2026-01-31,62-64,YES,0.11166464447654778,0.01,0.0592,0.04464811936318942,0.012818132568669451,10,0.5920000000000001,0,0,-0.5920000000000001,984.6671089875625
2026-01-31,64-66,YES,0.13959284142055894,0.01,0.0592,0.07062134252111982,0.020274845693936557,10,0.5920000000000001,0,0,-0.5920000000000001,984.0751089875625
2026-01-31,66-68,YES,0.15115968695335813,0.01,0.0592,0.08137850886662304,0.02336314563235618,10,0.5920000000000001,0,0,-0.5920000000000001,983.4831089875626
2026-01-31,68-70,YES,0.14178656421833535,0.015361784058951111,0.06413284133423502,0.06772866338881683,0.019555154249406324,10,0.6413284133423502,0,0,-0.6413284133423502,982.8417805742203
2026-01-31,Above 110,NO,0.0001,0.14731800839465364,0.8908965509337741,0.03901044906622586,0.24940542329244098,10,8.90896550933774,0,1,0.3910344906622587,983.2328150648825
2026-02-01,0-2,NO,0.0001,0.14144558968823087,0.8972387631367107,0.032668236863289235,0.24929031983447336,10,8.972387631367107,0,1,0.32761236863289156,983.5604274335154
2026-02-01,24-26,NO,0.0001,0.17347772925522326,0.8626440524043588,0.06726294759564111,0.24965481890122643,10,8.626440524043588,0,1,0.6735594759564112,984.2339869094718
2026-02-01,28-30,NO,0.0001,0.14281835185790998,0.8957561799934572,0.03415082000654268,0.24932104537415642,10,8.957561799934572,0,1,0.3424382000654269,984.5764251095372
2026-02-01,34-36,NO,0.0001,0.1541873489285257,0.8834776631571922,0.0464293368428077,0.249500240065787,10,8.834776631571922,0,1,0.4652233684280773,985.0416484779653
2026-02-01,36-38,NO,0.0001,0.19150282186416742,0.8431769523866992,0.08673004761330072,0.24973221396116443,10,8.431769523866992,0,1,0.8682304761330073,985.9098789540983
2026-02-01,62-64,YES,0.10901587509310517,0.01,0.0592,0.0421847638365878,0.012110922093646016,10,0.5920000000000001,0,0,-0.5920000000000001,985.3178789540983
