epoch,train_loss,val_loss,val_mae,lr,delta_mae,reconstructed_mae
1,5.610812854766846,6.191731595993042,6.368283929518105,0.001,6.368284225463867,6.368283929518105
2,5.549539518356323,6.1110100746154785,6.286325564547612,0.001,6.286325931549072,6.286325564547612
3,5.515187430381775,6.091079950332642,6.268889741424988,0.001,6.268889904022217,6.268889741424988
4,5.476047658920288,6.040146207809448,6.223009973457152,0.001,6.223010540008545,6.223009973457152
5,5.427591919898987,6.000608348846436,6.191352969015927,0.001,6.1913533210754395,6.191352969015927
6,5.3608996868133545,5.912522459030152,6.107340185281679,0.001,6.107339859008789,6.107340185281679
7,5.289751148223877,5.796992301940918,6.013566412197522,0.001,6.013566493988037,6.013566412197522
8,5.19145804643631,5.7554364681243895,5.990673198345369,0.001,5.990672588348389,5.990673198345369
9,5.104823708534241,5.616172981262207,5.850182273307421,0.001,5.850182056427002,5.850182273307421
10,5.016493797302246,5.551073837280273,5.779370115960603,0.001,5.779370307922363,5.779370115960603
11,4.956086671352386,5.485701942443848,5.683188629298315,0.001,5.6831889152526855,5.683188629298315
12,4.880292820930481,5.417190742492676,5.608396866645691,0.001,5.608396530151367,5.608396866645691
13,4.792470669746399,5.439753198623658,5.618905567180937,0.001,5.618905544281006,5.618905567180937
14,4.781139540672302,5.414459657669068,5.610360337430544,0.001,5.610360622406006,5.610360337430544
15,4.710109663009644,5.365712070465088,5.534966441144909,0.001,5.534966468811035,5.534966441144909
16,4.696063578128815,5.362115669250488,5.515163454323136,0.001,5.515163421630859,5.515163454323136
17,4.689655697345733,5.313799095153809,5.46159806298731,0.001,5.461597919464111,5.46159806298731
18,4.671682572364807,5.361647891998291,5.533299023910378,0.001,5.533298969268799,5.533299023910378
19,4.608756446838379,5.260264921188354,5.4021772829905474,0.001,5.402177333831787,5.4021772829905474
20,4.590180671215057,5.29350528717041,5.440998678410794,0.001,5.4409990310668945,5.440998678410794
21,4.651203560829162,5.267169618606568,5.433376194757484,0.001,5.433376312255859,5.433376194757484
22,4.586875927448273,5.332844924926758,5.495545152509516,0.001,5.495545387268066,5.495545152509516
23,4.614107477664947,5.223480987548828,5.363610788965532,0.001,5.363610744476318,5.363610788965532
24,4.520797526836395,5.336067342758179,5.474413247265086,0.001,5.47441291809082,5.474413247265086
25,4.5280338525772095,5.176215314865113,5.301187692101855,0.001,5.301187515258789,5.301187692101855
26,4.474963390827179,5.190508460998535,5.316649044704263,0.001,5.316648483276367,5.316649044704263
27,4.46094890832901,5.177787256240845,5.309732875151791,0.001,5.309732913970947,5.309732875151791
28,4.49582052230835,5.342607736587524,5.478922757409568,0.001,5.4789228439331055,5.478922757409568
29,4.512437224388123,5.114354515075684,5.228909076871011,0.001,5.228908538818359,5.228909076871011
30,4.477445387840271,5.122873306274414,5.238694082455043,0.001,5.238693714141846,5.238694082455043
31,4.468053030967712,5.259645462036133,5.404999472851301,0.001,5.404999256134033,5.404999472851301
32,4.443646574020386,5.089776277542114,5.210854579691034,0.001,5.210854530334473,5.210854579691034
33,4.382626223564148,5.113553047180176,5.2220480680683234,0.001,5.222048282623291,5.2220480680683234
34,4.365022933483123,5.033376932144165,5.139198244770948,0.001,5.139197826385498,5.139198244770948
35,4.359655594825744,5.0912861824035645,5.217026532614319,0.001,5.217026710510254,5.217026532614319
36,4.332211112976074,5.053152799606323,5.157814813937149,0.001,5.1578145027160645,5.157814813937149
37,4.324160993099213,5.03309121131897,5.159897722259272,0.001,5.159897804260254,5.159897722259272
38,4.385139894485474,5.108482837677002,5.211701106367103,0.001,5.211700916290283,5.211701106367103
39,4.365817856788635,5.0863685131073,5.201259552534045,0.001,5.201260089874268,5.201259552534045
40,4.2866335272789,5.023100090026856,5.118462744257311,0.001,5.118462562561035,5.118462744257311
41,4.339198923110962,5.044014358520508,5.173631040647517,0.001,5.173631191253662,5.173631040647517
42,4.347837841510772,5.1169798374176025,5.23212292608771,0.001,5.232122421264648,5.23212292608771
43,4.328745865821839,5.103017997741699,5.2342566108486075,0.001,5.234256267547607,5.2342566108486075
44,4.285394954681396,5.007606124877929,5.1091924232962365,0.001,5.109192371368408,5.1091924232962365
45,4.276507067680359,5.049352693557739,5.157720740377686,0.001,5.15772008895874,5.157720740377686
46,4.264883375167846,4.967801427841186,5.077376622474977,0.001,5.077376365661621,5.077376622474977
47,4.246249330043793,5.056328248977661,5.1686460424600735,0.001,5.168645858764648,5.1686460424600735
48,4.328066027164459,5.19381799697876,5.324180507575073,0.001,5.324180603027344,5.324180507575073
49,4.320248246192932,5.033070135116577,5.143290461420361,0.001,5.143290042877197,5.143290461420361
50,4.281520247459412,5.053845548629761,5.158199123999063,0.001,5.158199310302734,5.158199123999063
51,4.2478670358657835,4.964046812057495,5.07340606731655,0.001,5.073406219482422,5.07340606731655
52,4.235699188709259,5.00446457862854,5.108465023463878,0.001,5.108465194702148,5.108465023463878
53,4.269583332538605,4.9334183692932125,5.036011356667881,0.001,5.036011695861816,5.036011356667881
54,4.252343022823334,5.021633672714233,5.1460029396860705,0.001,5.146002769470215,5.1460029396860705
55,4.210989987850189,5.015509796142578,5.109446606766568,0.001,5.109446048736572,5.109446606766568
56,4.177107107639313,5.003712272644043,5.09457097556143,0.001,5.094571113586426,5.09457097556143
57,4.221205151081085,5.051196146011352,5.16456128167845,0.001,5.1645612716674805,5.16456128167845
58,4.22021404504776,5.1541729927062985,5.268461306987017,0.001,5.268461227416992,5.268461306987017
59,4.19110096693039,5.087855482101441,5.197622576805145,0.001,5.197621822357178,5.197622576805145
60,4.123736989498139,4.95944037437439,5.04959149677823,0.0005,5.049591064453125,5.04959149677823
61,4.104610550403595,4.962293815612793,5.053629864919794,0.0005,5.0536298751831055,5.053629864919794
62,4.105050587654114,4.940727567672729,5.027835017715709,0.0005,5.027834892272949,5.027835017715709
63,4.106834065914154,4.95942530632019,5.046811875276757,0.0005,5.046811103820801,5.046811875276757
64,4.083824968338012,4.938747596740723,5.027081582137267,0.0005,5.0270819664001465,5.027081582137267
65,4.077639520168304,4.962871026992798,5.049871929353172,0.0005,5.049872398376465,5.049871929353172
66,4.05478413105011,4.933718061447143,5.02057644799678,0.00025,5.020576477050781,5.02057644799678
67,4.089348542690277,4.944458913803101,5.0302612243038025,0.00025,5.030261993408203,5.0302612243038025
68,4.062398838996887,4.941093063354492,5.036790956061905,0.00025,5.03679084777832,5.036790956061905
69,4.056293845176697,4.928691482543945,5.016783534064346,0.00025,5.016783237457275,5.016783534064346
70,4.036693787574768,4.9272853374481205,5.0115042169664035,0.00025,5.011504173278809,5.0115042169664035
71,4.038512051105499,4.935773468017578,5.0222044859706925,0.00025,5.022204399108887,5.0222044859706925
72,4.029052555561066,4.930314922332764,5.015489988346604,0.00025,5.01548957824707,5.015489988346604
73,4.034264373779297,4.931494808197021,5.018093146999387,0.00025,5.018093109130859,5.018093146999387
74,4.0242676615715025,4.9335675716400145,5.021327482806723,0.00025,5.021327495574951,5.021327482806723
75,4.053947913646698,4.944915056228638,5.028792058553574,0.00025,5.028791904449463,5.028792058553574
76,4.030443620681763,4.929952383041382,5.01599461906474,0.00025,5.015994548797607,5.01599461906474
77,4.025557017326355,4.930162191390991,5.015244553232715,0.000125,5.015244483947754,5.015244553232715
78,4.028572523593903,4.927868843078613,5.01520100290758,0.000125,5.015201091766357,5.01520100290758
