strategy_name,n_trades,n_days,total_pnl,roi,sharpe_ratio,max_drawdown,win_rate,avg_ev
S0396_ev0.15_proportional_kf0.05_fee0.07_mp0.05_br10000,610,7310,6452.62861100753,0.6452628611007529,9.343655062200886,155.73362845495785,0.6081967213114754,0.28338276467990564
S0397_ev0.15_proportional_kf0.05_fee0.07_mp0.10_br10000,610,7310,6452.62861100753,0.6452628611007529,9.343655062200886,155.73362845495785,0.6081967213114754,0.28338276467990564
S0398_ev0.15_proportional_kf0.05_fee0.07_mp0.15_br10000,610,7310,6452.62861100753,0.6452628611007529,9.343655062200886,155.73362845495785,0.6081967213114754,0.28338276467990564
S0399_ev0.15_proportional_kf0.05_fee0.07_mp0.20_br10000,610,7310,6452.62861100753,0.6452628611007529,9.343655062200886,155.73362845495785,0.6081967213114754,0.28338276467990564
S0400_ev0.15_fractional_kelly_kf0.05_fee0.07_mp0.05_br10000,610,7310,6452.62861100753,0.6452628611007529,9.343655062200886,155.73362845495785,0.6081967213114754,0.28338276467990564
S0401_ev0.15_fractional_kelly_kf0.05_fee0.07_mp0.10_br10000,610,7310,6452.62861100753,0.6452628611007529,9.343655062200886,155.73362845495785,0.6081967213114754,0.28338276467990564
S0402_ev0.15_fractional_kelly_kf0.05_fee0.07_mp0.15_br10000,610,7310,6452.62861100753,0.6452628611007529,9.343655062200886,155.73362845495785,0.6081967213114754,0.28338276467990564
S0403_ev0.15_fractional_kelly_kf0.05_fee0.07_mp0.20_br10000,610,7310,6452.62861100753,0.6452628611007529,9.343655062200886,155.73362845495785,0.6081967213114754,0.28338276467990564
S0404_ev0.15_fractional_kelly_kf0.10_fee0.07_mp0.05_br10000,610,7310,6452.62861100753,0.6452628611007529,9.343655062200886,155.73362845495785,0.6081967213114754,0.28338276467990564
S0405_ev0.15_fractional_kelly_kf0.10_fee0.07_mp0.10_br10000,610,7310,6452.62861100753,0.6452628611007529,9.343655062200886,155.73362845495785,0.6081967213114754,0.28338276467990564
