total_pnl,return_pct,n_trades,win_rate,sharpe_ratio,max_drawdown,max_drawdown_pct,ev_threshold,kelly_fraction,max_contracts
67.66854862237142,6.766854862237142,1011,0.6973293768545994,3.6689523910661763,-17.532465199283706,-1.7551121000952432,0.01,0.1,5
135.89331121044074,13.589331121044074,1011,0.6973293768545994,3.6907379234619495,-35.064930398567185,-3.5139633094273406,0.01,0.1,10
208.51371334482133,20.85137133448213,1011,0.6973293768545994,3.7958580033868485,-52.77393564867009,-5.294276070150664,0.01,0.1,15
67.66854862237142,6.766854862237142,1011,0.6973293768545994,3.6689523910661763,-17.532465199283706,-1.7551121000952432,0.01,0.15,5
135.33709724474443,13.533709724474443,1011,0.6973293768545994,3.6689523910661763,-35.064930398567185,-3.5139633094273406,0.01,0.15,10
203.00564586711403,20.300564586711403,1011,0.6973293768545994,3.668952391066189,-52.59739559785237,-5.276565589494273,0.01,0.15,15
67.66854862237142,6.766854862237142,1011,0.6973293768545994,3.6689523910661763,-17.532465199283706,-1.7551121000952432,0.01,0.2,5
135.33709724474443,13.533709724474443,1011,0.6973293768545994,3.6689523910661763,-35.064930398567185,-3.5139633094273406,0.01,0.2,10
203.00564586711403,20.300564586711403,1011,0.6973293768545994,3.668952391066189,-52.59739559785237,-5.276565589494273,0.01,0.2,15
67.66854862237142,6.766854862237142,1011,0.6973293768545994,3.6689523910661763,-17.532465199283706,-1.7551121000952432,0.01,0.25,5
135.33709724474443,13.533709724474443,1011,0.6973293768545994,3.6689523910661763,-35.064930398567185,-3.5139633094273406,0.01,0.25,10
203.00564586711403,20.300564586711403,1011,0.6973293768545994,3.668952391066189,-52.59739559785237,-5.276565589494273,0.01,0.25,15
67.66854862237142,6.766854862237142,1011,0.6973293768545994,3.6689523910661763,-17.532465199283706,-1.7551121000952432,0.01,0.35,5
135.33709724474443,13.533709724474443,1011,0.6973293768545994,3.6689523910661763,-35.064930398567185,-3.5139633094273406,0.01,0.35,10
203.00564586711403,20.300564586711403,1011,0.6973293768545994,3.668952391066189,-52.59739559785237,-5.276565589494273,0.01,0.35,15
67.53728171118496,6.753728171118496,855,0.6491228070175439,4.128117707449944,-23.348749343312647,-2.3373594088875267,0.02,0.1,5
135.07456342237242,13.507456342237242,855,0.6491228070175439,4.128117707449944,-46.69749868662427,-4.67969835278881,0.02,0.1,10
204.22438887432963,20.422438887432964,855,0.6491228070175439,4.1594302692912715,-70.04624802993806,-7.02703276135299,0.02,0.1,15
67.53728171118496,6.753728171118496,855,0.6491228070175439,4.128117707449944,-23.348749343312647,-2.3373594088875267,0.02,0.15,5
135.07456342237242,13.507456342237242,855,0.6491228070175439,4.128117707449944,-46.69749868662427,-4.67969835278881,0.02,0.15,10
202.61184513355738,20.261184513355737,855,0.6491228070175439,4.128117707449954,-70.04624802993806,-7.02703276135299,0.02,0.15,15
67.53728171118496,6.753728171118496,855,0.6491228070175439,4.128117707449944,-23.348749343312647,-2.3373594088875267,0.02,0.2,5
135.07456342237242,13.507456342237242,855,0.6491228070175439,4.128117707449944,-46.69749868662427,-4.67969835278881,0.02,0.2,10
202.61184513355738,20.261184513355737,855,0.6491228070175439,4.128117707449954,-70.04624802993806,-7.02703276135299,0.02,0.2,15
67.53728171118496,6.753728171118496,855,0.6491228070175439,4.128117707449944,-23.348749343312647,-2.3373594088875267,0.02,0.25,5
135.07456342237242,13.507456342237242,855,0.6491228070175439,4.128117707449944,-46.69749868662427,-4.67969835278881,0.02,0.25,10
202.61184513355738,20.261184513355737,855,0.6491228070175439,4.128117707449954,-70.04624802993806,-7.02703276135299,0.02,0.25,15
67.53728171118496,6.753728171118496,855,0.6491228070175439,4.128117707449944,-23.348749343312647,-2.3373594088875267,0.02,0.35,5
135.07456342237242,13.507456342237242,855,0.6491228070175439,4.128117707449944,-46.69749868662427,-4.67969835278881,0.02,0.35,10
202.61184513355738,20.261184513355737,855,0.6491228070175439,4.128117707449954,-70.04624802993806,-7.02703276135299,0.02,0.35,15
65.73184045363882,6.573184045363882,751,0.6085219707057257,4.411488859683177,-23.202746768221914,-2.3227436156562766,0.03,0.1,5
131.4636809072822,13.146368090728219,751,0.6085219707057257,4.411488859683177,-46.40549353644212,-4.650435628686958,0.03,0.1,10
197.19552136092125,19.719552136092126,751,0.6085219707057257,4.411488859683186,-69.60824030466506,-6.983091869131275,0.03,0.1,15
65.73184045363882,6.573184045363882,751,0.6085219707057257,4.411488859683177,-23.202746768221914,-2.3227436156562766,0.03,0.15,5
131.4636809072822,13.146368090728219,751,0.6085219707057257,4.411488859683177,-46.40549353644212,-4.650435628686958,0.03,0.15,10
197.19552136092125,19.719552136092126,751,0.6085219707057257,4.411488859683186,-69.60824030466506,-6.983091869131275,0.03,0.15,15
65.73184045363882,6.573184045363882,751,0.6085219707057257,4.411488859683177,-23.202746768221914,-2.3227436156562766,0.03,0.2,5
131.4636809072822,13.146368090728219,751,0.6085219707057257,4.411488859683177,-46.40549353644212,-4.650435628686958,0.03,0.2,10
197.19552136092125,19.719552136092126,751,0.6085219707057257,4.411488859683186,-69.60824030466506,-6.983091869131275,0.03,0.2,15
65.73184045363882,6.573184045363882,751,0.6085219707057257,4.411488859683177,-23.202746768221914,-2.3227436156562766,0.03,0.25,5
131.4636809072822,13.146368090728219,751,0.6085219707057257,4.411488859683177,-46.40549353644212,-4.650435628686958,0.03,0.25,10
197.19552136092125,19.719552136092126,751,0.6085219707057257,4.411488859683186,-69.60824030466506,-6.983091869131275,0.03,0.25,15
65.73184045363882,6.573184045363882,751,0.6085219707057257,4.411488859683177,-23.202746768221914,-2.3227436156562766,0.03,0.35,5
131.4636809072822,13.146368090728219,751,0.6085219707057257,4.411488859683177,-46.40549353644212,-4.650435628686958,0.03,0.35,10
197.19552136092125,19.719552136092126,751,0.6085219707057257,4.411488859683186,-69.60824030466506,-6.983091869131275,0.03,0.35,15
50.25285917701649,5.025285917701649,676,0.5665680473372781,3.3441025646834284,-25.499808308247225,-2.5526941934978087,0.04,0.1,5
100.50571835403616,10.050571835403616,676,0.5665680473372781,3.3441025646834284,-50.99961661649263,-5.110826673494236,0.04,0.1,10
150.75857753105174,15.075857753105174,676,0.5665680473372781,3.3441025646834355,-76.49942492474088,-7.674414837195285,0.04,0.1,15
50.25285917701649,5.025285917701649,676,0.5665680473372781,3.3441025646834284,-25.499808308247225,-2.5526941934978087,0.04,0.15,5
100.50571835403616,10.050571835403616,676,0.5665680473372781,3.3441025646834284,-50.99961661649263,-5.110826673494236,0.04,0.15,10
150.75857753105174,15.075857753105174,676,0.5665680473372781,3.3441025646834355,-76.49942492474088,-7.674414837195285,0.04,0.15,15
50.25285917701649,5.025285917701649,676,0.5665680473372781,3.3441025646834284,-25.499808308247225,-2.5526941934978087,0.04,0.2,5
100.50571835403616,10.050571835403616,676,0.5665680473372781,3.3441025646834284,-50.99961661649263,-5.110826673494236,0.04,0.2,10
150.75857753105174,15.075857753105174,676,0.5665680473372781,3.3441025646834355,-76.49942492474088,-7.674414837195285,0.04,0.2,15
50.25285917701649,5.025285917701649,676,0.5665680473372781,3.3441025646834284,-25.499808308247225,-2.5526941934978087,0.04,0.25,5
100.50571835403616,10.050571835403616,676,0.5665680473372781,3.3441025646834284,-50.99961661649263,-5.110826673494236,0.04,0.25,10
