total_pnl,return_pct,n_trades,win_rate,sharpe_ratio,max_drawdown,max_drawdown_pct,ev_threshold,kelly_fraction,max_contracts
-40.197890509811714,-4.019789050981172,230,0.5130434782608696,-3.493501071757655,-61.16154535540477,-5.9905702877008515,0.04,0.2,10
-60.296835764718935,-6.029683576471894,230,0.5130434782608696,-3.4935010717576502,-91.7423180331084,-8.89453874298287,0.04,0.2,15
-20.098945254906766,-2.0098945254906764,230,0.5130434782608696,-3.493501071757655,-30.580772677702953,-3.0263555313704456,0.04,0.25,5
-40.197890509811714,-4.019789050981172,230,0.5130434782608696,-3.493501071757655,-61.16154535540477,-5.9905702877008515,0.04,0.25,10
-60.296835764718935,-6.029683576471894,230,0.5130434782608696,-3.4935010717576502,-91.7423180331084,-8.89453874298287,0.04,0.25,15
-20.098945254906766,-2.0098945254906764,230,0.5130434782608696,-3.493501071757655,-30.580772677702953,-3.0263555313704456,0.04,0.35,5
-40.197890509811714,-4.019789050981172,230,0.5130434782608696,-3.493501071757655,-61.16154535540477,-5.9905702877008515,0.04,0.35,10
-60.296835764718935,-6.029683576471894,230,0.5130434782608696,-3.4935010717576502,-91.7423180331084,-8.89453874298287,0.04,0.35,15
-20.226898239314096,-2.0226898239314095,199,0.45226130653266333,-3.7829032684463066,-33.29651275491108,-3.286695433149669,0.05,0.1,5
-40.453796478626714,-4.045379647862672,199,0.45226130653266333,-3.7829032684463066,-66.59302550982136,-6.489667642147705,0.05,0.1,10
-60.68069471794104,-6.068069471794104,199,0.45226130653266333,-3.782903268446302,-99.88953826473323,-9.612075463466313,0.05,0.1,15
-20.226898239314096,-2.0226898239314095,199,0.45226130653266333,-3.7829032684463066,-33.29651275491108,-3.286695433149669,0.05,0.15,5
-40.453796478626714,-4.045379647862672,199,0.45226130653266333,-3.7829032684463066,-66.59302550982136,-6.489667642147705,0.05,0.15,10
-60.68069471794104,-6.068069471794104,199,0.45226130653266333,-3.782903268446302,-99.88953826473323,-9.612075463466313,0.05,0.15,15
-20.226898239314096,-2.0226898239314095,199,0.45226130653266333,-3.7829032684463066,-33.29651275491108,-3.286695433149669,0.05,0.2,5
-40.453796478626714,-4.045379647862672,199,0.45226130653266333,-3.7829032684463066,-66.59302550982136,-6.489667642147705,0.05,0.2,10
-60.68069471794104,-6.068069471794104,199,0.45226130653266333,-3.782903268446302,-99.88953826473323,-9.612075463466313,0.05,0.2,15
-20.226898239314096,-2.0226898239314095,199,0.45226130653266333,-3.7829032684463066,-33.29651275491108,-3.286695433149669,0.05,0.25,5
-40.453796478626714,-4.045379647862672,199,0.45226130653266333,-3.7829032684463066,-66.59302550982136,-6.489667642147705,0.05,0.25,10
-60.68069471794104,-6.068069471794104,199,0.45226130653266333,-3.782903268446302,-99.88953826473323,-9.612075463466313,0.05,0.25,15
-20.226898239314096,-2.0226898239314095,199,0.45226130653266333,-3.7829032684463066,-33.29651275491108,-3.286695433149669,0.05,0.35,5
-40.453796478626714,-4.045379647862672,199,0.45226130653266333,-3.7829032684463066,-66.59302550982136,-6.489667642147705,0.05,0.35,10
-60.68069471794104,-6.068069471794104,199,0.45226130653266333,-3.782903268446302,-99.88953826473323,-9.612075463466313,0.05,0.35,15
