model,total_pnl,return_pct,n_trades,win_rate,sharpe_ratio,max_drawdown,max_drawdown_pct,n_trading_days,ev_threshold,kelly_fraction,max_contracts,period
u4_platt_prob,-160.98199999999997,-16.098199999999995,212,0.419811320754717,-1.7830291347091818,-181.62,-17.845597555343755,409,0.05,0.1,10,
u4_platt_prob,-160.98199999999997,-16.098199999999995,212,0.419811320754717,-1.7830291347091818,-181.62,-17.845597555343755,409,0.05,0.15,10,
u4_platt_prob,-160.98199999999997,-16.098199999999995,212,0.419811320754717,-1.7830291347091818,-181.62,-17.845597555343755,409,0.05,0.2,10,
u4_platt_prob,-160.98199999999997,-16.098199999999995,212,0.419811320754717,-1.7830291347091818,-181.62,-17.845597555343755,409,0.05,0.25,10,
u5_regime_prob,-205.5512000000017,-20.555120000000173,548,0.4124087591240876,-1.6665894942828032,-237.25120000000163,-23.200827695732013,409,0.02,0.1,10,
u5_regime_prob,-205.9940000000015,-20.599400000000152,548,0.4124087591240876,-1.6668220226684074,-237.69400000000144,-23.244129169038217,409,0.02,0.15,10,
u5_regime_prob,-205.9940000000015,-20.599400000000152,548,0.4124087591240876,-1.6668220226684074,-237.69400000000144,-23.244129169038217,409,0.02,0.2,10,
u5_regime_prob,-205.9940000000015,-20.599400000000152,548,0.4124087591240876,-1.6668220226684074,-237.69400000000144,-23.244129169038217,409,0.02,0.25,10,
u5_regime_prob,-223.26600000000167,-22.326600000000166,489,0.39263803680981596,-1.9168324624774216,-251.79200000000162,-24.699438114072418,409,0.03,0.1,10,
u5_regime_prob,-223.26600000000167,-22.326600000000166,489,0.39263803680981596,-1.9168324624774216,-251.79200000000162,-24.699438114072418,409,0.03,0.15,10,
u5_regime_prob,-223.26600000000167,-22.326600000000166,489,0.39263803680981596,-1.9168324624774216,-251.79200000000162,-24.699438114072418,409,0.03,0.2,10,
u5_regime_prob,-223.26600000000167,-22.326600000000166,489,0.39263803680981596,-1.9168324624774216,-251.79200000000162,-24.699438114072418,409,0.03,0.25,10,
u5_regime_prob,-197.16400000000124,-19.71640000000012,433,0.38799076212471134,-1.7861187148350657,-216.58800000000122,-21.246115453432644,409,0.04,0.1,10,
u5_regime_prob,-197.16400000000124,-19.71640000000012,433,0.38799076212471134,-1.7861187148350657,-216.58800000000122,-21.246115453432644,409,0.04,0.15,10,
u5_regime_prob,-197.16400000000124,-19.71640000000012,433,0.38799076212471134,-1.7861187148350657,-216.58800000000122,-21.246115453432644,409,0.04,0.2,10,
u5_regime_prob,-197.16400000000124,-19.71640000000012,433,0.38799076212471134,-1.7861187148350657,-216.58800000000122,-21.246115453432644,409,0.04,0.25,10,
u5_regime_prob,-181.400000000001,-18.1400000000001,390,0.37948717948717947,-1.739757537980467,-200.82400000000098,-19.699752016825283,409,0.05,0.1,10,
u5_regime_prob,-181.400000000001,-18.1400000000001,390,0.37948717948717947,-1.739757537980467,-200.82400000000098,-19.699752016825283,409,0.05,0.15,10,
u5_regime_prob,-181.400000000001,-18.1400000000001,390,0.37948717948717947,-1.739757537980467,-200.82400000000098,-19.699752016825283,409,0.05,0.2,10,
u5_regime_prob,-181.400000000001,-18.1400000000001,390,0.37948717948717947,-1.739757537980467,-200.82400000000098,-19.699752016825283,409,0.05,0.25,10,
u6_ensemble_prob,-355.64420000000155,-35.564420000000155,611,0.3453355155482815,-3.2317505394896755,-376.3002000000014,-37.10674074205567,409,0.02,0.1,10,
u6_ensemble_prob,-356.8400000000013,-35.684000000000125,611,0.3453355155482815,-3.2309977415962665,-377.4960000000011,-37.224657874651776,409,0.02,0.15,10,
u6_ensemble_prob,-356.8400000000013,-35.684000000000125,611,0.3453355155482815,-3.2309977415962665,-377.4960000000011,-37.224657874651776,409,0.02,0.2,10,
u6_ensemble_prob,-356.8400000000013,-35.684000000000125,611,0.3453355155482815,-3.2309977415962665,-377.4960000000011,-37.224657874651776,409,0.02,0.25,10,
u6_ensemble_prob,-319.32200000000125,-31.932200000000126,525,0.3466666666666667,-3.020761386764071,-342.9920000000011,-33.722014008235156,409,0.03,0.1,10,
u6_ensemble_prob,-319.32200000000125,-31.932200000000126,525,0.3466666666666667,-3.020761386764071,-342.9920000000011,-33.722014008235156,409,0.03,0.15,10,
u6_ensemble_prob,-319.32200000000125,-31.932200000000126,525,0.3466666666666667,-3.020761386764071,-342.9920000000011,-33.722014008235156,409,0.03,0.2,10,
u6_ensemble_prob,-319.32200000000125,-31.932200000000126,525,0.3466666666666667,-3.020761386764071,-342.9920000000011,-33.722014008235156,409,0.03,0.25,10,
u6_ensemble_prob,-263.21600000000126,-26.321600000000128,460,0.3521739130434783,-2.6097392936935266,-288.34600000000114,-28.349372146343306,409,0.04,0.1,10,
u6_ensemble_prob,-263.21600000000126,-26.321600000000128,460,0.3521739130434783,-2.6097392936935266,-288.34600000000114,-28.349372146343306,409,0.04,0.15,10,
u6_ensemble_prob,-263.21600000000126,-26.321600000000128,460,0.3521739130434783,-2.6097392936935266,-288.34600000000114,-28.349372146343306,409,0.04,0.2,10,
u6_ensemble_prob,-263.21600000000126,-26.321600000000128,460,0.3521739130434783,-2.6097392936935266,-288.34600000000114,-28.349372146343306,409,0.04,0.25,10,
u6_ensemble_prob,-226.80800000000124,-22.680800000000122,410,0.33658536585365856,-2.379565611687828,-250.00400000000116,-24.579693958211372,409,0.05,0.1,10,
u6_ensemble_prob,-226.80800000000124,-22.680800000000122,410,0.33658536585365856,-2.379565611687828,-250.00400000000116,-24.579693958211372,409,0.05,0.15,10,
u6_ensemble_prob,-226.80800000000124,-22.680800000000122,410,0.33658536585365856,-2.379565611687828,-250.00400000000116,-24.579693958211372,409,0.05,0.2,10,
u6_ensemble_prob,-226.80800000000124,-22.680800000000122,410,0.33658536585365856,-2.379565611687828,-250.00400000000116,-24.579693958211372,409,0.05,0.25,10,
u7_extended_prob,-139.34620000000098,-13.934620000000098,316,0.35443037974683544,-1.6051932457126659,-162.08620000000087,-15.978119645987077,409,0.02,0.1,10,
u7_extended_prob,-138.83400000000108,-13.88340000000011,316,0.35443037974683544,-1.5897609378622122,-161.57400000000098,-15.92762803792499,409,0.02,0.15,10,
u7_extended_prob,-138.83400000000108,-13.88340000000011,316,0.35443037974683544,-1.5897609378622122,-161.57400000000098,-15.92762803792499,409,0.02,0.2,10,
u7_extended_prob,-138.83400000000108,-13.88340000000011,316,0.35443037974683544,-1.5897609378622122,-161.57400000000098,-15.92762803792499,409,0.02,0.25,10,
u7_extended_prob,-122.82600000000127,-12.282600000000127,256,0.3359375,-1.606905307475818,-145.56600000000117,-14.349592774633258,409,0.03,0.1,10,
u7_extended_prob,-122.82600000000127,-12.282600000000127,256,0.3359375,-1.606905307475818,-145.56600000000117,-14.349592774633258,409,0.03,0.15,10,
u7_extended_prob,-122.82600000000127,-12.282600000000127,256,0.3359375,-1.606905307475818,-145.56600000000117,-14.349592774633258,409,0.03,0.2,10,
u7_extended_prob,-122.82600000000127,-12.282600000000127,256,0.3359375,-1.606905307475818,-145.56600000000117,-14.349592774633258,409,0.03,0.25,10,
u7_extended_prob,-105.44600000000094,-10.544600000000095,214,0.308411214953271,-1.476290988779088,-119.3660000000009,-11.803153546008913,409,0.04,0.1,10,
u7_extended_prob,-105.44600000000094,-10.544600000000095,214,0.308411214953271,-1.476290988779088,-119.3660000000009,-11.803153546008913,409,0.04,0.15,10,
u7_extended_prob,-105.44600000000094,-10.544600000000095,214,0.308411214953271,-1.476290988779088,-119.3660000000009,-11.803153546008913,409,0.04,0.2,10,
u7_extended_prob,-105.44600000000094,-10.544600000000095,214,0.308411214953271,-1.476290988779088,-119.3660000000009,-11.803153546008913,409,0.04,0.25,10,
u7_extended_prob,-117.28400000000067,-11.728400000000068,180,0.2722222222222222,-1.7992843201074247,-135.6820000000007,-13.386148382004803,409,0.05,0.1,10,
u7_extended_prob,-117.28400000000067,-11.728400000000068,180,0.2722222222222222,-1.7992843201074247,-135.6820000000007,-13.386148382004803,409,0.05,0.15,10,
u7_extended_prob,-117.28400000000067,-11.728400000000068,180,0.2722222222222222,-1.7992843201074247,-135.6820000000007,-13.386148382004803,409,0.05,0.2,10,
u7_extended_prob,-117.28400000000067,-11.728400000000068,180,0.2722222222222222,-1.7992843201074247,-135.6820000000007,-13.386148382004803,409,0.05,0.25,10,
u8_cv_prob,-97.68260000000066,-9.768260000000065,262,0.36259541984732824,-1.2067480221376508,-137.231,-13.506536198591778,409,0.02,0.1,10,
u8_cv_prob,-94.62800000000095,-9.462800000000096,262,0.36259541984732824,-1.1656360277545599,-136.89200000000005,-13.473171173405621,409,0.02,0.15,10,
u8_cv_prob,-94.62800000000095,-9.462800000000096,262,0.36259541984732824,-1.1656360277545599,-136.89200000000005,-13.473171173405621,409,0.02,0.2,10,
u8_cv_prob,-94.62800000000095,-9.462800000000096,262,0.36259541984732824,-1.1656360277545599,-136.89200000000005,-13.473171173405621,409,0.02,0.25,10,
u8_cv_prob,-92.17800000000057,-9.217800000000057,219,0.3333333333333333,-1.2671794874134774,-109.48000000000047,-10.775229962776883,409,0.03,0.1,10,
u8_cv_prob,-92.17800000000057,-9.217800000000057,219,0.3333333333333333,-1.2671794874134774,-109.48000000000047,-10.775229962776883,409,0.03,0.15,10,
u8_cv_prob,-92.17800000000057,-9.217800000000057,219,0.3333333333333333,-1.2671794874134774,-109.48000000000047,-10.775229962776883,409,0.03,0.2,10,
u8_cv_prob,-92.17800000000057,-9.217800000000057,219,0.3333333333333333,-1.2671794874134774,-109.48000000000047,-10.775229962776883,409,0.03,0.25,10,
u8_cv_prob,-64.26400000000058,-6.426400000000059,193,0.32642487046632124,-0.9422904640278885,-100.90200000000016,-9.9085952659654,409,0.04,0.1,10,
u8_cv_prob,-64.26400000000058,-6.426400000000059,193,0.32642487046632124,-0.9422904640278885,-100.90200000000016,-9.9085952659654,409,0.04,0.15,10,
u8_cv_prob,-64.26400000000058,-6.426400000000059,193,0.32642487046632124,-0.9422904640278885,-100.90200000000016,-9.9085952659654,409,0.04,0.2,10,
u8_cv_prob,-64.26400000000058,-6.426400000000059,193,0.32642487046632124,-0.9422904640278885,-100.90200000000016,-9.9085952659654,409,0.04,0.25,10,
u8_cv_prob,-78.54200000000037,-7.854200000000038,170,0.29411764705882354,-1.2453400240489179,-100.80800000000022,-9.899364448389932,409,0.05,0.1,10,
