date,ticker,direction_bucket,side,market_mid,u10_prob,entry_price,ev,n_contracts,cost,outcome,won,pnl,bankroll_after
2025-03-16,KXHIGHNY-25MAR16-B59.5,between,NO,0.135,0.0679227991126343,0.88,0.04207720088736567,10,8.9,0,1,1.0999999999999996,998.4000000000001
2025-03-16,KXHIGHNY-25MAR16-B65.5,between,NO,0.13,0.057734379245739154,0.9,0.03226562075426077,10,9.1,0,1,0.9000000000000004,999.3000000000001
2025-03-19,KXHIGHNY-25MAR19-B58.5,between,NO,0.095,0.04940823287554471,0.92,0.020591767124455214,10,9.3,0,1,0.6999999999999993,1000.0000000000001
2025-03-19,KXHIGHNY-25MAR19-B64.5,between,NO,0.105,0.04940823287554471,0.9,0.04059176712445523,10,9.1,0,1,0.9000000000000004,1000.9000000000001
2025-03-20,KXHIGHNY-25MAR20-B56.5,between,NO,0.13,0.05769036132384198,0.89,0.04230963867615801,10,9.0,0,1,1.0,1001.9000000000001
2025-03-20,KXHIGHNY-25MAR20-T52,below,NO,0.13,0.05769036132384198,0.88,0.05230963867615802,10,8.9,0,1,1.0999999999999996,1003.0000000000001
2025-03-25,KXHIGHNY-25MAR25-T55,below,NO,0.125,0.05162771371631363,0.89,0.0483722862836864,10,9.0,0,1,1.0,1004.0000000000001
2025-03-28,KXHIGHNY-25MAR28-B65.5,between,NO,0.075,0.025427902528158058,0.94,0.024572097471841976,10,9.5,0,1,0.5,1004.5000000000001
2025-03-29,KXHIGHNY-25MAR29-B83.5,between,NO,0.095,0.04519966048541975,0.91,0.03480033951458018,10,9.200000000000001,0,1,0.7999999999999989,1005.3000000000001
2025-03-31,KXHIGHNY-25MAR31-B73.5,between,NO,0.105,0.050318153084171556,0.91,0.029681846915828432,10,9.200000000000001,1,0,-9.200000000000001,996.1
2025-03-31,KXHIGHNY-25MAR31-T74,above,NO,0.13,0.05618860427732491,0.88,0.05381139572267513,10,8.9,0,1,1.0999999999999996,997.2
2025-04-03,KXHIGHNY-25APR03-B74.5,between,NO,0.125,0.052309274948806786,0.89,0.04769072505119321,10,9.0,0,1,1.0,998.2
2025-04-06,KXHIGHNY-25APR06-B57.5,between,NO,0.155,0.11882571013128156,0.85,0.021174289868718506,10,8.6,0,1,1.4000000000000004,999.6
2025-04-06,KXHIGHNY-25APR06-T53,below,NO,0.125,0.05495689093571772,0.88,0.05504310906428223,10,8.9,0,1,1.0999999999999996,1000.7
2025-04-09,KXHIGHNY-25APR09-B51.5,between,NO,0.115,0.04095705777870651,0.92,0.02904294222129345,10,9.3,0,1,0.6999999999999993,1001.4000000000001
2025-04-10,KXHIGHNY-25APR10-B53.5,between,NO,0.155,0.11084287021396874,0.85,0.02915712978603125,10,8.6,0,1,1.4000000000000004,1002.8000000000001
2025-04-10,KXHIGHNY-25APR10-T49,below,NO,0.075,0.027561735201054052,0.9299999999999999,0.032438264798945966,10,9.399999999999999,0,1,0.6000000000000014,1003.4000000000001
2025-04-14,KXHIGHNY-25APR14-B61.5,between,NO,0.115,0.051349484564647954,0.89,0.048650515435352044,10,9.0,0,1,1.0,1004.4000000000001
2025-04-14,KXHIGHNY-25APR14-B67.5,between,NO,0.13,0.057340257763856886,0.88,0.05265974223614312,10,8.9,0,1,1.0999999999999996,1005.5000000000001
2025-04-18,KXHIGHNY-25APR18-T69,above,NO,0.125,0.0511930066161722,0.88,0.058806993383827784,10,8.9,0,1,1.0999999999999996,1006.6000000000001
2025-04-22,KXHIGHNY-25APR22-B80.5,between,NO,0.155,0.11341336095556173,0.85,0.02658663904443826,10,8.6,0,1,1.4000000000000004,1008.0000000000001
2025-04-23,KXHIGHNY-25APR23-T77,above,NO,0.15,0.09094645231475885,0.86,0.03905354768524117,10,8.7,0,1,1.3000000000000007,1009.3000000000001
2025-04-25,KXHIGHNY-25APR25-B73.5,between,NO,0.14,0.0954551337618583,0.87,0.02454486623814168,10,8.8,0,1,1.1999999999999993,1010.5000000000001
2025-04-25,KXHIGHNY-25APR25-T80,above,NO,0.115,0.04818088162742372,0.92,0.021819118372576225,10,9.3,0,1,0.6999999999999993,1011.2000000000002
2025-04-26,KXHIGHNY-25APR26-B75.5,between,NO,0.075,0.028918415837376994,0.94,0.021081584162623075,10,9.5,0,1,0.5,1011.7000000000002
2025-04-27,KXHIGHNY-25APR27-T63,above,NO,0.065,0.026823403183985017,0.94,0.023176596816015034,10,9.5,0,1,0.5,1012.2000000000002
2025-05-01,KXHIGHNY-25MAY01-B72.5,between,NO,0.1,0.04452570361244064,0.92,0.025474296387559277,10,9.3,0,1,0.6999999999999993,1012.9000000000002
2025-05-02,KXHIGHNY-25MAY02-B79.5,between,NO,0.08,0.0390913085844208,0.9299999999999999,0.02090869141557928,10,9.399999999999999,0,1,0.6000000000000014,1013.5000000000002
2025-05-03,KXHIGHNY-25MAY03-B78.5,between,NO,0.065,0.02607754673519254,0.94,0.02392245326480747,10,9.5,0,1,0.5,1014.0000000000002
2025-05-03,KXHIGHNY-25MAY03-T85,above,NO,0.155,0.10487402578909864,0.85,0.03512597421090136,10,8.6,0,1,1.4000000000000004,1015.4000000000002
2025-05-04,KXHIGHNY-25MAY04-B72.5,between,NO,0.07,0.028463566634707577,0.94,0.021536433365292436,10,9.5,0,1,0.5,1015.9000000000002
2025-05-05,KXHIGHNY-25MAY05-B66.5,between,NO,0.105,0.0478136219424447,0.91,0.032186378057555316,10,9.200000000000001,0,1,0.7999999999999989,1016.7000000000002
2025-05-06,KXHIGHNY-25MAY06-B68.5,between,NO,0.145,0.1026335919607229,0.86,0.027366408039277153,10,8.7,0,1,1.3000000000000007,1018.0000000000001
2025-05-06,KXHIGHNY-25MAY06-T64,below,NO,0.115,0.05180420109822105,0.89,0.04819579890177895,10,9.0,0,1,1.0,1019.0000000000001
2025-05-07,KXHIGHNY-25MAY07-B70.5,between,NO,0.12,0.047034346116526224,0.89,0.05296565388347375,10,9.0,0,1,1.0,1020.0000000000001
2025-05-08,KXHIGHNY-25MAY08-B71.5,between,NO,0.11,0.049698131842933736,0.9,0.040301868157066274,10,9.1,0,1,0.9000000000000004,1020.9000000000001
2025-05-10,KXHIGHNY-25MAY10-B74.5,between,NO,0.135,0.06724650395532922,0.88,0.04275349604467083,10,8.9,0,1,1.0999999999999996,1022.0000000000001
2025-05-12,KXHIGHNY-25MAY12-B76.5,between,NO,0.125,0.053095696454076885,0.88,0.056904303545923136,10,8.9,0,1,1.0999999999999996,1023.1000000000001
2025-05-13,KXHIGHNY-25MAY13-B72.5,between,NO,0.115,0.04861886600000712,0.89,0.051381133999992896,10,9.0,0,1,1.0,1024.1000000000001
2025-05-15,KXHIGHNY-25MAY15-T69,below,NO,0.125,0.05418705112452698,0.88,0.05581294887547306,10,8.9,0,1,1.0999999999999996,1025.2
2025-05-16,KXHIGHNY-25MAY16-B75.5,between,NO,0.14,0.09142425265993495,0.87,0.02857574734006508,10,8.8,0,1,1.1999999999999993,1026.4
2025-05-19,KXHIGHNY-25MAY19-T69,below,NO,0.065,0.02761127586377275,0.94,0.022388724136227285,10,9.5,0,1,0.5,1026.9
2025-05-20,KXHIGHNY-25MAY20-B70.5,between,NO,0.115,0.05360512111155421,0.89,0.04639487888844574,10,9.0,0,1,1.0,1027.9
2025-05-20,KXHIGHNY-25MAY20-T66,below,NO,0.135,0.0704224140092967,0.87,0.049577585990703284,10,8.8,0,1,1.1999999999999993,1029.1000000000001
2025-05-22,KXHIGHNY-25MAY22-B55.5,between,NO,0.13,0.05476094127100115,0.88,0.05523905872899882,10,8.9,0,1,1.0999999999999996,1030.2
2025-05-23,KXHIGHNY-25MAY23-B60.5,between,NO,0.125,0.05484251838957961,0.9,0.03515748161042032,10,9.1,0,1,0.9000000000000004,1031.1000000000001
2025-05-26,KXHIGHNY-25MAY26-B74.5,between,NO,0.125,0.05840163934426229,0.89,0.04159836065573764,10,9.0,0,1,1.0,1032.1000000000001
2025-05-27,KXHIGHNY-25MAY27-B77.5,between,NO,0.095,0.047585479418830554,0.92,0.022414520581169446,10,9.3,0,1,0.6999999999999993,1032.8000000000002
2025-05-30,KXHIGHNY-25MAY30-B79.5,between,NO,0.09,0.046304745124503395,0.92,0.023695254875496514,10,9.3,0,1,0.6999999999999993,1033.5000000000002
2025-06-02,KXHIGHNY-25JUN02-T72,below,NO,0.125,0.05476094127100115,0.89,0.04523905872899881,10,9.0,1,0,-9.0,1024.5000000000002
2025-06-03,KXHIGHNY-25JUN03-B82.5,between,NO,0.12,0.046997575910656356,0.89,0.05300242408934364,10,9.0,0,1,1.0,1025.5000000000002
2025-06-10,KXHIGHNY-25JUN10-B79.5,between,NO,0.07,0.02665310008285841,0.94,0.02334689991714168,10,9.5,0,1,0.5,1026.0000000000002
2025-06-12,KXHIGHNY-25JUN12-T85,below,NO,0.07,0.02606233745331641,0.94,0.02393766254668362,10,9.5,0,1,0.5,1026.5000000000002
2025-06-13,KXHIGHNY-25JUN13-B80.5,between,NO,0.125,0.058795474711623774,0.88,0.051204525288376275,10,8.9,0,1,1.0999999999999996,1027.6000000000001
2025-06-13,KXHIGHNY-25JUN13-T76,below,NO,0.145,0.1043145519077196,0.86,0.025685448092280468,10,8.7,0,1,1.3000000000000007,1028.9
2025-06-17,KXHIGHNY-25JUN17-T69,below,NO,0.11,0.04585499452957959,0.91,0.03414500547042033,10,9.200000000000001,1,0,-9.200000000000001,1019.7
2025-06-19,KXHIGHNY-25JUN19-T87,below,NO,0.085,0.047545240752042126,0.92,0.02245475924795782,10,9.3,0,1,0.6999999999999993,1020.4000000000001
2025-06-21,KXHIGHNY-25JUN21-B90.5,between,NO,0.105,0.0468138306124125,0.92,0.023186169387587448,10,9.3,0,1,0.6999999999999993,1021.1000000000001
2025-06-23,KXHIGHNY-25JUN23-B98.5,between,NO,0.13,0.0625,0.9,0.027499999999999976,10,9.1,0,1,0.9000000000000004,1022.0000000000001
2025-06-23,KXHIGHNY-25JUN23-T94,below,NO,0.13,0.0625,0.89,0.037499999999999985,10,9.0,0,1,1.0,1023.0000000000001
2025-06-24,KXHIGHNY-25JUN24-B102.5,between,NO,0.115,0.05289734100636933,0.89,0.04710265899363065,10,9.0,0,1,1.0,1024.0
2025-06-25,KXHIGHNY-25JUN25-B92.5,between,NO,0.095,0.04491140562671546,0.91,0.035088594373284494,10,9.200000000000001,0,1,0.7999999999999989,1024.8
2025-06-28,KXHIGHNY-25JUN28-B86.5,between,NO,0.135,0.06570291683789645,0.88,0.044297083162103575,10,8.9,0,1,1.0999999999999996,1025.8999999999999
2025-07-01,KXHIGHNY-25JUL01-B84.5,between,NO,0.065,0.027316231252330268,0.94,0.02268376874766976,10,9.5,0,1,0.5,1026.3999999999999
2025-07-02,KXHIGHNY-25JUL02-B81.5,between,NO,0.155,0.11319085077491864,0.85,0.02680914922508138,10,8.6,0,1,1.4000000000000004,1027.8
2025-07-02,KXHIGHNY-25JUL02-T86,above,NO,0.09,0.04688128520901481,0.92,0.023118714790985158,10,9.3,0,1,0.6999999999999993,1028.5
2025-07-04,KXHIGHNY-25JUL04-T82,below,NO,0.085,0.047731197990265345,0.92,0.022268802009734585,10,9.3,0,1,0.6999999999999993,1029.2
2025-07-08,KXHIGHNY-25JUL08-B88.5,between,NO,0.135,0.06451505108654233,0.87,0.055484948913457684,10,8.8,0,1,1.1999999999999993,1030.4
2025-07-10,KXHIGHNY-25JUL10-B77.5,between,NO,0.085,0.045458635641036756,0.92,0.024541364358963154,10,9.3,0,1,0.6999999999999993,1031.1000000000001
2025-07-14,KXHIGHNY-25JUL14-B86.5,between,NO,0.15,0.08415600687463366,0.87,0.035843993125366354,10,8.8,0,1,1.1999999999999993,1032.3000000000002
2025-07-16,KXHIGHNY-25JUL16-B86.5,between,NO,0.155,0.1087285337300625,0.85,0.031271466269937494,10,8.6,1,0,-8.6,1023.7000000000002
2025-07-17,KXHIGHNY-25JUL17-T94,above,NO,0.135,0.059088278233225926,0.89,0.04091172176677405,10,9.0,0,1,1.0,1024.7000000000003
2025-07-18,KXHIGHNY-25JUL18-B87.5,between,NO,0.1,0.053927928579164806,0.91,0.026072071420835126,10,9.200000000000001,0,1,0.7999999999999989,1025.5000000000002
2025-07-19,KXHIGHNY-25JUL19-B85.5,between,NO,0.065,0.028230593145078302,0.94,0.021769406854921798,10,9.5,0,1,0.5,1026.0000000000002
2025-07-20,KXHIGHNY-25JUL20-T87,below,NO,0.145,0.0953974816406243,0.86,0.034602518359375674,10,8.7,0,1,1.3000000000000007,1027.3000000000002
2025-07-21,KXHIGHNY-25JUL21-B80.5,between,NO,0.085,0.0474501234497829,0.92,0.022549876550217014,10,9.3,0,1,0.6999999999999993,1028.0000000000002
2025-07-22,KXHIGHNY-25JUL22-T78,below,NO,0.135,0.062337656195756604,0.87,0.057662343804243406,10,8.8,0,1,1.1999999999999993,1029.2000000000003
2025-07-29,KXHIGHNY-25JUL29-B99.5,between,NO,0.13,0.05303937320488086,0.88,0.05696062679511916,10,8.9,0,1,1.0999999999999996,1030.3000000000002
2025-07-30,KXHIGHNY-25JUL30-B93.5,between,NO,0.145,0.09265305141323242,0.86,0.03734694858676758,10,8.7,0,1,1.3000000000000007,1031.6000000000001
2025-07-31,KXHIGHNY-25JUL31-B86.5,between,NO,0.085,0.045069086164976575,0.92,0.024930913835023334,10,9.3,0,1,0.6999999999999993,1032.3000000000002
2025-08-06,KXHIGHNY-25AUG06-B79.5,between,NO,0.15,0.09040444091990485,0.87,0.029595559080095153,10,8.8,1,0,-8.8,1023.5000000000002
2025-08-07,KXHIGHNY-25AUG07-B78.5,between,NO,0.13,0.05610502936491303,0.89,0.04389497063508697,10,9.0,0,1,1.0,1024.5000000000002
2025-08-10,KXHIGHNY-25AUG10-B85.5,between,NO,0.075,0.026759226675249655,0.94,0.023240773324750393,10,9.5,0,1,0.5,1025.0000000000002
2025-08-11,KXHIGHNY-25AUG11-B86.5,between,NO,0.135,0.060557447237996075,0.89,0.03944255276200393,10,9.0,0,1,1.0,1026.0000000000002
2025-08-12,KXHIGHNY-25AUG12-B92.5,between,NO,0.105,0.046747183436635385,0.91,0.03325281656336455,10,9.200000000000001,0,1,0.7999999999999989,1026.8000000000002
2025-08-13,KXHIGHNY-25AUG13-B86.5,between,NO,0.09,0.04721457534099675,0.92,0.022785424659003246,10,9.3,0,1,0.6999999999999993,1027.5000000000002
2025-08-15,KXHIGHNY-25AUG15-B89.5,between,NO,0.11,0.04802655784391649,0.91,0.03197344215608345,10,9.200000000000001,1,0,-9.200000000000001,1018.3000000000002
2025-08-16,KXHIGHNY-25AUG16-T83,below,NO,0.075,0.02850455840244166,0.94,0.021495441597558347,10,9.5,0,1,0.5,1018.8000000000002
2025-08-17,KXHIGHNY-25AUG17-B88.5,between,NO,0.125,0.05973803374096597,0.9,0.030261966259033997,10,9.1,0,1,0.9000000000000004,1019.7000000000002
2025-08-17,KXHIGHNY-25AUG17-T93,above,NO,0.115,0.05349674663370086,0.91,0.026503253366299113,10,9.200000000000001,0,1,0.7999999999999989,1020.5000000000001
2025-08-19,KXHIGHNY-25AUG19-T75,below,NO,0.065,0.02835422859615625,0.94,0.021645771403843835,10,9.5,0,1,0.5,1021.0000000000001
2025-08-21,KXHIGHNY-25AUG21-B75.5,between,NO,0.075,0.02864527777591492,0.9299999999999999,0.03135472222408509,10,9.399999999999999,0,1,0.6000000000000014,1021.6000000000001
2025-08-21,KXHIGHNY-25AUG21-T69,below,NO,0.085,0.04736019258951267,0.92,0.02263980741048733,10,9.3,0,1,0.6999999999999993,1022.3000000000002
2025-08-23,KXHIGHNY-25AUG23-T82,below,NO,0.135,0.06522301085853906,0.87,0.054776989141460904,10,8.8,0,1,1.1999999999999993,1023.5000000000002
2025-08-24,KXHIGHNY-25AUG24-B83.5,between,NO,0.125,0.055093756040982024,0.88,0.054906243959018004,10,8.9,0,1,1.0999999999999996,1024.6000000000001
2025-08-29,KXHIGHNY-25AUG29-T77,below,NO,0.065,0.028293768777112267,0.94,0.021706231222887735,10,9.5,0,1,0.5,1025.1000000000001
2025-08-31,KXHIGHNY-25AUG31-B80.5,between,NO,0.115,0.04854727255176956,0.9,0.04145272744823037,10,9.1,0,1,0.9000000000000004,1026.0000000000002
2025-09-03,KXHIGHNY-25SEP03-B80.5,between,NO,0.065,0.02800967935894984,0.94,0.021990320641050227,10,9.5,0,1,0.5,1026.5000000000002
2025-09-04,KXHIGHNY-25SEP04-B76.5,between,NO,0.145,0.09133524258465626,0.87,0.028664757415343696,10,8.8,1,0,-8.8,1017.7000000000003
2025-09-05,KXHIGHNY-25SEP05-T82,below,NO,0.14,0.09133524258465626,0.87,0.028664757415343696,10,8.8,0,1,1.1999999999999993,1018.9000000000003
2025-09-06,KXHIGHNY-25SEP06-B87.5,between,NO,0.105,0.04964117336119458,0.9,0.04035882663880542,10,9.1,0,1,0.9000000000000004,1019.8000000000003
2025-09-06,KXHIGHNY-25SEP06-T88,above,NO,0.075,0.02980249655197166,0.9299999999999999,0.030197503448028414,10,9.399999999999999,0,1,0.6000000000000014,1020.4000000000003
2025-09-07,KXHIGHNY-25SEP07-B73.5,between,NO,0.065,0.028338977927416423,0.94,0.021661022072583587,10,9.5,0,1,0.5,1020.9000000000003
2025-09-09,KXHIGHNY-25SEP09-T72,below,NO,0.11,0.048884263884751374,0.91,0.031115736115248545,10,9.200000000000001,0,1,0.7999999999999989,1021.7000000000003
2025-09-10,KXHIGHNY-25SEP10-B69.5,between,NO,0.15,0.0952583521976269,0.86,0.034741647802373106,10,8.7,0,1,1.3000000000000007,1023.0000000000002
2025-09-11,KXHIGHNY-25SEP11-T78,below,NO,0.115,0.049862730809195246,0.89,0.05013726919080475,10,9.0,0,1,1.0,1024.0000000000002
2025-09-13,KXHIGHNY-25SEP13-T77,below,NO,0.135,0.062453112437681764,0.88,0.04754688756231818,10,8.9,0,1,1.0999999999999996,1025.1000000000001
2025-09-14,KXHIGHNY-25SEP14-B83.5,between,NO,0.145,0.09374831791295613,0.86,0.036251682087043886,10,8.7,0,1,1.3000000000000007,1026.4
2025-09-15,KXHIGHNY-25SEP15-B77.5,between,NO,0.135,0.06282099323296671,0.87,0.057179006767033254,10,8.8,0,1,1.1999999999999993,1027.6000000000001
2025-09-16,KXHIGHNY-25SEP16-B77.5,between,NO,0.115,0.047770367007717286,0.9,0.04222963299228267,10,9.1,0,1,0.9000000000000004,1028.5000000000002
2025-09-18,KXHIGHNY-25SEP18-B78.5,between,NO,0.09,0.04784200388051809,0.92,0.02215799611948189,10,9.3,0,1,0.6999999999999993,1029.2000000000003
2025-09-18,KXHIGHNY-25SEP18-T83,above,NO,0.085,0.047487618666588335,0.92,0.02251238133341161,10,9.3,0,1,0.6999999999999993,1029.9000000000003
2025-09-19,KXHIGHNY-25SEP19-B86.5,between,NO,0.125,0.05355754802668481,0.88,0.05644245197331522,10,8.9,0,1,1.0999999999999996,1031.0000000000002
2025-09-20,KXHIGHNY-25SEP20-B70.5,between,NO,0.095,0.04802655784391649,0.91,0.03197344215608345,10,9.200000000000001,0,1,0.7999999999999989,1031.8000000000002
2025-09-23,KXHIGHNY-25SEP23-B78.5,between,NO,0.105,0.05025849324449434,0.9,0.03974150675550559,10,9.1,0,1,0.9000000000000004,1032.7000000000003
2025-09-25,KXHIGHNY-25SEP25-B77.5,between,NO,0.095,0.047017935555182834,0.91,0.03298206444481711,10,9.200000000000001,1,0,-9.200000000000001,1023.5000000000002
2025-09-26,KXHIGHNY-25SEP26-B83.5,between,NO,0.095,0.04939603002277224,0.92,0.020603969977227694,10,9.3,0,1,0.6999999999999993,1024.2000000000003
2025-09-28,KXHIGHNY-25SEP28-B79.5,between,NO,0.125,0.055707584050039095,0.88,0.05429241594996093,10,8.9,0,1,1.0999999999999996,1025.3000000000002
2025-09-30,KXHIGHNY-25SEP30-B82.5,between,NO,0.155,0.11432124269196443,0.85,0.0256787573080356,10,8.6,0,1,1.4000000000000004,1026.7000000000003
2025-10-01,KXHIGHNY-25OCT01-B71.5,between,NO,0.075,0.02955406953315562,0.9299999999999999,0.030445930466844413,10,9.399999999999999,0,1,0.6000000000000014,1027.3000000000002
2025-10-03,KXHIGHNY-25OCT03-B74.5,between,NO,0.1,0.04733396039171701,0.92,0.022666039608282958,10,9.3,0,1,0.6999999999999993,1028.0000000000002
2025-10-04,KXHIGHNY-25OCT04-B79.5,between,NO,0.085,0.04743329692619754,0.92,0.02256670307380238,10,9.3,0,1,0.6999999999999993,1028.7000000000003
2025-10-05,KXHIGHNY-25OCT05-B80.5,between,NO,0.135,0.060237950472427575,0.87,0.059762049527572476,10,8.8,0,1,1.1999999999999993,1029.9000000000003
2025-10-06,KXHIGHNY-25OCT06-B77.5,between,NO,0.155,0.10802125744639958,0.85,0.031978742553600455,10,8.6,0,1,1.4000000000000004,1031.3000000000004
2025-10-07,KXHIGHNY-25OCT07-B81.5,between,NO,0.145,0.09177898410569504,0.86,0.03822101589430494,10,8.7,0,1,1.3000000000000007,1032.6000000000004
2025-10-09,KXHIGHNY-25OCT09-B62.5,between,NO,0.125,0.050630662639900514,0.88,0.059369337360099535,10,8.9,0,1,1.0999999999999996,1033.7000000000003
2025-10-10,KXHIGHNY-25OCT10-B64.5,between,NO,0.135,0.06183050847457627,0.87,0.05816949152542373,10,8.8,0,1,1.1999999999999993,1034.9000000000003
2025-10-16,KXHIGHNY-25OCT16-B62.5,between,NO,0.1,0.048055223908559666,0.92,0.021944776091440306,10,9.3,0,1,0.6999999999999993,1035.6000000000004
2025-10-17,KXHIGHNY-25OCT17-B65.5,between,NO,0.065,0.027913919349341232,0.94,0.022086080650658875,10,9.5,0,1,0.5,1036.1000000000004
2025-10-18,KXHIGHNY-25OCT18-B62.5,between,NO,0.075,0.02761712252578763,0.9299999999999999,0.03238287747421243,10,9.399999999999999,0,1,0.6000000000000014,1036.7000000000003
2025-10-19,KXHIGHNY-25OCT19-B74.5,between,NO,0.105,0.04659510751556451,0.9,0.04340489248443547,10,9.1,0,1,0.9000000000000004,1037.6000000000004
