epoch,train_loss,val_loss,val_mae,lr,delta_mae,reconstructed_mae
1,5.625144648551941,6.269504451751709,6.454044310777945,0.001,6.454044342041016,6.454044310777945
2,5.587262272834778,6.2101154804229735,6.396727133999123,0.001,6.396727085113525,6.396727133999123
3,5.558532762527466,6.127646017074585,6.315871739669764,0.001,6.315871715545654,6.315871739669764
4,5.525416398048401,6.089454507827758,6.282974370685372,0.001,6.2829742431640625,6.282974370685372
5,5.499239492416382,6.042776107788086,6.2435497496815495,0.001,6.243549823760986,6.2435497496815495
6,5.454301571846008,5.989954137802124,6.198667055055172,0.001,6.198667049407959,6.198667055055172
7,5.368195748329162,5.867142868041992,6.088718404270111,0.001,6.088718414306641,6.088718404270111
8,5.255627894401551,5.687265205383301,5.930272123464486,0.001,5.930272102355957,5.930272123464486
9,5.1305944442749025,5.708679819107056,5.9577753459586065,0.001,5.957775115966797,5.9577753459586065
10,4.9855038046836855,5.371429014205932,5.630404739477229,0.001,5.630404472351074,5.630404739477229
11,4.827355766296387,5.199040746688842,5.459643893779739,0.001,5.459643840789795,5.459643893779739
12,4.6866345524787905,5.050230693817139,5.320713169165772,0.001,5.320713043212891,5.320713169165772
13,4.5523987174034115,4.935525608062744,5.19064007278559,0.001,5.190640449523926,5.19064007278559
14,4.468734109401703,4.850115251541138,5.110510048655263,0.001,5.110510349273682,5.110510048655263
15,4.455354630947113,4.777568769454956,5.030967296290137,0.001,5.030967712402344,5.030967296290137
16,4.3347312092781065,4.761628866195679,5.00832424735936,0.001,5.00832462310791,5.00832424735936
17,4.3178990483284,4.71480712890625,4.963140393212765,0.001,4.963140487670898,4.963140393212765
18,4.2746379494667055,4.811202621459961,5.0326657559934755,0.001,5.032665252685547,5.0326657559934755
19,4.302545547485352,4.638935661315918,4.867013398313719,0.001,4.867012977600098,4.867013398313719
20,4.23935512304306,4.7998494625091555,5.050603816411356,0.001,5.050603866577148,5.050603816411356
21,4.226432585716248,4.658923196792602,4.8929905786501235,0.001,4.892990589141846,4.8929905786501235
22,4.2287479639053345,4.581644058227539,4.800168799359325,0.001,4.800168514251709,4.800168799359325
23,4.142010295391083,4.591821718215942,4.801816160948063,0.001,4.801815986633301,4.801816160948063
24,4.1578668594360355,4.556889629364013,4.751718515830971,0.001,4.751718997955322,4.751718515830971
25,4.127402865886689,4.549865436553955,4.7500970155414,0.001,4.750097274780273,4.7500970155414
26,4.137761235237122,4.478797578811646,4.677607549083058,0.001,4.677608013153076,4.677607549083058
27,4.075043034553528,4.5078023910522464,4.7013523984695,0.001,4.701352119445801,4.7013523984695
28,4.126686096191406,4.562336587905884,4.756789691297569,0.001,4.756789684295654,4.756789691297569
29,4.141299211978913,4.640292501449585,4.856684132016053,0.001,4.856683731079102,4.856684132016053
30,4.100700104236603,4.455042123794556,4.659717700523834,0.001,4.659718036651611,4.659717700523834
31,4.06406147480011,4.442403316497803,4.626850197584416,0.001,4.626850128173828,4.626850197584416
